Name,ProjectedFP,SeasonLowFP,SeasonHighFP,Sigma
Andre Drummond , 47.07 , 33.4 , 70.4 , 6.16666666667
Thaddeus Young , 28.41 , 16.4 , 47.5 , 5.18333333333
Eric Gordon , 27.28 , 16.4 , 36.1 , 3.28333333333
LeBron James , 46.86 , 30.9 , 59.9 , 4.83333333333
Marvin Williams , 25.17 , 15.8 , 35.4 , 3.26666666667
Marcus Morris , 27.89 , 11.4 , 38.3 , 4.48333333333
Kent Bazemore , 23.25 , 5.9 , 38.3 , 5.4
Jarrett Jack , 30.11 , 15.2 , 48.3 , 5.51666666667

LowPointCutoff, 280.0
Experiments run, 5000
Traceback (most recent call last):
  File "C:\Users\tnewill\Dropbox\Business Ideas\NBAPredictor\CalculateMC.py", line 138, in <module>
    summary_reader(mc)
  File "C:\Users\tnewill\Dropbox\Business Ideas\NBAPredictor\CalculateMC.py", line 51, in summary_reader
    if float(methodSummary.values()[index][9]) > lowCutOff:
IndexError: list index out of range
