name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SG","Seth Curry","SAC","ORL","0.709618","0.1","0","3500"
"C","Dewayne Dedmon","ORL","SAC","1.04816","13.9","12.4","3700"
"PG","Matthew Dellavedova","CLE","ATL","0.860737","34.2","22.88","4100"
"SF","Luol Deng","MIA","PHI","0.97742","30.1","21.86","5300"
"PF","Boris Diaw","SA","MEM","0.971699","19","13.37","3900"
"PG","Goran Dragic","MIA","PHI","0.908333","33.4","27.22","5600"
"SF","Jared Dudley","WSH","DET","0.648125","18.9","12.43","3700"
"C","Tim Duncan","SA","MEM","0.847372","27.6","28.74","7100"
"SF","Cleanthony Early","NY","HOU","0.880545","0","0","3500"
"SG","Monta Ellis","IND","MIL","0.70191","36.9","30.96","6700"
"PG","Tyler Ennis","MIL","IND","0.744358","0","0","3500"
"SG","Evan Fournier","ORL","SAC","0.83276","36.3","30.08","5900"
"PF","Channing Frye","ORL","SAC","1.02144","7.2","5.22","3500"
"SG","Langston Galloway","NY","HOU","0.79516","27.2","21.3","4700"
"SF","Rudy Gay","SAC","ORL","0.73901","0","0","7500"
"SF","Paul George","IND","MIL","0.838108","36.8","37.15","9500"
"SG","Manu Ginobili","SA","MEM","0.741474","0","0","4900"
"PF","Drew Gooden","WSH","DET","0.954125","1.9","1.35","3500"
"PF","Aaron Gordon","ORL","SAC","1.02144","16.4","14.02","4000"
"C","Marcin Gortat","WSH","DET","0.827026","27.3","26","5900"
"PG","Jerian Grant","NY","HOU","0.945176","20.8","15.84","3600"
"PF","Jerami Grant","PHI","MIA","0.851345","25.2","21.03","4400"
"SG","Danny Green","SA","MEM","0.741474","29.5","20.81","4200"
"SG","Gerald Green","MIA","PHI","0.675833","18","13.19","3500"
"SG","Tim Hardaway Jr.","ATL","CLE","0.786476","0.1","0.1","3900"
"SF","Tobias Harris","ORL","SAC","0.775868","32.1","27.41","6800"
"SG","Joe Harris","CLE","ATL","0.805122","0.1","0","3500"
"PF","Udonis Haslem","MIA","PHI","1.04796","2.3","1.69","3500"
"PF","John Henson","MIL","IND","0.838368","14.1","11.24","3700"
"SF","Mario Hezonja","ORL","SAC","0.775868","15.1","11.77","3500"
"PF","Nene Hilario","WSH","DET","0.954125","19.8","15.26","4100"
"C","Jordan Hill","IND","MIL","0.894792","21.9","19.93","4800"
"PG","George Hill","IND","MIL","0.798455","35.9","32.24","6300"
"SG","Solomon Hill","IND","MIL","0.70191","2","1.33","3500"
"SG","Justin Holiday","ATL","CLE","0.786476","17.9","11.81","3500"
"PF","Richaun Holmes","PHI","MIA","0.851345","0","0","3700"
"C","Al Horford","ATL","CLE","0.848889","33.4","33.8","7500"
"PF","Kris Humphries","WSH","DET","0.954125","21.7","16.74","4000"
"SF","Damien Inglis","MIL","IND","0.713576","0","0","3500"
"PG","Pierre Jackson","PHI","MIA","0.751174","1.5","0.91","0"
"SF","LeBron James","CLE","ATL","0.693814","36.9","41.65","10100"
"SF","Richard Jefferson","CLE","ATL","0.693814","23.3","13.41","3500"
"PG","Tyler Johnson","MIA","PHI","0.908333","24.7","17.5","4000"
"SF","James Jones","CLE","ATL","0.693814","2.5","1.49","3500"
"C","Sasha Kaun","CLE","ATL","1.09111","0.1","0","3500"
"SG","Kyle Korver","ATL","CLE","0.786476","32.5","20.47","4800"
"C","Kosta Koufos","SAC","ORL","0.97908","23.4","19.36","3800"
"SF","Kawhi Leonard","SA","MEM","0.766955","35","33.72","8600"
"C","Robin Lopez","NY","HOU","1.02854","25.5","20.89","4400"
"PF","Kevin Love","CLE","ATL","0.881122","34.9","33.08","7900"
"PG","Shelvin Mack","ATL","CLE","0.761649","2","1.34","3600"
"C","Ian Mahinmi","IND","MIL","0.894792","27.6","19.61","4800"
"C","Boban Marjanovic","SA","MEM","0.847372","0","0","3500"
"SG","O.J. Mayo","MIL","IND","0.802273","15.2","10.96","3700"
"PG","Ray McCallum","SA","MEM","0.924872","1.7","1.14","3500"
"PG","T.J. McConnell","PHI","MIA","0.751174","30.5","23.38","5100"
"SG","Ben McLemore","SAC","ORL","0.709618","25.9","16.15","3700"
"PF","Josh McRoberts","MIA","PHI","1.04796","1.5","0.71","3500"
"SF","Khris Middleton","MIL","IND","0.713576","34.2","21.14","5600"
"SF","C.J. Miles","IND","MIL","0.838108","27.8","18.71","4800"
"PG","Patrick Mills","SA","MEM","0.924872","21.8","13.51","3900"
"PF","Paul Millsap","ATL","CLE","0.789236","34.8","35.06","8500"
"C","Greg Monroe","MIL","IND","0.969201","34","32.47","7700"
"C","Timofey Mozgov","CLE","ATL","1.09111","0","0","4000"
"PF","Mike Muscala","ATL","CLE","0.789236","1.9","1.11","3500"
"PG","Shabazz Napier","ORL","SAC","0.870191","13.2","9.22","3500"
"SG","Gary Neal","WSH","DET","0.797784","18.2","13.04","3500"
"PF","Andrew Nicholson","ORL","SAC","1.02144","3","2.56","3500"
"PF","Nerlens Noel","PHI","MIA","0.851345","28.1","24.76","6700"
"C","Jahlil Okafor","PHI","MIA","0.905875","32.5","26.65","6500"
"SG","Victor Oladipo","ORL","SAC","0.83276","35.8","33.42","7500"
"C","Kyle O'Quinn","NY","HOU","1.02854","7.6","6.1","3800"
"SF","Kelly Oubre","WSH","DET","0.648125","11.6","7.03","3500"
"PF","Jabari Parker","MIL","IND","0.838368","26.1","15.68","5500"
"PG","Tony Parker","SA","MEM","0.924872","30","24.22","5200"
"PG","Elfrid Payton","ORL","SAC","0.870191","33.8","29.52","6900"
"C","Miles Plumlee","MIL","IND","0.969201","6.6","4.52","3500"
"SF","Otto Porter","WSH","DET","0.648125","33.6","21.14","5700"
"PF","Kristaps Porzingis","NY","HOU","1.0296","27.8","22.47","6000"
"SG","Josh Richardson","MIA","PHI","0.675833","4.5","2.99","3500"
"SF","Glenn Robinson III","IND","MIL","0.838108","9.9","5.88","3500"
"PG","Rajon Rondo","SAC","ORL","0.979878","37.6","35.95","8000"
"SF","JaKarr Sampson","PHI","MIA","0.823523","6.9","4.76","3500"
"PG","Dennis Schroder","ATL","CLE","0.761649","25.4","21.95","5100"
"SF","Mike Scott","ATL","CLE","0.757795","5.8","3.75","3500"
"SF","Thabo Sefolosha","ATL","CLE","0.757795","20.8","14.83","3800"
"PF","Kevin Seraphin","NY","HOU","1.0296","12.4","10.31","3800"
"PG","Ramon Sessions","WSH","DET","0.776496","14.5","11.15","3900"
"SG","J.R. Smith","CLE","ATL","0.805122","33.8","24.81","5000"
"PF","Jason Smith","ORL","SAC","1.02144","4.3","3.3","3600"
"C","Tiago Splitter","ATL","CLE","0.848889","19.8","16.49","3500"
"SG","Nik Stauskas","PHI","MIA","0.673437","28.2","16.44","4000"
"PF","Jarnell Stokes","MIA","PHI","1.04796","0","0","3500"
"PF","Amar'e Stoudemire","MIA","PHI","1.04796","5.4","4.51","3800"
"SG","Rodney Stuckey","IND","MIL","0.70191","21.8","16.76","4700"
"C","Walter Tavares","ATL","CLE","0.848889","1.4","0.91","3500"
"PG","Jeff Teague","ATL","CLE","0.761649","30.7","28.08","7200"
"PG","Garrett Temple","WSH","DET","0.776496","5.7","3.47","3600"
"SF","Lance Thomas","NY","HOU","0.880545","15.1","6.79","3500"
"PF","Tristan Thompson","CLE","ATL","0.881122","30.1","24.45","5300"
"SF","Hollis Thompson","PHI","MIA","0.823523","26.6","16.44","3800"
"PF","Myles Turner","IND","MIL","0.983385","0","0","3500"
"PG","Beno Udrih","MIA","PHI","0.908333","1.7","1.27","3500"
"C","Anderson Varejao","CLE","ATL","1.09111","15.7","11.75","3500"
"PG","Greivis Vasquez","MIL","IND","0.744358","16","12.12","4000"
"SG","Rashad Vaughn","MIL","IND","0.802273","2.5","1.53","3500"
"C","Nikola Vucevic","ORL","SAC","1.04816","33.4","34.8","7500"
"SG","Sasha Vujacic","NY","HOU","0.79516","5.2","3.21","3500"
"SG","Dwyane Wade","MIA","PHI","0.675833","31.1","29.28","7000"
"PG","John Wall","WSH","DET","0.776496","33.5","31.17","9100"
"PG","C.J. Watson","ORL","SAC","0.870191","2.9","1.76","3600"
"PF","David West","SA","MEM","0.971699","12.2","8.66","3900"
"C","Hassan Whiteside","MIA","PHI","1.05503","31","31.04","8500"
"C","Shayne Whittington","IND","MIL","0.894792","0","0","3500"
"PG","Mo Williams","CLE","ATL","0.860737","0","0","6200"
"PF","Derrick Williams","NY","HOU","1.0296","9.6","7.27","3500"
"SF","Justise Winslow","MIA","PHI","0.97742","28.4","19.8","3600"
"PF","Christian Wood","PHI","MIA","0.851345","1.1","0.76","3700"
"PG","Tony Wroten","PHI","MIA","0.751174","0","0","0"
"SG","Joseph Young","IND","MIL","0.70191","4.5","2.86","3500"
