name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"C","Steven Adams","OKC","PHI","1.09259","25.5","22.67","4300"
"SG","Jordan Adams","MEM","POR","0.824653","2.8","2.01","3500"
"SG","Arron Afflalo","NY","CLE","0.784115","29.7","20.51","4600"
"C","Alexis Ajinca","NO","TOR","1.05785","14.4","13.19","3500"
"PF","Lavoy Allen","IND","MIN","0.965651","17.7","14.77","3500"
"SG","Tony Allen","MEM","POR","0.824653","21.1","14.87","4500"
"SF","Al-Farouq Aminu","POR","MEM","0.840394","31.8","25.58","5800"
"PF","Louis Amundson","NY","CLE","0.810677","2.8","2.09","3600"
"PF","Ryan Anderson","NO","TOR","0.86987","34.8","29.4","6200"
"SF","Justin Anderson","DAL","LAL","0.821432","8.6","6.79","3500"
"SF","Carmelo Anthony","NY","CLE","0.801354","33.4","29.2","9400"
"SF","Trevor Ariza","HOU","DEN","0.684107","32.7","23.33","5700"
"PF","Darrell Arthur","DEN","HOU","1.14807","14.5","8.97","3500"
"C","Omer Asik","NO","TOR","1.05785","22.3","17.11","3900"
"PG","D.J. Augustin","OKC","PHI","0.954141","16.7","12.47","3500"
"SF","Luke Babbitt","NO","TOR","0.766597","25.5","16.08","3500"
"C","Andrea Bargnani","BKN","SAC","1.08303","20.2","16.96","3500"
"SF","Matt Barnes","MEM","POR","0.61331","25.7","14.42","3600"
"SG","Will Barton","DEN","HOU","0.77638","22.7","18.32","4700"
"PF","Brandon Bass","LAL","DAL","1.10294","16.4","13.01","3600"
"SF","Nicolas Batum","CHA","CHI","0.819323","32.8","23.41","6600"
"SG","Kent Bazemore","ATL","BOS","0.899618","28.9","18.88","5100"
"SG","Marco Belinelli","SAC","BKN","0.86","29.4","20.89","3800"
"PG","Patrick Beverley","HOU","DEN","1.00914","17.9","13.7","3500"
"SF","Nemanja Bjelica","MIN","IND","0.735556","28.3","20.72","4600"
"C","Tarik Black","LAL","DAL","0.914167","10.7","7.94","3600"
"SF","Bojan Bogdanovic","BKN","SAC","0.83794","27.9","17.47","4200"
"PF","Trevor Booker","UTAH","ORL","0.843646","18.8","14.77","3900"
"SG","Avery Bradley","BOS","ATL","0.839417","27.9","20.18","5500"
"SF","Corey Brewer","HOU","DEN","0.684107","19.5","15.04","3700"
"PG","Aaron Brooks","CHI","CHA","0.797474","17.8","14.44","4200"
"SG","Kobe Bryant","LAL","DAL","0.715208","30.5","28.67","7400"
"SF","Chase Budinger","IND","MIN","0.66872","11.2","6.24","3600"
"PG","Trey Burke","UTAH","ORL","0.973449","21.9","16.62","5300"
"SG","Alec Burks","UTAH","ORL","0.713565","32.7","23.01","5500"
"SG","Jimmy Butler","CHI","CHA","0.75401","37.8","35.25","7800"
"SF","Caron Butler","SAC","BKN","0.801953","4.2","2.08","3500"
"PG","Jose Calderon","NY","CLE","0.756406","26.6","18.36","4500"
"PG","Isaiah Canaan","PHI","OKC","0.794792","25.2","18.91","4700"
"C","Clint Capela","HOU","DEN","1.00643","24.6","22.38","4600"
"SF","Omri Casspi","SAC","BKN","0.801953","26.5","21.35","4300"
"C","Willie Cauley-Stein","SAC","BKN","0.988568","21.2","16.4","4600"
"PG","Mario Chalmers","MEM","POR","0.97213","19.7","14.32","3900"
"PG","Jordan Clarkson","LAL","DAL","0.873438","29.1","23.54","5800"
"PF","Nick Collison","OKC","PHI","1.02469","6.7","4.65","3500"
"PG","Mike Conley","MEM","POR","0.97213","33.8","30.74","6400"
"C","DeMarcus Cousins","SAC","BKN","0.988568","35.9","41.43","10200"
"SG","Allen Crabbe","POR","MEM","0.697824","20.9","10.66","3600"
"SF","Jae Crowder","BOS","ATL","0.6935","29.8","21.33","4800"
"PF","Dante Cunningham","NO","TOR","0.86987","20.4","11.49","3600"
"SG","Troy Daniels","CHA","CHI","0.730911","3.1","2.18","3500"
"PF","Ed Davis","POR","MEM","1.00227","23.2","20.02","4700"
"C","Gorgui Dieng","MIN","IND","0.989213","18.7","14.67","4100"
"SG","Wayne Ellington","BKN","SAC","0.836875","12.7","7.46","3500"
"SG","Monta Ellis","IND","MIN","0.768568","34.5","29.87","6400"
"PF","Jeremy Evans","DAL","LAL","1.07229","7.5","5.99","3500"
"PF","Kenneth Faried","DEN","HOU","1.14807","30.9","28.43","7000"
"PF","Derrick Favors","UTAH","ORL","0.843646","33.1","35.66","7800"
"C","Cristiano Felicio","CHI","CHA","0.918411","3.2","1.85","3500"
"PG","Raymond Felton","DAL","LAL","0.916979","21","15.35","3500"
"SG","Randy Foye","DEN","HOU","0.77638","16","10.32","3500"
"SF","Danilo Gallinari","DEN","HOU","0.909974","32","25.87","6500"
"SG","Langston Galloway","NY","CLE","0.784115","28.7","22.11","4600"
"PF","Kevin Garnett","MIN","IND","0.853958","16.3","13.16","3700"
"PF","Pau Gasol","CHI","CHA","1.02948","33.3","35.99","8000"
"C","Marc Gasol","MEM","POR","1.09708","34.7","37.35","7300"
"SF","Rudy Gay","SAC","BKN","0.801953","34.8","33.05","7500"
"SF","Alonzo Gee","NO","TOR","0.766597","3.3","2.08","3500"
"SF","Paul George","IND","MIN","0.66872","35","34.69","9100"
"PF","Taj Gibson","CHI","CHA","1.02948","22.7","16.36","4300"
"SG","Eric Gordon","NO","TOR","0.784907","34.5","26.49","5800"
"PG","Jerian Grant","NY","CLE","0.756406","19.3","12.68","4000"
"PF","Jerami Grant","PHI","OKC","0.917813","23.9","19.29","4400"
"SF","Jeff Green","MEM","POR","0.61331","21.1","13.84","3600"
"PF","JaMychal Green","MEM","POR","0.873634","1.8","1.4","3600"
"SF","P.J. Hairston","CHA","CHI","0.819323","22.1","13.2","3500"
"SG","James Harden","HOU","DEN","0.886328","34.8","42.01","10000"
"SF","Maurice Harkless","POR","MEM","0.840394","22","13.13","3500"
"PF","Montrezl Harrell","HOU","DEN","0.858984","7.5","6.4","3500"
"SG","Devin Harris","DAL","LAL","0.74974","24","19.21","4000"
"SG","Gary Harris","DEN","HOU","0.77638","25.3","18.55","3800"
"C","Spencer Hawes","CHA","CHI","1.12195","16.1","8.65","3500"
"SF","Gordon Hayward","UTAH","ORL","0.72169","34.3","31.52","6600"
"SG","Gerald Henderson","POR","MEM","0.697824","14.4","9.06","5000"
"C","Roy Hibbert","LAL","DAL","0.914167","28","25.09","5300"
"PF","J.J. Hickson","DEN","HOU","1.14807","24.9","20.63","4400"
"C","Jordan Hill","IND","MIN","0.828307","23.5","21.81","4900"
"PG","George Hill","IND","MIN","0.829661","35.7","34.78","6500"
"SG","Kirk Hinrich","CHI","CHA","0.75401","4.6","2.6","3500"
"PG","Jrue Holiday","NO","TOR","0.730532","25.5","22.06","5800"
"SG","Justin Holiday","ATL","BOS","0.899618","2.5","1.54","3500"
"SF","Rondae Hollis-Jefferson","BKN","SAC","0.83794","26","19.32","3500"
"SG","Rodney Hood","UTAH","ORL","0.713565","27.9","19.53","4500"
"C","Al Horford","ATL","BOS","0.958304","34.3","38.14","7700"
"C","Dwight Howard","HOU","DEN","1.00643","33.7","37.13","8400"
"PG","Marcelo Huertas","LAL","DAL","0.873438","2.9","1.78","3500"
"PF","Serge Ibaka","OKC","PHI","1.02469","35.9","33.83","6900"
"SF","Joe Ingles","UTAH","ORL","0.72169","14.8","10.31","3500"
"PG","Jarrett Jack","BKN","SAC","0.814144","33.4","28.94","6100"
"C","Al Jefferson","CHA","CHI","1.12195","31.1","29.45","6700"
"PF","Jonas Jerebko","BOS","ATL","0.896042","13.2","8.96","3500"
"SG","Joe Johnson","BKN","SAC","0.836875","34","25.9","6400"
"C","Amir Johnson","BOS","ATL","1.05277","18.5","15.04","4700"
"SG","Chris Johnson","UTAH","ORL","0.713565","2.9","1.73","3500"
"C","Nikola Jokic","DEN","HOU","1","18.8","14.1","3600"
"PF","Terrence Jones","HOU","DEN","0.858984","26.2","23.11","5400"
"C","Chris Kaman","POR","MEM","0.830671","7.8","6.13","3900"
"PF","Frank Kaminsky","CHA","CHI","0.777578","2.3","1.51","3500"
"C","Enes Kanter","OKC","PHI","1.09259","26.8","25.2","6300"
"SG","Sean Kilpatrick","NO","TOR","0.784907","2.8","1.44","0"
"SG","Kyle Korver","ATL","BOS","0.899618","32.2","24.01","5000"
"C","Kosta Koufos","SAC","BKN","0.988568","23.4","18.3","4100"
"SG","Jeremy Lamb","CHA","CHI","0.730911","25.6","18.31","4300"
"PG","Shane Larkin","BKN","SAC","0.814144","18.4","13.6","4100"
"SG","Zach LaVine","MIN","IND","0.819818","21.4","17.14","5600"
"PG","Ty Lawson","HOU","DEN","1.00914","35.3","30.51","6500"
"PF","David Lee","BOS","ATL","0.896042","19.9","16.98","5000"
"SG","Courtney Lee","MEM","POR","0.824653","30.8","18.86","4100"
"PG","Damian Lillard","POR","MEM","0.92206","38.5","34.13","9300"
"PG","Jeremy Lin","CHA","CHI","0.902604","23.9","19.84","4900"
"C","Brook Lopez","BKN","SAC","1.08303","32.6","34.82","8000"
"C","Robin Lopez","NY","CLE","0.816042","30.3","24.52","4800"
"PF","Trey Lyles","UTAH","ORL","0.843646","7.1","5.53","3500"
"PG","Shelvin Mack","ATL","BOS","0.682768","1.9","1.04","3500"
"C","Ian Mahinmi","IND","MIN","0.828307","25.5","22.51","4500"
"SG","Kevin Martin","MIN","IND","0.819818","30.8","23.14","5000"
"SG","Wesley Matthews","DAL","LAL","0.74974","31.5","22.63","5200"
"SG","C.J. McCollum","POR","MEM","0.697824","35.2","24.2","6400"
"PG","T.J. McConnell","PHI","OKC","0.794792","31.5","26.93","5000"
"SF","Doug McDermott","CHI","CHA","0.734245","23.7","13.2","3800"
"PF","Mitch McGary","OKC","PHI","1.02469","14.2","11.96","3500"
"C","JaVale McGee","DAL","LAL","1.09839","2.1","1.65","3700"
"SG","Ben McLemore","SAC","BKN","0.86","15.9","9.24","3500"
"SF","C.J. Miles","IND","MIN","0.66872","29.9","24.21","4700"
"PG","Andre Miller","MIN","IND","0.709282","5","4.58","3500"
"PF","Paul Millsap","ATL","BOS","0.869524","34.5","36.08","8500"
"SF","Nikola Mirotic","CHI","CHA","0.734245","28.2","25.04","5800"
"PG","E'Twaun Moore","CHI","CHA","0.797474","15.5","7.71","3500"
"SG","Anthony Morrow","OKC","PHI","0.650573","19.3","13.16","3500"
"PG","Emmanuel Mudiay","DEN","HOU","0.926667","32.2","28.44","6000"
"SF","Shabazz Muhammad","MIN","IND","0.735556","19.1","14.99","3500"
