name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Mike Muscala","ATL","BOS","0.869524","2.8","2.51","3500"
"PF","Larry Nance Jr.","LAL","DAL","1.10294","17","12.62","3600"
"PG","Jameer Nelson","DEN","HOU","0.926667","21.6","16.96","4500"
"PG","Raul Neto","UTAH","ORL","0.973449","14.3","10.04","3500"
"C","Joakim Noah","CHI","CHA","0.918411","22.3","17.36","4400"
"PF","Nerlens Noel","PHI","OKC","0.917813","34.4","30.17","7400"
"PF","Dirk Nowitzki","DAL","LAL","1.07229","29.9","28.38","6700"
"C","Jahlil Okafor","PHI","OKC","0.858073","31.7","27.37","6700"
"C","Kelly Olynyk","BOS","ATL","1.05277","17.3","16.03","3500"
"C","Kyle O'Quinn","NY","CLE","0.816042","16.8","12.19","4400"
"C","Zaza Pachulia","DAL","LAL","1.09839","27.9","25.24","5500"
"PF","Adreian Payne","MIN","IND","0.853958","8.3","6.22","3600"
"C","Tibor Pleiss","UTAH","ORL","0.944352","3.2","2.86","3500"
"C","Mason Plumlee","POR","MEM","0.830671","30.1","25.24","5600"
"PF","Bobby Portis","CHI","CHA","1.02948","2.2","1.63","3500"
"PF","Kristaps Porzingis","NY","CLE","0.810677","25.7","17.98","5600"
"PF","Dwight Powell","DAL","LAL","1.07229","24.1","17.26","4500"
"SF","Tayshaun Prince","MIN","IND","0.735556","19.2","10.8","3500"
"PF","Julius Randle","LAL","DAL","1.10294","32","26.58","5900"
"PF","Zach Randolph","MEM","POR","0.873634","32.5","30.94","7000"
"SG","Andre Roberson","OKC","PHI","0.650573","22.5","16.28","3500"
"PG","Brian Roberts","CHA","CHI","0.902604","3.5","2.21","3500"
"PF","Thomas Robinson","BKN","SAC","0.967801","13.8","12.28","4000"
"PG","Rajon Rondo","SAC","BKN","0.863177","38.1","33.71","6800"
"PG","Derrick Rose","CHI","CHA","0.797474","33.4","29.41","6900"
"PG","Terry Rozier","BOS","ATL","0.828104","2.8","1.95","3500"
"PG","D'Angelo Russell","LAL","DAL","0.873438","25.8","19.57","5100"
"SF","JaKarr Sampson","PHI","OKC","0.747109","15.1","10.95","3600"
"PG","Dennis Schroder","ATL","BOS","0.682768","25.7","23.61","4600"
"SF","Mike Scott","ATL","BOS","0.801786","9","6.51","3500"
"SF","Thabo Sefolosha","ATL","BOS","0.801786","17.7","12.73","3900"
"PF","Kevin Seraphin","NY","CLE","0.810677","10.3","7.32","3500"
"SF","Kyle Singler","OKC","PHI","0.940964","22.9","13.35","3500"
"PG","Donald Sloan","BKN","SAC","0.814144","2.3","1.61","3500"
"PG","Marcus Smart","BOS","ATL","0.828104","29.5","18.94","5600"
"PG","Russ Smith","MEM","POR","0.97213","2","1.49","3500"
"SG","Tony Snell","CHI","CHA","0.75401","19.3","10.82","3700"
"C","Tiago Splitter","ATL","BOS","0.958304","19.4","17.34","3900"
"SG","Nik Stauskas","PHI","OKC","0.889245","35.1","22.75","4300"
"PF","Jared Sullinger","BOS","ATL","0.896042","26.6","25.13","5500"
"PG","Jeff Teague","ATL","BOS","0.682768","31.9","34.08","7600"
"PG","Jason Terry","HOU","DEN","1.00914","3.1","2.18","3500"
"PG","Isaiah Thomas","BOS","ATL","0.828104","30.8","30.57","6900"
"SF","Lance Thomas","NY","CLE","0.801354","17.9","9.7","3500"
"SF","Hollis Thompson","PHI","OKC","0.747109","26.9","18.14","3800"
"SG","Marcus Thornton","HOU","DEN","0.886328","33.2","28.05","4800"
"C","Karl-Anthony Towns","MIN","IND","0.989213","32","25.9","7100"
"SF","Evan Turner","BOS","ATL","0.6935","24.7","18.91","6000"
"PF","Charlie Villanueva","DAL","LAL","1.07229","9.1","9.26","3700"
"SG","Sasha Vujacic","NY","CLE","0.784115","5.1","3.36","3500"
"SG","Dion Waiters","OKC","PHI","0.650573","25.8","19.19","4800"
"PG","Kemba Walker","CHA","CHI","0.902604","37.5","33.17","6800"
"SF","Andrew Wiggins","MIN","IND","0.735556","38","26.91","7200"
"PF","Derrick Williams","NY","CLE","0.810677","14.7","10.55","3600"
"PF","Marvin Williams","CHA","CHI","0.777578","30.2","19.57","5100"
"PG","Deron Williams","DAL","LAL","0.916979","30.3","26.73","6400"
"SG","Louis Williams","LAL","DAL","0.715208","29","26.57","5200"
"C","Jeff Withey","UTAH","ORL","0.944352","8","6.41","3500"
"PF","Christian Wood","PHI","OKC","0.917813","12.4","9.31","3500"
"SF","Metta World Peace","LAL","DAL","0.643333","15.6","10.47","3700"
"C","Brandan Wright","MEM","POR","1.09708","18","14.06","3700"
"PF","Thaddeus Young","BKN","SAC","0.967801","31","25.69","5700"
"SG","Nick Young","LAL","DAL","0.715208","15.8","11.89","3700"
"C","Tyler Zeller","BOS","ATL","1.05277","6.1","4.6","4000"
"PF","Cody Zeller","CHA","CHI","0.777578","26.4","20.03","4200"
