name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SF","James Ennis","MIA","TOR","0.771736","2.8","1.48","3500"
"PG","Tim Frazier","POR","DET","0.73625","2.5","1.56","3500"
"SG","Langston Galloway","NY","LAL","0.639375","28.9","20.54","4900"
"SF","Paul George","IND","CLE","0.681389","38.5","33.12","8900"
"PG","Archie Goodwin","PHX","OKC","0.807257","2.8","2.03","3500"
"SG","Danny Granger","DET","POR","0.797569","2.6","1.18","0"
"PG","Jerian Grant","NY","LAL","1.00454","21.7","18.16","4200"
"SG","Gerald Green","MIA","TOR","0.755167","27.3","23.15","3600"
"SF","Maurice Harkless","POR","DET","0.678073","24.9","15.44","3800"
"SG","Joe Harris","CLE","IND","0.724792","2.1","0.89","3500"
"PF","Udonis Haslem","MIA","TOR","0.79059","16.7","12.02","3500"
"SG","Gerald Henderson","POR","DET","0.727875","0","0","5100"
"C","Jordan Hill","IND","CLE","0.902639","27.5","24.53","4700"
"PG","George Hill","IND","CLE","0.727604","36.8","27.93","6300"
"SG","Solomon Hill","IND","CLE","0.748792","27.8","19.18","3500"
"SG","Darrun Hilliard","DET","POR","0.797569","3.2","2.57","3500"
"PF","Ersan Ilyasova","DET","POR","0.847257","27.2","20.51","4600"
"PG","Reggie Jackson","DET","POR","0.951285","28.2","26.33","8100"
"SF","LeBron James","CLE","IND","0.805764","34.7","36.74","10300"
"SF","Richard Jefferson","CLE","IND","0.805764","22","11.51","3600"
"PF","Cory Jefferson","PHX","OKC","0.904861","3.2","2.83","3500"
"SF","James Johnson","TOR","MIA","0.8185","19.9","17.71","3500"
"SF","Stanley Johnson","DET","POR","0.592882","8.9","5.78","3900"
"PG","Tyler Johnson","MIA","TOR","0.813681","18.1","12.11","3700"
"SF","James Jones","CLE","IND","0.805764","1.9","0.87","3500"
"PG","Cory Joseph","TOR","MIA","0.72","24.8","17.72","3800"
"C","Chris Kaman","POR","DET","0.779625","15.9","12.49","4200"
"C","Sasha Kaun","CLE","IND","1.15403","1.5","1.11","3500"
"PG","Brandon Knight","PHX","OKC","0.807257","34.9","34.33","7000"
"C","Alex Len","PHX","OKC","0.922208","15.3","13.85","4000"
"C","Meyers Leonard","POR","DET","0.779625","24.7","19.25","4300"
"PF","Jon Leuer","PHX","OKC","0.904861","3.3","2.56","3500"
"PG","Damian Lillard","POR","DET","0.73625","36.4","37.89","8900"
"C","Robin Lopez","NY","LAL","1.1675","26.6","25.56","4200"
"PF","Kevin Love","CLE","IND","0.678958","34.5","34.73","7600"
"PG","Kyle Lowry","TOR","MIA","0.72","35.5","37.3","7800"
"C","Ian Mahinmi","IND","CLE","0.902639","25.6","18.71","4500"
"SG","Cartier Martin","DET","POR","0.797569","2.5","0.89","0"
"SG","C.J. McCollum","POR","DET","0.727875","32.7","22.76","6500"
"PF","Josh McRoberts","MIA","TOR","0.79059","2.4","1.42","3500"
"SG","Jodie Meeks","DET","POR","0.797569","0","0","3600"
"SF","C.J. Miles","IND","CLE","0.681389","28","20.88","4700"
"SF","Luis Montero","POR","DET","0.678073","3.8","2.44","3500"
"PF","Markieff Morris","PHX","OKC","0.904861","29.1","27.32","5800"
"SF","Marcus Morris","DET","POR","0.592882","28","18.88","6000"
"C","Timofey Mozgov","CLE","IND","1.15403","25.3","19.69","4400"
"C","Lucas Nogueira","TOR","MIA","0.858333","0.1","0","3500"
"C","Kyle O'Quinn","NY","LAL","1.1675","18.8","16.15","4600"
"PF","Patrick Patterson","TOR","MIA","0.898681","23.6","16.95","3800"
"C","Mason Plumlee","POR","DET","0.779625","28.8","28.1","5400"
"PF","Kristaps Porzingis","NY","LAL","0.995542","21.7","19.08","5200"
"SG","Norman Powell","TOR","MIA","0.657569","1","0.54","3500"
"PG","Ronnie Price","PHX","OKC","0.807257","2.7","1.76","3500"
"SG","Josh Richardson","MIA","TOR","0.755167","2.1","1.13","3500"
"SF","Glenn Robinson III","IND","CLE","0.681389","2.4","1.53","3500"
"SG","Terrence Ross","TOR","MIA","0.657569","18.9","11.17","3500"
"PF","Luis Scola","TOR","MIA","0.898681","25.9","23.85","4400"
"PF","Kevin Seraphin","NY","LAL","0.995542","19.1","15.82","3500"
"SG","J.R. Smith","CLE","IND","0.724792","0","0","5400"
"PF","Amar'e Stoudemire","MIA","TOR","0.79059","1.3","0.91","3900"
"SG","Rodney Stuckey","IND","CLE","0.748792","29.5","23.41","4500"
"PF","Mirza Teletovic","PHX","OKC","0.904861","7","5.14","3500"
"SF","Lance Thomas","NY","LAL","0.994583","2.7","1.43","3500"
"PF","Tristan Thompson","CLE","IND","0.678958","27.1","19.93","5100"
"PF","Anthony Tolliver","DET","POR","0.847257","24.6","13.36","3700"
"SF","P.J. Tucker","PHX","OKC","0.846667","24.2","16.54","4300"
"PF","Myles Turner","IND","CLE","0.750208","11.2","8.61","3500"
"C","Jonas Valanciunas","TOR","MIA","0.858333","28.6","25.12","6300"
"C","Anderson Varejao","CLE","IND","1.15403","11.3","9.1","3500"
"PF","Noah Vonleh","POR","DET","0.878083","2.1","1.47","3500"
"SG","Sasha Vujacic","NY","LAL","0.639375","25.4","19.24","3500"
"SG","Dwyane Wade","MIA","TOR","0.755167","33.8","33.02","7000"
"SF","T.J. Warren","PHX","OKC","0.846667","24.3","17.84","3700"
"C","Hassan Whiteside","MIA","TOR","0.925","30.9","28.58","7900"
"C","Shayne Whittington","IND","CLE","0.902639","1.3","1.01","3500"
"PG","Mo Williams","CLE","IND","0.762222","28.8","24.97","5800"
"PF","Derrick Williams","NY","LAL","0.995542","21.4","14","4200"
"SF","Justise Winslow","MIA","TOR","0.771736","32","22.34","3800"
"PG","Delon Wright","TOR","MIA","0.72","1.6","1.21","3500"
"SG","Joseph Young","IND","CLE","0.748792","2","1.21","3500"
