pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"SF","Al-Farouq Aminu","2015-11-22","POR","LAL","6000","27.11","35","19.3","21.85","32.37","27.11"
"C","Alex Len","2015-11-22","PHO","NOP","4000","13.91","23.9","5.8","7.3","20.51","13.905"
"C","Alexis Ajinca","2015-11-22","NOP","PHO","3600","11.28","28.5","-1.8","3.67","18.9","11.285"
"SG","Allen Crabbe","2015-11-22","POR","LAL","3500","12.72","24","4.6","6.51","18.94","12.725"
"SF","Alonzo Gee","2015-11-22","NOP","PHO","3500","9.17","18.5","1.2","4.19","14.15","9.17"
"C","Amir Johnson","2015-11-22","BOS","BKN","5000","20.02","45.6","6.3","9.84","30.2","20.02"
"SF","Andre Iguodala","2015-11-22","GSW","DEN","4700","22.49","34.2","13.5","17.11","27.88","22.495"
"SG","Andre Roberson","2015-11-22","OKC","DAL","3500","11.73","20.9","0.4","5.9","17.55","11.725"
"C","Andrea Bargnani","2015-11-22","BKN","BOS","3500","8.13","28.4","-1","1.11","15.16","8.135"
"C","Andrew Bogut","2015-11-22","GSW","DEN","4800","22.03","45.6","6.2","10.63","33.42","22.025"
"PF","Anthony Bennett","2015-11-22","TOR","LAC","3500","4.23","7.2","0.2","1.93","6.54","4.235"
"SF","Anthony Brown","2015-11-22","LAL","POR","3500","3.5","5","2","2","5","3.5"
"PF","Anthony Davis","2015-11-22","NOP","PHO","10800","41.33","72.5","3.9","23.9","58.76","41.33"
"SG","Anthony Morrow","2015-11-22","OKC","DAL","3500","8.78","15.2","1","4.53","13.03","8.78"
"PG","Archie Goodwin","2015-11-22","PHO","NOP","3500","10.07","22.2","1","1.6","18.55","10.075"
"PG","Austin Rivers","2015-11-22","LAC","TOR","3800","14.44","30.7","-2","7.13","21.75","14.44"
"SG","Avery Bradley","2015-11-22","BOS","BKN","5800","22.34","35.7","7.1","12.66","32.03","22.345"
"C","Bismack Biyombo","2015-11-22","TOR","LAC","3500","13.15","28","4.4","7.17","19.14","13.155"
"PF","Blake Griffin","2015-11-22","LAC","TOR","9600","43.93","61.1","22.6","33.91","53.94","43.925"
"SF","Bojan Bogdanovic","2015-11-22","BKN","BOS","3700","14.95","36.3","4.8","6.68","23.21","14.945"
"PF","Brandon Bass","2015-11-22","LAL","POR","3700","12.36","24.5","3.2","6.58","18.14","12.36"
"PG","Brandon Knight","2015-11-22","PHO","NOP","8000","35.78","70.5","10.2","19.03","52.54","35.785"
"SG","Brandon Rush","2015-11-22","GSW","DEN","3500","9.48","16.8","2.7","4.18","14.78","9.48"
"C","Brook Lopez","2015-11-22","BKN","BOS","8000","34.57","44.7","23.4","27.49","41.65","34.57"
"SG","C.J. McCollum","2015-11-22","POR","LAL","6400","29.12","47.7","21.2","22.2","36.04","29.12"
"PG","Cameron Payne","2015-11-22","OKC","DAL","3500","3.43","6.5","-1","0.66","6.19","3.425"
"SF","Chandler Parsons","2015-11-22","DAL","OKC","4900","12.69","30.5","5.2","5.95","19.43","12.69"
"PF","Charlie Villanueva","2015-11-22","DAL","OKC","3500","14.1","30.5","6.4","5.67","22.53","14.1"
"C","Chris Kaman","2015-11-22","POR","LAL","3700","11.3","14.3","8.3","8.3","14.3","11.3"
"PG","Chris Paul","2015-11-22","LAC","TOR","8900","33.58","54.8","22.1","22.45","44.7","33.575"
"PF","Cliff Alexander","2015-11-22","POR","LAL","3500","2.8","4.4","2","1.67","3.93","2.8"
"C","Cole Aldrich","2015-11-22","LAC","TOR","3500","3.9","6.8","1","1","6.8","3.9"
"PF","Cory Jefferson","2015-11-22","PHO","NOP","3500","4.4","4.4","4.4","4.4","4.4","4.4"
"PG","Cory Joseph","2015-11-22","TOR","LAC","4400","18.38","32.2","3.9","10.38","26.39","18.385"
"PG","D'Angelo Russell","2015-11-22","LAL","POR","5100","20.44","28","7.6","14.6","26.28","20.44"
"PG","D.J. Augustin","2015-11-22","OKC","DAL","3500","12.38","21.9","0.5","5.87","18.88","12.375"
"PG","Damian Lillard","2015-11-22","POR","LAL","9000","39.41","50.9","27.1","32.4","46.41","39.405"
"SF","Danilo Gallinari","2015-11-22","DEN","GSW","7000","29.68","50.6","12.9","18.64","40.73","29.685"
"PF","Dante Cunningham","2015-11-22","NOP","PHO","3700","13.02","26","5.6","7.35","18.7","13.025"
"PF","Darrell Arthur","2015-11-22","DEN","GSW","3500","11.74","17.8","5.2","8.4","15.09","11.745"
"PF","David Lee","2015-11-22","BOS","BKN","4200","15.08","26.5","3.6","8.24","21.93","15.085"
"C","DeAndre Jordan","2015-11-22","LAC","TOR","7400","31.78","53.1","22.2","23.75","39.8","31.775"
"PG","Delon Wright","2015-11-22","TOR","LAC","3500","1.27","2.4","0.2","0.37","2.17","1.27"
"SG","DeMar DeRozan","2015-11-22","TOR","LAC","7600","32.3","42","15.7","23.52","41.08","32.3"
"SF","DeMarre Carroll","2015-11-22","TOR","LAC","5900","23.03","33.4","12.2","15.5","30.56","23.03"
"PG","Deron Williams","2015-11-22","DAL","OKC","6600","26.88","45.2","13.5","19.66","34.09","26.875"
"SG","Devin Booker","2015-11-22","PHO","NOP","3500","5.77","19.6","-1","-0.31","11.85","5.77"
"SG","Devin Harris","2015-11-22","DAL","OKC","3900","16.78","24.8","1.7","10.49","23.07","16.78"
"SG","Dion Waiters","2015-11-22","OKC","DAL","4600","19.08","30","10.5","12.99","25.16","19.075"
"PF","Dirk Nowitzki","2015-11-22","DAL","OKC","6700","30.18","43.7","17.5","23.45","36.91","30.18"
"PG","Donald Sloan","2015-11-22","BKN","BOS","3500","3.7","6.4","1","1","6.4","3.7"
"PF","Draymond Green","2015-11-22","GSW","DEN","7800","34.48","56.6","20.5","23.67","45.29","34.48"
"PF","Dwight Powell","2015-11-22","DAL","OKC","4600","23.25","31.3","15.7","17.66","28.85","23.255"
"PF","Ed Davis","2015-11-22","POR","LAL","4500","18.05","35","2.8","8.87","27.24","18.055"
"PG","Emmanuel Mudiay","2015-11-22","DEN","GSW","6100","26.48","39.1","16.3","19","33.95","26.475"
"C","Enes Kanter","2015-11-22","OKC","DAL","6300","25.3","39.8","17.2","18.89","31.71","25.3"
