pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
SF,JaKarr Sampson,11/16/2015,PHI,DAL,3500,10.12,18.2,1,4.41,15.83,10.12
SF,James Ennis,11/16/2015,MEM,OKC,3500,1.5,1.5,1.5,1.5,1.5,1.5
SG,James Harden,11/16/2015,HOU,BOS,10200,45.85,66.7,31.9,35.9,55.8,45.85
PF,JaMychal Green,11/16/2015,MEM,OKC,3500,14.11,25.4,5.9,7.58,20.64,14.11
PF,Jared Sullinger,11/16/2015,BOS,HOU,5600,27.51,39.1,14.1,20.67,34.35,27.51
PG,Jason Terry,11/16/2015,HOU,BOS,3600,7.61,19.5,2.2,2.27,12.96,7.615
SF,Jeff Green,11/16/2015,MEM,OKC,3800,14.73,28.3,0.4,5.75,23.71,14.73
PF,Jerami Grant,11/16/2015,PHI,DAL,4400,21.27,31.5,10.9,15.77,26.77,21.27
PF,Jeremy Evans,11/16/2015,DAL,PHI,3500,7.79,18.2,0.2,1.84,13.73,7.785
SG,Jimmy Butler,11/16/2015,CHI,IND,7900,34.34,41.2,20.7,27.31,41.38,34.345
C,Joakim Noah,11/16/2015,CHI,IND,4700,19.64,37.6,5,9.59,29.69,19.64
SG,John Jenkins,11/16/2015,DAL,PHI,3500,13,26.7,5.9,3.31,22.69,13
PF,Jon Leuer,11/16/2015,PHO,LAL,3700,15.59,28.9,7.3,8.19,22.99,15.59
PF,Jonas Jerebko,11/16/2015,BOS,HOU,3500,8.79,15.1,3.4,4.65,12.93,8.79
SG,Jonathon Simmons,11/16/2015,SAS,POR,3500,9.4,9.4,9.4,9.4,9.4,9.4
SG,Jordan Adams,11/16/2015,MEM,OKC,3500,8.95,11.9,6,6,11.9,8.95
PG,Jordan Clarkson,11/16/2015,LAL,PHO,6000,22.58,38.6,11.9,13.45,31.71,22.58
C,Jordan Hill,11/16/2015,IND,CHI,4700,20.73,30,11.2,14.57,26.89,20.73
PF,Jordan Mickey,11/16/2015,BOS,HOU,3500,6.05,6.2,5.9,5.9,6.2,6.05
SG,Joseph Young,11/16/2015,IND,CHI,3500,-1,-1,-1,-1,-1,-1
PF,Julius Randle,11/16/2015,LAL,PHO,5800,26.08,54,1.9,13.28,38.87,26.075
SF,Justin Anderson,11/16/2015,DAL,PHI,3500,6.85,15.7,1.2,0.99,12.71,6.85
SF,K.J. McDaniels,11/16/2015,HOU,BOS,3500,5.2,5.2,5.2,5.2,5.2,5.2
SF,Kawhi Leonard,11/16/2015,SAS,POR,8400,37.56,48.6,31.5,31.48,43.64,37.56
C,Kelly Olynyk,11/16/2015,BOS,HOU,3700,16.84,40.4,5.4,5.47,28.21,16.84
SF,Kevin Durant,11/16/2015,OKC,MEM,10300,43.08,64.4,28.2,30.57,55.58,43.075
SG,Kirk Hinrich,11/16/2015,CHI,IND,3500,4,6.5,1.5,1.5,6.5,4
SG,Kobe Bryant,11/16/2015,LAL,PHO,7200,24.67,34.3,19.3,20.24,29.1,24.67
SF,Kyle Anderson,11/16/2015,SAS,POR,3800,9.94,29.9,2.7,1.45,18.44,9.945
SF,Kyle Singler,11/16/2015,OKC,MEM,3500,6.49,12.6,-1,1.75,11.22,6.485
PF,LaMarcus Aldridge,11/16/2015,SAS,POR,8100,30.98,50.3,20.5,21.84,40.11,30.975
PF,Larry Nance,11/16/2015,LAL,PHO,3500,10.78,18.1,8,6.97,14.59,10.78
PF,Lavoy Allen,11/16/2015,IND,CHI,3600,12.57,20.7,2.7,6.5,18.64,12.57
SG,Louis Williams,11/16/2015,LAL,PHO,5100,21.77,41,14.7,14.25,29.28,21.765
SF,Luis Montero,11/16/2015,POR,SAS,3500,1.6,3,0.2,0.2,3,1.6
SG,Manu Ginobili,11/16/2015,SAS,POR,4800,22.15,30.1,9.5,16.11,28.19,22.15
C,Marc Gasol,11/16/2015,MEM,OKC,7500,28.69,43.3,14.4,19.67,37.71,28.69
PG,Marcelo Huertas,11/16/2015,LAL,PHO,3500,9.62,16.1,1.7,5.01,14.22,9.615
PG,Marcus Smart,11/16/2015,BOS,HOU,5300,20.04,32.9,10.1,11.23,28.85,20.04
SG,Marcus Thornton,11/16/2015,HOU,BOS,4500,24.81,45.1,8,14.19,35.44,24.815
PG,Mario Chalmers,11/16/2015,MEM,OKC,4000,16.31,27.4,6.7,9.58,23.05,16.315
PF,Markieff Morris,11/16/2015,PHO,LAL,5500,21.63,29.6,7.2,13.48,29.77,21.625
C,Mason Plumlee,11/16/2015,POR,SAS,5500,24.96,37.2,12.8,17.29,32.63,24.96
SF,Matt Barnes,11/16/2015,MEM,OKC,3500,13.88,23.7,1.2,6.1,21.66,13.88
C,Matt Bonner,11/16/2015,SAS,POR,3500,1.1,1.2,1,1,1.2,1.1
SF,Metta World Peace,11/16/2015,LAL,PHO,3500,14.48,20.5,5.6,9.24,19.72,14.48
C,Meyers Leonard,11/16/2015,POR,SAS,4400,16.94,28.1,4.6,9.25,24.64,16.945
PG,Mike Conley,11/16/2015,MEM,OKC,6300,26.68,37.4,11.9,19.73,33.63,26.68
PF,Mirza Teletovic,11/16/2015,PHO,LAL,3700,10.04,24.3,2,2.95,17.13,10.04
PF,Mitch McGary,11/16/2015,OKC,MEM,3500,3.85,11.3,-2,-0.94,8.64,3.85
SF,Moe Harkless,11/16/2015,POR,SAS,3500,14.27,31,1.5,7,21.54,14.27
SG,Monta Ellis,11/16/2015,IND,CHI,6600,25.49,39.1,11.9,16.91,34.07,25.49
PF,Montrezl Harrell,11/16/2015,HOU,BOS,3500,9.75,22.6,1.2,2.59,16.91,9.75
PF,Myles Turner,11/16/2015,IND,CHI,3500,13.16,18.8,3.4,8.26,18.05,13.155
PF,Nerlens Noel,11/16/2015,PHI,DAL,7000,27.74,46.4,4.8,15.27,40.21,27.74
PF,Nick Collison,11/16/2015,OKC,MEM,3600,6.93,18.6,-1,0.29,13.58,6.935
SG,Nick Young,11/16/2015,LAL,PHO,3600,14.66,29.9,7.6,7.16,22.15,14.655
SG,Nik Stauskas,11/16/2015,PHI,DAL,4000,18.56,31.1,-2,9.86,27.25,18.555
SF,Nikola Mirotic,11/16/2015,CHI,IND,5600,21.3,34.3,6.3,11.1,31.5,21.3
PF,Noah Vonleh,11/16/2015,POR,SAS,3500,6.14,12.7,1,2.73,9.54,6.135
SF,P.J. Tucker,11/16/2015,PHO,LAL,4100,13.56,21,3.2,8.47,18.64,13.555
SG,Pat Connaughton,11/16/2015,POR,SAS,3500,1.73,5,-1,-0.75,4.21,1.73
PG,Patrick Beverley,11/16/2015,HOU,BOS,3500,10.49,20.1,0.5,4.98,15.99,10.485
PG,Patty Mills,11/16/2015,SAS,POR,3600,15.39,29.2,4.7,7.64,23.14,15.39
PF,Pau Gasol,11/16/2015,CHI,IND,8100,33.78,45.8,18.4,25.51,42.05,33.78
SF,Paul George,11/16/2015,IND,CHI,9200,41.46,58.9,20.1,31.51,51.41,41.46
SF,Rasual Butler,11/16/2015,SAS,POR,3500,9.41,17.4,2.2,3.79,15.04,9.415
PG,Ray McCallum,11/16/2015,SAS,POR,3500,4.33,10.6,0.5,0.32,8.33,4.325
PG,Raymond Felton,11/16/2015,DAL,PHI,3800,15.44,31.8,5.4,6.79,24.09,15.44
PF,Richaun Holmes,11/16/2015,PHI,DAL,3700,10.31,19.1,3,4.52,16.11,10.315
SF,Robert Covington,11/16/2015,PHI,DAL,5800,10.4,10.4,10.4,10.4,10.4,10.4
C,Robert Sacre,11/16/2015,LAL,PHO,3500,3.4,3.4,3.4,3.4,3.4,3.4
SG,Rodney Stuckey,11/16/2015,IND,CHI,4700,18.13,30.8,8.7,10.32,25.94,18.13
PG,Ronnie Price,11/16/2015,PHO,LAL,3500,8.34,15.4,-2,1.84,14.83,8.335
C,Roy Hibbert,11/16/2015,LAL,PHO,5400,23.14,37,12.4,14.79,31.49,23.14
PG,Russ Smith,11/16/2015,MEM,OKC,3500,4.56,7.2,2,2.37,6.75,4.56
PG,Russell Westbrook,11/16/2015,OKC,MEM,11400,51.27,71.2,39.8,42.74,59.79,51.265
C,Salah Mejri,11/16/2015,DAL,PHI,3500,3.67,7.6,1.2,0.86,6.48,3.67
SF,Sam Dekker,11/16/2015,HOU,BOS,3500,3.2,3.2,3.2,3.2,3.2,3.2
PF,Serge Ibaka,11/16/2015,OKC,MEM,7100,30.27,41.4,17.5,22.14,38.39,30.265
C,Shayne Whittington,11/16/2015,IND,CHI,3500,-2,-2,-2,-2,-2,-2
SF,Sonny Weems,11/16/2015,PHO,LAL,3500,3.98,8.1,1.4,1.52,6.43,3.975
SF,Steve Novak,11/16/2015,OKC,MEM,3500,4.2,4.2,4.2,4.2,4.2,4.2
C,Steven Adams,11/16/2015,OKC,MEM,4300,17.99,27.6,9.1,11.99,23.99,17.99
PG,T.J. McConnell,11/16/2015,PHI,DAL,4800,22.92,34.8,11.4,14.34,31.5,22.92
SF,T.J. Warren,11/16/2015,PHO,LAL,3800,16.18,24.7,1.2,9.5,22.86,16.18
PF,Taj Gibson,11/16/2015,CHI,IND,4200,15.57,24.9,1.2,8.49,22.64,15.565
C,Tarik Black,11/16/2015,LAL,PHO,3600,10.22,15.6,1.2,5.11,15.32,10.215
PF,Terrence Jones,11/16/2015,HOU,BOS,5900,23.88,37.7,7.8,11.5,36.26,23.88
PG,Terry Rozier,11/16/2015,BOS,HOU,3500,5.65,10.7,1.2,2.15,9.15,5.65
C,Tim Duncan,11/16/2015,SAS,POR,6900,27.77,42,20.6,21.61,33.93,27.77
PG,Tim Frazier,11/16/2015,POR,SAS,3500,2.45,3.5,1.4,1.4,3.5,2.45
SG,Tony Allen,11/16/2015,MEM,OKC,4300,15.91,24.4,6.9,10.04,21.78,15.91
PG,Tony Parker,11/16/2015,SAS,POR,4800,18.08,24.4,9.3,13.76,22.39,18.075
SG,Tony Snell,11/16/2015,CHI,IND,3500,13.27,21.2,5.2,8.42,18.11,13.265
SF,Trevor Ariza,11/16/2015,HOU,BOS,5600,23.07,33.4,14.9,17.19,28.95,23.07
PG,Ty Lawson,11/16/2015,HOU,BOS,6000,22.57,40.5,13.5,14.96,30.18,22.57
C,Tyler Zeller,11/16/2015,BOS,HOU,3800,6.9,11.5,1.7,3.37,10.43,6.9
C,Tyson Chandler,11/16/2015,PHO,LAL,5600,22.38,35.9,10.6,13.99,30.77,22.38
SF,Vince Carter,11/16/2015,MEM,OKC,3500,5.2,5.2,5.2,5.2,5.2,5.2
SG,Wesley Matthews,11/16/2015,DAL,PHI,5000,16,37.7,0.7,6.44,25.56,16
PF,Zach Randolph,11/16/2015,MEM,OKC,7000,27.21,48.8,7.6,17.81,36.61,27.21
C,Zaza Pachulia,11/16/2015,DAL,PHI,5800,26.45,38.2,9.4,18.14,34.76,26.45
