name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","JaMychal Green","MEM","OKC","0.933009","1.3","0.96","3500"
"PF","Montrezl Harrell","HOU","BOS","0.860807","10.8","9.23","3500"
"SG","Devin Harris","DAL","PHI","0.649333","26","22.28","4200"
"C","Jordan Hill","IND","CHI","1.06225","28.7","24.4","4700"
"PG","George Hill","IND","CHI","0.916505","36.1","31.79","6300"
"SG","Solomon Hill","IND","CHI","0.750718","0.1","0","3500"
"SG","Kirk Hinrich","CHI","IND","0.820509","1.8","0.57","3500"
"PF","Richaun Holmes","PHI","DAL","1.076","0","0","3700"
"C","Dwight Howard","HOU","BOS","0.963802","33.5","30.93","8200"
"PF","Serge Ibaka","OKC","MEM","1.0159","31.9","28.51","7100"
"PG","Pierre Jackson","PHI","DAL","0.8775","1.7","1.43","0"
"PF","Cory Jefferson","PHX","LAL","1.04558","2","1.55","3500"
"SG","John Jenkins","DAL","PHI","0.649333","4.1","2.97","3500"
"PF","Jonas Jerebko","BOS","HOU","1.1185","3.7","2.64","3500"
"C","Amir Johnson","BOS","HOU","0.997083","24.4","19.41","5200"
"PF","Terrence Jones","HOU","BOS","0.860807","25.5","21.61","5900"
"C","Enes Kanter","OKC","MEM","0.806521","24.5","20.56","6200"
"PG","Brandon Knight","PHX","LAL","0.87544","33.5","34.62","6900"
"PG","Ty Lawson","HOU","BOS","0.683828","32.6","25.99","6000"
"PF","David Lee","BOS","HOU","1.1185","23.3","20.99","4700"
"SG","Courtney Lee","MEM","OKC","0.88412","27.4","16.95","4000"
"C","Alex Len","PHX","LAL","1.11049","15.8","12.4","3700"
"SF","Kawhi Leonard","SA","POR","0.631813","37","42.46","8400"
"PF","Jon Leuer","PHX","LAL","1.04558","3.4","3.18","3700"
"C","Ian Mahinmi","IND","CHI","1.06225","26.5","18.75","4600"
"C","Boban Marjanovic","SA","POR","1.0954","6","4.19","3500"
"PG","Kendall Marshall","PHI","DAL","0.8775","1.4","0.92","3900"
"PF","Jarell Martin","MEM","OKC","0.933009","4","2.44","3500"
"SG","Wesley Matthews","DAL","PHI","0.649333","30.1","23.64","5000"
"PG","Ray McCallum","SA","POR","0.963875","7.5","4.81","3500"
"PG","T.J. McConnell","PHI","DAL","0.8775","30.2","24.74","4800"
"SF","K.J. McDaniels","HOU","BOS","0.799531","0.1","0","3500"
"SF","Doug McDermott","CHI","IND","0.709437","21.6","12.55","3700"
"PF","Mitch McGary","OKC","MEM","1.0159","12","9.1","3500"
"C","JaVale McGee","DAL","PHI","1.08759","1.8","1.18","3700"
"C","Salah Mejri","DAL","PHI","1.08759","1.2","0.89","3500"
"PF","Jordan Mickey","BOS","HOU","1.1185","0.9","0.81","3500"
"SF","C.J. Miles","IND","CHI","0.839259","27.3","18.18","4500"
"PG","Patrick Mills","SA","POR","0.963875","20","13.27","3600"
"SF","Nikola Mirotic","CHI","IND","0.709437","29","27.66","5600"
"PG","E'Twaun Moore","CHI","IND","0.720271","3.6","1.76","3500"
"PF","Markieff Morris","PHX","LAL","1.04558","27.6","24.86","5500"
"SG","Anthony Morrow","OKC","MEM","0.712563","12.5","7.1","3500"
"PF","Donatas Motiejunas","HOU","BOS","0.860807","20.9","14.78","6400"
"C","Joakim Noah","CHI","IND","0.989521","24.2","19.32","4700"
"PF","Nerlens Noel","PHI","DAL","1.076","27.5","23.58","7000"
"SF","Steve Novak","OKC","MEM","0.842292","0.9","0.54","3500"
"PF","Dirk Nowitzki","DAL","PHI","1.0625","32.6","30.01","6500"
"C","Jahlil Okafor","PHI","DAL","0.913646","32.7","26.54","6700"
"C","Kelly Olynyk","BOS","HOU","0.997083","19.9","16.57","3700"
"C","Zaza Pachulia","DAL","PHI","1.08759","26.2","26.18","5800"
"PG","Tony Parker","SA","POR","0.963875","30.4","25.26","4800"
"SF","Chandler Parsons","DAL","PHI","0.922604","17.4","15.18","5200"
"PF","Bobby Portis","CHI","IND","0.834167","2.3","1.53","3500"
"PF","Dwight Powell","DAL","PHI","1.0625","3.2","3.08","4900"
"PG","Ronnie Price","PHX","LAL","0.87544","4.3","2.93","3500"
"PF","Zach Randolph","MEM","OKC","0.933009","33.8","30.64","7000"
"SG","Andre Roberson","OKC","MEM","0.712563","20.8","12.46","3500"
"SF","Glenn Robinson III","IND","CHI","0.839259","2.6","1.31","3600"
"PG","Derrick Rose","CHI","IND","0.720271","29.7","25.76","6800"
"PG","Terry Rozier","BOS","HOU","0.905833","2.5","1.63","3500"
"SF","JaKarr Sampson","PHI","DAL","0.623472","22.7","15.4","3500"
"SF","Kyle Singler","OKC","MEM","0.842292","9.9","5.37","3500"
"PG","Marcus Smart","BOS","HOU","0.905833","27.9","17.72","5300"
"PG","Russ Smith","MEM","OKC","0.775394","2.3","1.81","3500"
"SG","Tony Snell","CHI","IND","0.820509","23.3","12.61","3500"
"SG","Nik Stauskas","PHI","DAL","0.727063","28.6","18.1","4000"
"SG","Rodney Stuckey","IND","CHI","0.750718","28.2","21.72","4700"
"PF","Jared Sullinger","BOS","HOU","1.1185","24.6","24.03","5600"
"PF","Mirza Teletovic","PHX","LAL","1.04558","10.3","7.62","3700"
"PG","Jason Terry","HOU","BOS","0.683828","2.6","1.56","3600"
"PG","Isaiah Thomas","BOS","HOU","0.905833","35.4","34.46","7200"
"SF","Hollis Thompson","PHI","DAL","0.623472","25.4","16.2","3600"
"SG","Marcus Thornton","HOU","BOS","0.817768","33.7","27.2","4500"
"SF","P.J. Tucker","PHX","LAL","0.81713","25.9","18.01","4100"
"SF","Evan Turner","BOS","HOU","0.887583","24.5","21.01","5800"
"PF","Myles Turner","IND","CHI","0.77081","0","0","3500"
"PF","Charlie Villanueva","DAL","PHI","1.0625","14.7","13.81","3900"
"SG","Dion Waiters","OKC","MEM","0.712563","24.1","16.89","4800"
"SF","T.J. Warren","PHX","LAL","0.81713","23","18.17","3800"
"PF","David West","SA","POR","0.871271","17.3","12.2","4200"
"PG","Russell Westbrook","OKC","MEM","0.903896","38.1","40.29","11400"
"C","Shayne Whittington","IND","CHI","1.06225","1","0.42","3500"
"PG","Deron Williams","DAL","PHI","0.956146","31.6","27.97","6200"
"PF","Christian Wood","PHI","DAL","1.076","10.5","7.35","3700"
"C","Brandan Wright","MEM","OKC","0.838356","20.5","15.88","3700"
"PG","Tony Wroten","PHI","DAL","0.8775","0","0","0"
"SF","James Young","BOS","HOU","0.887583","0.1","0","3500"
"SG","Joseph Young","IND","CHI","0.750718","2.8","1.78","3500"
"C","Tyler Zeller","BOS","HOU","0.997083","1.3","0.86","3800"
