name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PG","Stephen Curry","GS","DET","0.73625","33.4","35.9","10900"
"PF","Ed Davis","POR","DEN","0.938438","25.3","26.01","4800"
"PF","Branden Dawson","LAC","MEM","0.916354","0.8","0.54","3500"
"C","Dewayne Dedmon","ORL","IND","1.15403","23.6","18.89","4100"
"PF","Boris Diaw","SA","SAC","1.04837","22.2","17.35","3900"
"C","Gorgui Dieng","MIN","ATL","1.0689","22.1","19.38","4400"
"C","Tim Duncan","SA","SAC","1.14504","31.4","36.52","6800"
"SF","Mike Dunleavy","CHI","PHI","0.954458","0","0","4200"
"SG","Monta Ellis","IND","ORL","0.751528","36.2","30.9","6300"
"C","Festus Ezeli","GS","DET","0.779625","24.4","21.84","4400"
"PF","Kenneth Faried","DEN","POR","0.847257","29.1","29.03","6800"
"SG","Evan Fournier","ORL","IND","0.724792","36.1","25.35","5400"
"SG","Randy Foye","DEN","POR","0.797569","18.3","11.13","3500"
"PG","Tim Frazier","POR","DEN","1.02872","2.4","1.46","3500"
"PF","Channing Frye","ORL","IND","0.678958","22.2","11.72","3600"
"SF","Danilo Gallinari","DEN","POR","0.592882","34.4","25.05","6700"
"PF","Kevin Garnett","MIN","ATL","0.928036","24.7","19.47","3700"
"PF","Pau Gasol","CHI","PHI","0.994042","31.6","36.68","7800"
"C","Marc Gasol","MEM","LAC","1.05267","32.1","32.92","7200"
"SF","Paul George","IND","ORL","0.706563","36.8","34.6","8500"
"PF","Taj Gibson","CHI","PHI","0.994042","21.2","17.54","4200"
"SG","Manu Ginobili","SA","SAC","0.815208","23.8","22.91","4700"
"PF","Aaron Gordon","ORL","IND","0.678958","19.1","14.1","4100"
"PF","Jerami Grant","PHI","CHI","0.791667","23.9","16.23","4100"
"PF","Draymond Green","GS","DET","0.878083","31.5","29.03","7600"
"SG","Danny Green","SA","SAC","0.815208","28.9","25.17","4300"
"SG","Erick Green","DEN","POR","0.797569","11.9","7.48","3500"
"SF","Jeff Green","MEM","LAC","0.72925","23.6","15.22","4100"
"PF","JaMychal Green","MEM","LAC","0.926125","3.3","2.77","3500"
"SG","Tim Hardaway Jr.","ATL","MIN","0.814375","21.7","15.98","3900"
"SF","Maurice Harkless","POR","DEN","0.747125","24.4","16.45","3900"
"SF","Tobias Harris","ORL","IND","0.805764","32.5","26.44","6700"
"SG","Gary Harris","DEN","POR","0.797569","26.2","20.65","3900"
"SG","Gerald Henderson","POR","DEN","0.927569","0","0","5100"
"SF","Mario Hezonja","ORL","IND","0.805764","17.1","11.28","3500"
"PF","J.J. Hickson","DEN","POR","0.847257","21.4","19.36","3900"
"C","Jordan Hill","IND","ORL","0.876667","28","25.46","4700"
"PG","George Hill","IND","ORL","0.957569","37.6","34.44","6500"
"SG","Solomon Hill","IND","ORL","0.751528","27.7","16.13","3500"
"SG","Kirk Hinrich","CHI","PHI","0.608437","20.4","12.05","3500"
"SG","Justin Holiday","ATL","MIN","0.814375","2.1","1.41","3500"
"PF","Richaun Holmes","PHI","CHI","0.791667","5.3","3.69","3500"
"C","Al Horford","ATL","MIN","0.99526","31.4","35.28","7600"
"SF","Andre Iguodala","GS","DET","0.678073","24.3","16.62","4700"
"PG","Pierre Jackson","PHI","CHI","0.935625","2.5","1.9","0"
"SF","Wesley Johnson","LAC","MEM","0.913333","11.9","6.68","3900"
"C","Nikola Jokic","DEN","POR","0.966493","17.4","11.19","3500"
"PG","Tyus Jones","MIN","ATL","0.761399","0","0","3500"
"C","DeAndre Jordan","LAC","MEM","0.889306","31.1","25.43","8000"
"C","Chris Kaman","POR","DEN","0.931083","17","14.59","3900"
"SG","Kyle Korver","ATL","MIN","0.814375","29.6","20.26","5400"
"PF","Joffrey Lauvergne","DEN","POR","0.847257","13.3","12.01","4000"
"SG","Zach LaVine","MIN","ATL","0.749306","23.6","17.55","5300"
"SG","Courtney Lee","MEM","LAC","0.748542","29.4","16.48","4000"
"C","Meyers Leonard","POR","DEN","0.931083","24.8","21.48","4400"
"SF","Kawhi Leonard","SA","SAC","0.664167","33","33","8200"
"PG","Damian Lillard","POR","DEN","1.02872","35.2","36.43","8900"
"PG","Shaun Livingston","GS","DET","0.73625","17.4","12.53","3500"
"PG","Shelvin Mack","ATL","MIN","0.765781","2.7","1.86","3500"
"C","Ian Mahinmi","IND","ORL","0.876667","22.6","15.81","4500"
"SG","Roy Devyn Marble","ORL","IND","0.724792","12.8","7.97","3500"
"C","Boban Marjanovic","SA","SAC","1.14504","5","3.63","3500"
"PG","Kendall Marshall","PHI","CHI","0.935625","0","0","3900"
"PF","Jarell Martin","MEM","LAC","0.926125","0","0","3500"
"SG","Kevin Martin","MIN","ATL","0.749306","30.9","25.87","5000"
"PF","James Michael McAdoo","GS","DET","0.878083","2.9","2.19","3500"
"PG","Ray McCallum","SA","SAC","0.92","19.1","14.69","3500"
"SG","C.J. McCollum","POR","DEN","0.927569","32.3","24.79","6600"
"PG","T.J. McConnell","PHI","CHI","0.935625","28.2","20.97","4600"
"SF","Doug McDermott","CHI","PHI","0.954458","22.7","12.61","3700"
"SF","C.J. Miles","IND","ORL","0.706563","27.4","19.92","4700"
"PG","Andre Miller","MIN","ATL","0.761399","17.9","12.19","3500"
"PG","Patrick Mills","SA","SAC","0.92","19.3","13.75","3700"
"PF","Paul Millsap","ATL","MIN","0.774792","32","36.71","8100"
"SF","Nikola Mirotic","CHI","PHI","0.954458","30.6","30.95","5600"
"SF","Luis Montero","POR","DEN","0.747125","4.7","2.94","3500"
"PG","E'Twaun Moore","CHI","PHI","0.916667","3.3","1.68","3500"
"PG","Emmanuel Mudiay","DEN","POR","0.951285","29.6","22.08","5600"
"SF","Shabazz Muhammad","MIN","ATL","0.775536","25.9","21.4","3900"
"PF","Mike Muscala","ATL","MIN","0.774792","2","1.67","3500"
"PG","Shabazz Napier","ORL","IND","0.762222","9.6","6.33","3500"
"PG","Jameer Nelson","DEN","POR","0.951285","25.5","20.21","4500"
"PF","Andrew Nicholson","ORL","IND","0.678958","2.2","1.43","3500"
"C","Joakim Noah","CHI","PHI","1.01937","20.8","16.99","4400"
"PF","Nerlens Noel","PHI","CHI","0.791667","30.6","28.21","7400"
"C","Jusuf Nurkic","DEN","POR","0.966493","0","0","4000"
"C","Jahlil Okafor","PHI","CHI","1.03517","31.8","23.21","5900"
"SG","Victor Oladipo","ORL","IND","0.724792","35.8","30.37","8000"
"PG","Tony Parker","SA","SAC","0.92","30.8","27.31","4900"
"PG","Chris Paul","LAC","MEM","0.921181","36.4","36.59","9400"
"PF","Adreian Payne","MIN","ATL","0.928036","4.4","3.14","3500"
"PG","Elfrid Payton","ORL","IND","0.762222","30.9","25.07","6500"
"C","Nikola Pekovic","MIN","ATL","1.0689","0","0","4800"
"SF","Paul Pierce","LAC","MEM","0.913333","0","0","4000"
"C","Mason Plumlee","POR","DEN","0.931083","25.4","22.41","5500"
"PF","Bobby Portis","CHI","PHI","0.994042","1.2","0.91","3700"
"PG","Pablo Prigioni","LAC","MEM","0.921181","0.1","0","3500"
"SF","Tayshaun Prince","MIN","ATL","0.775536","24.1","14.02","3500"
"PF","Zach Randolph","MEM","LAC","0.926125","33.2","30.21","6700"
"SG","J.J. Redick","LAC","MEM","0.796285","34.2","21.63","4900"
"PG","Austin Rivers","LAC","MEM","0.921181","20.5","13.98","3500"
"SF","Glenn Robinson III","IND","ORL","0.706563","2.5","1.51","3500"
"PG","Derrick Rose","CHI","PHI","0.916667","32.1","28.48","6900"
"PG","Ricky Rubio","MIN","ATL","0.761399","31.3","29.49","7500"
"SF","Damjan Rudez","MIN","ATL","0.775536","0.1","0","3500"
"SG","Brandon Rush","GS","DET","0.727875","2.4","1.33","3500"
"SF","JaKarr Sampson","PHI","CHI","1.04351","18.3","12.44","3500"
"PG","Dennis Schroder","ATL","MIN","0.765781","26.8","24.28","4600"
"SF","Mike Scott","ATL","MIN","0.602569","13.8","9.27","3500"
"SF","Thabo Sefolosha","ATL","MIN","0.602569","20.2","17.61","3900"
"PF","Josh Smith","LAC","MEM","0.916354","18.2","12.91","4200"
"PF","Jason Smith","ORL","IND","0.678958","14.2","10.19","3500"
"PG","Russ Smith","MEM","LAC","0.944792","2.8","1.83","3500"
"SG","Tony Snell","CHI","PHI","0.608437","23.5","12.12","3600"
"PF","Marreese Speights","GS","DET","0.878083","16.1","15.84","3600"
"C","Tiago Splitter","ATL","MIN","0.99526","0","0","4000"
"SG","Nik Stauskas","PHI","CHI","0.691701","25.2","15.94","4300"
"SG","Lance Stephenson","LAC","MEM","0.796285","22.8","16.31","3600"
"PF","Jarnell Stokes","MEM","LAC","0.926125","2.8","1.98","3500"
"SG","Rodney Stuckey","IND","ORL","0.751528","25","18.52","4700"
"C","Walter Tavares","ATL","MIN","0.99526","1.9","1.31","3500"
"PG","Jeff Teague","ATL","MIN","0.765781","33.8","37.96","7400"
"PF","Jason Thompson","GS","DET","0.878083","22.6","15.44","4300"
"SG","Klay Thompson","GS","DET","0.727875","34.3","28.09","6800"
"SF","Hollis Thompson","PHI","CHI","1.04351","28.5","18.8","3800"
"C","Karl-Anthony Towns","MIN","ATL","1.0689","21.6","15.23","6700"
"PF","Myles Turner","IND","ORL","0.891285","22.3","16.58","3600"
"PG","Beno Udrih","MEM","LAC","0.944792","17.6","12.79","3600"
"PF","Noah Vonleh","POR","DEN","0.938438","2","1.65","3500"
"C","Nikola Vucevic","ORL","IND","1.15403","26.5","24.02","7800"
"PG","C.J. Watson","ORL","IND","0.762222","5.7","3.92","3700"
"PF","David West","SA","SAC","1.04837","15","13.28","4200"
"C","Shayne Whittington","IND","ORL","0.876667","1.1","0.81","3500"
"SF","Andrew Wiggins","MIN","ATL","0.775536","33.2","25.01","6900"
"SG","C.J. Wilcox","LAC","MEM","0.796285","1.3","0.92","3500"
"PF","Christian Wood","PHI","CHI","0.791667","2.9","2.2","3500"
"C","Brandan Wright","MEM","LAC","1.05267","21.6","18.4","3700"
"PG","Tony Wroten","PHI","CHI","0.935625","0","0","0"
"SG","Joseph Young","IND","ORL","0.751528","1.5","1.11","3500"
