name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Quincy Acy","SAC","ORL","0.865777","2.9","2.12","3500"
"SG","Arron Afflalo","NY","HOU","0.801753","32","21.16","4600"
"C","Furkan Aldemir","PHI","MIA","0.905875","0","0","0"
"PF","LaMarcus Aldridge","SA","MEM","1.00675","35.8","36","7700"
"PF","Lavoy Allen","IND","MIL","0.983385","21.1","15.5","3800"
"PF","Louis Amundson","NY","HOU","1.05915","3.3","2.63","3500"
"C","Chris Andersen","MIA","PHI","1.01275","3","2.65","3500"
"SF","Kyle Anderson","SA","MEM","0.775399","2.4","1.35","3500"
"SG","James Anderson","SAC","ORL","0.709618","3.9","2.74","3500"
"SG","Alan Anderson","WSH","DET","0.79575","0","0","3500"
"SG","Giannis Antetokounmpo","MIL","IND","0.802273","32.2","26.02","7200"
"SF","Carmelo Anthony","NY","HOU","0.885747","36.1","32.39","9600"
"PG","Jerryd Bayless","MIL","IND","0.744358","32.1","25.7","4300"
"SG","Kent Bazemore","ATL","CLE","0.786476","29.2","20.64","5100"
"SG","Marco Belinelli","SAC","ORL","0.709618","29.2","20.75","3800"
"C","DeJuan Blair","WSH","DET","0.78875","0.1","0","3500"
"C","Matt Bonner","SA","MEM","0.833333","1.4","0.66","3500"
"PF","Chris Bosh","MIA","PHI","1.03731","31.5","30.69","8100"
"SF","Chase Budinger","IND","MIL","0.838108","20.7","12.7","3700"
"SF","Caron Butler","SAC","ORL","0.73901","2.3","1.31","3500"
"PG","Jose Calderon","NY","HOU","0.921719","25.7","17.15","4400"
"PG","Isaiah Canaan","PHI","MIA","0.751174","22.1","15.63","4000"
"PG","Michael Carter-Williams","MIL","IND","0.744358","33.2","30.74","6400"
"SF","Omri Casspi","SAC","ORL","0.73901","26.8","21.64","4200"
"C","Willie Cauley-Stein","SAC","ORL","0.97908","20","15.38","4000"
"PF","Rakeem Christmas","IND","MIL","0.983385","0.7","0.42","3500"
"PG","Darren Collison","SAC","ORL","0.979878","33.2","29.86","5200"
"SF","Chris Copeland","MIL","IND","0.713576","2.8","1.78","3500"
