pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PF","Aaron Gordon","2015-11-23","ORL","CLE","4000","18.69","31.1","3.4","10.13","27.26","18.695"
"PG","Aaron Harrison","2015-11-23","CHA","SAC","3500","1.2","1.2","1.2","1.2","1.2","1.2"
"PF","Adreian Payne","2015-11-23","MIN","PHI","3500","10.77","19","2","4.12","17.42","10.77"
"C","Al Jefferson","2015-11-23","CHA","SAC","7300","28.37","52","13","18.08","38.65","28.365"
"SG","Alec Burks","2015-11-23","UTA","OKC","5400","23.12","31.1","12.2","17.15","29.09","23.12"
"C","Alex Len","2015-11-23","PHO","SAS","4000","13.91","23.9","5.8","7.3","20.51","13.905"
"PF","Amar'e Stoudemire","2015-11-23","MIA","NYK","3800","8.65","11.7","5.6","5.6","11.7","8.65"
"C","Anderson Varejao","2015-11-23","CLE","ORL","3500","6.54","12.9","-2","2.01","11.07","6.54"
"C","Andre Drummond","2015-11-23","DET","MIL","9700","45.04","70.4","29.1","33.02","57.07","45.045"
"PG","Andre Miller","2015-11-23","MIN","PHI","3900","14.7","27.6","2.5","4.71","24.69","14.7"
"SG","Andre Roberson","2015-11-23","OKC","UTA","3500","12.48","20.9","0.4","6.37","18.6","12.485"
"PF","Andrew Nicholson","2015-11-23","ORL","CLE","3500","6.63","16.4","0.2","0.3","12.95","6.625"
"SF","Andrew Wiggins","2015-11-23","MIN","PHI","7200","28.64","44","8.2","19.34","37.94","28.64"
"SG","Anthony Morrow","2015-11-23","OKC","UTA","3500","9.89","19.9","1","4.66","15.12","9.89"
"PF","Anthony Tolliver","2015-11-23","DET","MIL","3500","8.65","19.8","0.2","2.13","15.18","8.655"
"PG","Archie Goodwin","2015-11-23","PHO","SAS","3500","10.07","22.2","1","1.6","18.55","10.075"
"C","Aron Baynes","2015-11-23","DET","MIL","3500","9.92","24.7","3.2","4.51","15.32","9.915"
"SG","Arron Afflalo","2015-11-23","NYK","MIA","4600","19.43","26.7","7.6","13.03","25.83","19.43"
"SG","Ben McLemore","2015-11-23","SAC","CHA","3700","11.42","24.8","1.2","4.52","18.32","11.42"
"PG","Beno Udrih","2015-11-23","MIA","NYK","3500","10.21","25.4","2.2","2.88","17.54","10.21"
"C","Boban Marjanovic","2015-11-23","SAS","PHO","3500","3.32","11.5","1","-0.42","7.06","3.32"
"PF","Boris Diaw","2015-11-23","SAS","PHO","3700","14.7","30.1","5.4","7.65","21.75","14.7"
"PG","Brandon Knight","2015-11-23","PHO","SAS","8000","35.58","70.5","10.2","19.46","51.69","35.575"
"PG","Brian Roberts","2015-11-23","CHA","SAC","3500","3.77","7.7","1","1.17","6.36","3.765"
"PG","C.J. Watson","2015-11-23","ORL","CLE","3600","13.28","22.5","4.5","7.28","19.27","13.275"
"PG","Cameron Payne","2015-11-23","OKC","UTA","3500","3.72","6.5","-1","1.17","6.27","3.72"
"SF","Carmelo Anthony","2015-11-23","NYK","MIA","9000","36.8","51.4","18.2","28.08","45.52","36.8"
"SF","Caron Butler","2015-11-23","SAC","CHA","3500","6.63","15.8","1","1.13","12.13","6.63"
"PF","Channing Frye","2015-11-23","ORL","CLE","3500","11.9","24","1.2","4.54","19.26","11.9"
"C","Chris Andersen","2015-11-23","MIA","NYK","3500","5.8","5.8","5.8","5.8","5.8","5.8"
"PF","Chris Bosh","2015-11-23","MIA","NYK","8100","35.18","45.6","19.4","27.63","42.73","35.18"
"SF","Chris Copeland","2015-11-23","MIL","DET","3500","7.53","11.4","3","4.35","10.71","7.53"
