name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PG","Jrue Holiday","NO","TOR","0.730532","28.4","24.91","5800"
"SF","Rondae Hollis-Jefferson","BKN","SAC","0.83794","22.1","16.85","3500"
"PF","Richaun Holmes","PHI","OKC","0.917813","16.7","13.11","3700"
"SG","Rodney Hood","UTAH","ORL","0.713565","28.4","19.81","4500"
"C","Al Horford","ATL","BOS","0.958304","35.2","39.62","7700"
"C","Dwight Howard","HOU","DEN","1.00643","33.3","34.07","8400"
"PG","Marcelo Huertas","LAL","DAL","0.873438","3.4","2.1","3500"
"PF","Serge Ibaka","OKC","PHI","1.02469","30.5","29.62","6900"
"SF","Joe Ingles","UTAH","ORL","0.72169","21.5","14.96","3500"
"PG","Jarrett Jack","BKN","SAC","0.814144","33","29.81","6100"
"C","Al Jefferson","CHA","CHI","1.12195","30.8","29.55","6700"
"SG","John Jenkins","DAL","LAL","0.74974","14.2","11.1","3600"
"PF","Jonas Jerebko","BOS","ATL","0.896042","3.8","2.88","3500"
"SG","Joe Johnson","BKN","SAC","0.836875","34.7","26.12","6400"
"C","Amir Johnson","BOS","ATL","1.05277","23.1","18.41","4700"
"C","Nikola Jokic","DEN","HOU","1","19.9","14.69","3600"
"PF","Terrence Jones","HOU","DEN","0.858984","28","26.47","5400"
"C","Chris Kaman","POR","MEM","0.830671","17.1","13.19","3900"
"PF","Frank Kaminsky","CHA","CHI","0.777578","10.8","6.75","3500"
"C","Enes Kanter","OKC","PHI","1.09259","24.3","22.96","6300"
"SF","Ryan Kelly","LAL","DAL","0.643333","17.7","10.19","3700"
"SG","Kyle Korver","ATL","BOS","0.899618","32.5","23.99","5000"
"C","Kosta Koufos","SAC","BKN","0.988568","23.4","18.42","4100"
"SG","Jeremy Lamb","CHA","CHI","0.730911","25.7","18.05","4300"
"PG","Shane Larkin","BKN","SAC","0.814144","20.6","14.83","4100"
"SG","Zach LaVine","MIN","IND","0.819818","26.3","20.15","5600"
"PG","Ty Lawson","HOU","DEN","1.00914","34.7","30.51","6500"
"PF","David Lee","BOS","ATL","0.896042","24.8","21.69","5000"
"SG","Courtney Lee","MEM","POR","0.824653","30.3","18.89","4100"
"PG","Damian Lillard","POR","MEM","0.92206","38.3","34.15","9300"
"PG","Jeremy Lin","CHA","CHI","0.902604","28.4","23.09","4900"
"C","Brook Lopez","BKN","SAC","1.08303","32.8","35.37","8000"
"C","Robin Lopez","NY","CLE","0.816042","27.8","22.07","4800"
"PF","Trey Lyles","UTAH","ORL","0.843646","7.7","6.03","3500"
"C","Ian Mahinmi","IND","MIN","0.79753","23.8","19.96","4500"
"PF","Jarell Martin","MEM","POR","0.873634","4.2","2.62","3500"
"SG","Kevin Martin","MIN","IND","0.819818","30.8","23.82","5000"
"SG","Wesley Matthews","DAL","LAL","0.74974","31.7","22.65","5200"
"SG","C.J. McCollum","POR","MEM","0.697824","35.9","27.76","6400"
"PG","T.J. McConnell","PHI","OKC","0.794792","30.7","25.67","5000"
"SF","Doug McDermott","CHI","CHA","0.734245","23","13.16","3800"
"PF","Mitch McGary","OKC","PHI","1.02469","13.7","11.62","3500"
"SG","Ben McLemore","SAC","BKN","0.86","17.4","9.71","3500"
"SF","C.J. Miles","IND","MIN","0.668854","28.9","22.32","4700"
"PG","Andre Miller","MIN","IND","0.709282","16.1","11.59","3500"
"PF","Paul Millsap","ATL","BOS","0.869524","34.7","36.07","8500"
"SF","Nikola Mirotic","CHI","CHA","0.734245","27.7","25.07","5800"
"SF","Luis Montero","POR","MEM","0.840394","4.9","3.87","3500"
"PG","E'Twaun Moore","CHI","CHA","0.797474","3.8","1.78","3500"
"SG","Anthony Morrow","OKC","PHI","0.650573","14.9","10.09","3500"
"PF","Donatas Motiejunas","HOU","DEN","0.858984","25.8","21.31","6400"
"PG","Emmanuel Mudiay","DEN","HOU","0.926667","29.2","26.3","6000"
"SF","Shabazz Muhammad","MIN","IND","0.735556","23.5","17.39","3500"
"PF","Larry Nance Jr.","LAL","DAL","1.10294","3.4","2.19","3600"
"PG","Jameer Nelson","DEN","HOU","0.926667","25.7","20.81","4500"
"PG","Raul Neto","UTAH","ORL","0.973449","28.3","19.88","3500"
"C","Joakim Noah","CHI","CHA","0.918411","22.8","17.77","4400"
"PF","Nerlens Noel","PHI","OKC","0.917813","26.2","22.57","7400"
"PF","Dirk Nowitzki","DAL","LAL","1.07229","32.9","30.86","6700"
"C","Jahlil Okafor","PHI","OKC","0.858073","32.4","28.33","6700"
"C","Kelly Olynyk","BOS","ATL","1.05277","20.8","15.82","3500"
"C","Kyle O'Quinn","NY","CLE","0.816042","19.1","13.27","4400"
"C","Zaza Pachulia","DAL","LAL","1.09839","27.3","25.63","5500"
"PF","Adreian Payne","MIN","IND","0.853958","23.5","16.48","3600"
"C","Kendrick Perkins","NO","TOR","1.05785","14.1","9.86","3500"
"C","Tibor Pleiss","UTAH","ORL","0.944352","3.2","2.86","3500"
"C","Mason Plumlee","POR","MEM","0.830671","29.6","23.65","5600"
"PF","Bobby Portis","CHI","CHA","1.02948","2","1.63","3500"
"PF","Kristaps Porzingis","NY","CLE","0.810677","26.4","18.76","5600"
"PF","Dwight Powell","DAL","LAL","1.07229","3.9","3.62","4500"
"SF","Tayshaun Prince","MIN","IND","0.735556","23.6","13.79","3500"
"PF","Julius Randle","LAL","DAL","1.10294","25.5","19.58","5900"
"PF","Zach Randolph","MEM","POR","0.873634","33.6","31.43","7000"
"SG","Andre Roberson","OKC","PHI","0.650573","22.7","15.98","3500"
"PG","Brian Roberts","CHA","CHI","0.902604","3.6","2.21","3500"
"PF","Thomas Robinson","BKN","SAC","0.967801","17.1","15.25","4000"
"PG","Rajon Rondo","SAC","BKN","0.863177","31.4","28.2","6800"
"PG","Derrick Rose","CHI","CHA","0.797474","32.7","27.74","6900"
"PG","Ricky Rubio","MIN","IND","0.709282","29.2","23.14","7400"
"PG","D'Angelo Russell","LAL","DAL","0.873438","28.4","21.57","5100"
"C","Robert Sacre","LAL","DAL","0.914167","3.3","2.41","3500"
"SF","JaKarr Sampson","PHI","OKC","0.747109","23.3","16.35","3600"
"PG","Dennis Schroder","ATL","BOS","0.682768","26.9","24.94","4600"
"SF","Mike Scott","ATL","BOS","0.801786","12.2","7.76","3500"
"SF","Thabo Sefolosha","ATL","BOS","0.801786","18.2","14.16","3900"
"PF","Kevin Seraphin","NY","CLE","0.810677","10.3","7.42","3500"
"SF","Kyle Singler","OKC","PHI","0.940964","12.2","7.19","3500"
"PG","Donald Sloan","BKN","SAC","0.814144","2.9","1.86","3500"
"PG","Marcus Smart","BOS","ATL","0.828104","29.2","18.58","5600"
"PG","Russ Smith","MEM","POR","0.97213","2.5","1.86","3500"
"SG","Tony Snell","CHI","CHA","0.75401","23.8","13.44","3700"
"C","Tiago Splitter","ATL","BOS","0.958304","23.7","21.82","3900"
"SG","Nik Stauskas","PHI","OKC","0.889245","27.8","18.26","4300"
"SG","Rodney Stuckey","IND","MIN","0.772857","24.3","20.04","4700"
"PF","Jared Sullinger","BOS","ATL","0.896042","24.1","22.04","5500"
"PG","Jeff Teague","ATL","BOS","0.682768","34.7","36.12","7600"
"PG","Isaiah Thomas","BOS","ATL","0.828104","36","34.15","6900"
"SF","Lance Thomas","NY","CLE","0.801354","7.6","4.4","3500"
"SF","Hollis Thompson","PHI","OKC","0.747109","26.5","17.77","3800"
"SG","Marcus Thornton","HOU","DEN","0.886328","32.3","27.09","4800"
"C","Karl-Anthony Towns","MIN","IND","0.989213","31.4","25.27","7100"
"SF","Evan Turner","BOS","ATL","0.6935","25","18.56","6000"
"PF","Myles Turner","IND","MIN","0.901964","19.8","15.44","3500"
"PF","Charlie Villanueva","DAL","LAL","1.07229","18.7","17.82","3700"
"SG","Sasha Vujacic","NY","CLE","0.784115","26.7","18.69","3500"
"SG","Dion Waiters","OKC","PHI","0.650573","25.8","18.62","4800"
"PG","Kemba Walker","CHA","CHI","0.902604","38.2","34.69","6800"
"PG","Russell Westbrook","OKC","PHI","0.954141","34.1","42.49","11200"
"SF","Andrew Wiggins","MIN","IND","0.735556","29.4","19.2","7200"
"PF","Derrick Williams","NY","CLE","0.810677","18.8","12.74","3600"
"PF","Marvin Williams","CHA","CHI","0.777578","27.5","17.96","5100"
"PG","Deron Williams","DAL","LAL","0.916979","30.4","26.14","6400"
"SG","Louis Williams","LAL","DAL","0.715208","32.3","30.8","5200"
"C","Jeff Withey","UTAH","ORL","0.944352","8","6.32","3500"
"PF","Christian Wood","PHI","OKC","0.917813","14.5","11.17","3500"
"SF","Metta World Peace","LAL","DAL","0.643333","13.1","10.82","3700"
"C","Brandan Wright","MEM","POR","1.09708","22.9","18.61","3700"
"PF","Thaddeus Young","BKN","SAC","0.967801","31.2","26.09","5700"
"SF","James Young","BOS","ATL","0.6935","9.4","4.5","3500"
"SG","Nick Young","LAL","DAL","0.715208","24.5","18.61","3700"
"C","Tyler Zeller","BOS","ATL","1.05277","9.3","7.08","4000"
"PF","Cody Zeller","CHA","CHI","0.777578","25.6","19.66","4200"
