name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"C","Robin Lopez","NY","OKC","0.868428","26.7","22.3","4400"
"PG","Kyle Lowry","TOR","LAL","0.940813","36.3","39.33","8600"
"PF","Jarell Martin","MEM","HOU","1.05915","5.2","3.61","3500"
"SG","Kevin Martin","MIN","DET","0.79575","24.9","19.18","4600"
"SG","C.J. McCollum","POR","LAC","0.852583","32.3","24.24","6500"
"PG","T.J. McConnell","PHI","CHA","0.802008","29.4","20.49","5100"
"PG","Andre Miller","MIN","DET","0.781792","15.1","9.87","3900"
"SF","Luis Montero","POR","LAC","0.713958","4.9","3.09","3500"
"PF","Markieff Morris","PHX","DEN","0.882014","28.2","25.62","5400"
"SF","Marcus Morris","DET","MIN","0.730758","34.9","27.08","6000"
"PF","Donatas Motiejunas","HOU","MEM","1.00675","21.2","15.86","6400"
"SF","Shabazz Muhammad","MIN","DET","0.672333","24.2","19.84","3500"
"PF","Larry Nance Jr.","LAL","TOR","0.837614","21.1","14.25","3500"
"PG","Raul Neto","UTAH","DAL","0.845937","19.1","13.46","3500"
"PF","Nerlens Noel","PHI","CHA","1.06667","34.2","31.19","6700"
"C","Jahlil Okafor","PHI","CHA","0.965189","32.9","24.97","6500"
"C","Kelly Olynyk","BOS","BKN","1.04536","22.4","20.53","3700"
"C","Kyle O'Quinn","NY","OKC","0.868428","18","15.85","3800"
"PF","Patrick Patterson","TOR","LAL","1.00317","21","13.74","3500"
"PG","Chris Paul","LAC","POR","0.898698","35.6","36.47","8900"
"PF","Adreian Payne","MIN","DET","0.997708","2.7","2.07","3500"
"SF","Paul Pierce","LAC","POR","0.68566","25.9","16.86","3700"
"C","Mason Plumlee","POR","LAC","1.01348","27.8","24.48","5500"
"PF","Kristaps Porzingis","NY","OKC","0.910795","27.9","22.14","6000"
"PG","Ronnie Price","PHX","DEN","0.914271","3","2.18","3500"
"SF","Tayshaun Prince","MIN","DET","0.672333","24.5","13.88","3500"
"PF","Julius Randle","LAL","TOR","0.837614","26.2","20.16","5500"
"PF","Zach Randolph","MEM","HOU","1.05915","32.8","32.7","6900"
"SG","J.J. Redick","LAC","POR","0.852274","32.1","20.62","4600"
"PG","Austin Rivers","LAC","POR","0.898698","23.7","13.76","3800"
"PG","Brian Roberts","CHA","PHI","0.921553","3.4","1.76","3500"
"PF","Thomas Robinson","BKN","BOS","0.867125","13.2","11.15","3500"
"PG","Ricky Rubio","MIN","DET","0.781792","29.7","24.82","7300"
"PG","D'Angelo Russell","LAL","TOR","0.781111","28.8","20.83","5000"
"SF","JaKarr Sampson","PHI","CHA","0.742557","15.8","10.37","3500"
"PF","Luis Scola","TOR","LAL","1.00317","24.2","23.12","4400"
"PF","Kevin Seraphin","NY","OKC","0.910795","5.7","5.41","3800"
"PG","Marcus Smart","BOS","BKN","0.904115","30.7","22.37","5500"
"PF","Josh Smith","LAC","POR","0.85842","13.3","10.21","3900"
"SG","Nik Stauskas","PHI","CHA","0.749356","26.7","15.67","4000"
"SG","Lance Stephenson","LAC","POR","0.852274","22.4","15.08","3600"
"PF","Jared Sullinger","BOS","BKN","0.841193","26.8","25.38","6100"
"PF","Mirza Teletovic","PHX","DEN","0.882014","2.2","1.53","3500"
"PG","Isaiah Thomas","BOS","BKN","0.904115","33.3","31.46","7500"
"SF","Lance Thomas","NY","OKC","0.728617","4.1","1.88","3500"
"SG","Klay Thompson","GS","CHI","0.777159","37.3","35.34","6400"
"SF","Hollis Thompson","PHI","CHA","0.742557","27.6","16.45","3800"
"SG","Marcus Thornton","HOU","MEM","0.729913","30.4","23.01","4300"
"PF","Anthony Tolliver","DET","MIN","0.897066","22.3","13.85","3500"
"C","Karl-Anthony Towns","MIN","DET","0.78875","26.1","21.5","7100"
"SF","P.J. Tucker","PHX","DEN","0.705227","27","18.83","4400"
"SF","Evan Turner","BOS","BKN","0.793941","25.1","19.37","5200"
"C","Jonas Valanciunas","TOR","LAL","1.07924","29.5","26.24","6000"
"PF","Noah Vonleh","POR","LAC","0.874141","14.2","11.09","3500"
"SG","Sasha Vujacic","NY","OKC","0.859337","4.7","3.21","3500"
"PG","Kemba Walker","CHA","PHI","0.921553","35.8","36.9","7400"
"SF","T.J. Warren","PHX","DEN","0.705227","22.3","15.73","4000"
"SF","Andrew Wiggins","MIN","DET","0.672333","35.9","27.68","7200"
"PF","Derrick Williams","NY","OKC","0.910795","14.1","9.33","3500"
"PF","Marvin Williams","CHA","PHI","1.03731","29.1","21.12","5000"
"SG","Louis Williams","LAL","TOR","0.797535","31.5","27.81","4800"
"C","Jeff Withey","UTAH","DAL","0.904375","7.9","5.8","3500"
"PF","Christian Wood","PHI","CHA","1.06667","4.3","2.64","3700"
"SF","Metta World Peace","LAL","TOR","0.718542","22.2","15.66","3600"
"C","Brandan Wright","MEM","HOU","0.994514","20.5","17.35","3700"
"PF","Thaddeus Young","BKN","BOS","0.867125","32.1","25.6","6300"
"SG","Nick Young","LAL","TOR","0.797535","24.3","17.89","3500"
"PF","Cody Zeller","CHA","PHI","1.03731","23.1","18.89","3800"
