name,pos,depth,team,opp,projected_minutes,projected_FD_FP,FD_salary
"Donatas Motiejunas","F","PF","HOU","MIA","27.1","21.34","6400"
"Greivis Vasquez","G","SG","MIL","TOR","23.5","18.17","4300"
"Tyler Zeller","FC","C","BOS","SA","26.1","22.97","4600"
"Kenneth Faried","FC","PF","DEN","OKC","26.3","24.36","6900"
"Ray McCallum","PG","PG","SA","BOS","24.1","20.43","3500"
"Corey Brewer","GF","SF","HOU","MIA","27.5","21.67","4100"
"Evan Turner","GF","SF","BOS","SA","29.4","23.96","5900"
"Jason Smith","FC","PF","ORL","CHI","26.3","18.57","3800"
"Joakim Noah","FC","C","CHI","ORL","30.1","27.29","5200"
"Cody Zeller","FC","C","CHA","ATL","29.4","24.35","3900"
"Ryan Kelly","F","SF","LAL","DAL","27.5","17.8","4400"
"Julius Randle","PF","PF","LAL","DAL","27.1","19.91","4400"
"Kelly Olynyk","C","C","BOS","SA","25.6","19.36","4000"
"Taj Gibson","FC","PF","CHI","ORL","21.5","20.38","4500"
"Mario Chalmers","G","SG","MIA","HOU","27.2","19.55","3900"
"Boris Diaw","FC","PF","SA","BOS","27.5","19","4100"
"D.J. Augustin","PG","PG","OKC","DEN","24.5","20.16","4000"
"Chris Copeland","F","PF","MIL","TOR","24.8","17.77","3600"
"Zaza Pachulia","C","C","DAL","LAL","25.5","21.52","5300"
"Brandon Bass","FC","PF","LAL","DAL","23.4","16.32","3700"
"Terrence Ross","GF","SG","TOR","MIL","24.1","15.48","3700"
"Luis Scola","FC","PF","TOR","MIL","22.6","18.36","4100"
"Justise Winslow","SF","SF","MIA","HOU","22.1","16.52","3700"
"Marcus Smart","PG","PG","BOS","SA","29.9","19.91","5600"
"Kyle Singler","GF","SF","OKC","DEN","24.6","16.29","3500"
"Mike Scott","PF","PF","ATL","CHA","19.5","13.83","3500"
"Jared Sullinger","FC","C","BOS","SA","15.4","16.18","5000"
"Jerryd Bayless","G","SG","MIL","TOR","24.8","17.81","3600"
"Juan Jose Barea","PG","PG","DAL","LAL","20.1","16.41","4500"
"Jonas Valanciunas","C","C","TOR","MIL","26.7","21.32","6100"
"Patrick Patterson","FC","PF","TOR","MIL","26.4","18.76","4100"
"Amir Johnson","FC","PF","BOS","SA","27.7","22.32","5300"
"Patrick Beverley","G","PG","HOU","MIA","26.9","18.47","3900"
"Jameer Nelson","PG","PG","DEN","OKC","23.8","16.51","4600"
"J.J. Hickson","FC","C","DEN","OKC","21","18.56","3800"
"D'Angelo Russell","PG","PG","LAL","DAL","20.9","14.91","5300"
"Will Barton","GF","SG","DEN","OKC","18.6","15.5","4900"
"Channing Frye","FC","PF","ORL","CHI","26.8","17.45","3800"
"James Johnson","F","SF","TOR","MIL","20.4","16.44","3500"
"Kent Bazemore","GF","SF","ATL","CHA","29.6","18.47","4000"
"Marvin Williams","F","PF","CHA","ATL","25.7","14.9","4500"
"Mitch McGary","FC","PF","OKC","DEN","17.8","18.4","3500"
"Bismack Biyombo","C","C","TOR","MIL","23.6","18.41","4000"
"Tarik Black","FC","C","LAL","DAL","21.6","17.87","4000"
"Anthony Morrow","GF","SG","OKC","DEN","14","11.6","3900"
"Steven Adams","C","C","OKC","DEN","21.6","18.85","4400"
"Shabazz Napier","PG","PG","ORL","CHI","26.4","16.75","3500"
"Cory Joseph","PG","PG","TOR","MIL","21.1","14.2","3700"
"Jae Crowder","F","SF","BOS","SA","20.5","13.86","4800"
"Tiago Splitter","C","C","ATL","CHA","19.3","15.63","3900"
"Aaron Gordon","F","SF","ORL","CHI","20.7","15.3","4100"
"Chris Andersen","FC","C","MIA","HOU","22.9","18.08","3500"
"John Henson","FC","PF","MIL","TOR","20.2","15.03","4400"
"Jeremy Lamb","GF","SG","CHA","ATL","16.6","10.92","3900"
"Patrick Mills","PG","PG","SA","BOS","13.9","10.31","3800"
"Spencer Hawes","FC","PF","CHA","ATL","18.5","13.31","3600"
"Kirk Hinrich","G","PG","CHI","ORL","22.6","13.23","3500"
"Tyler Johnson","SG","PG","MIA","HOU","19.9","13.34","3500"
"Udonis Haslem","PF","PF","MIA","HOU","18.7","13.95","3500"
"Charlie Villanueva","PF","PF","DAL","LAL","9.8","10.1","3600"
"Erick Green","G","PG","DEN","OKC","15","9.16","3500"
"Frank Kaminsky","C","PF","CHA","ATL","16","8.61","4000"
"Dewayne Dedmon","C","C","ORL","CHI","17.7","12.7","3700"
"Miles Plumlee","FC","C","MIL","TOR","16","11.44","3500"
"Samuel Dalembert","C","C","DAL","LAL","14.8","12.67","0"
"Joffrey Lauvergne","FC","C","DEN","OKC","14","11.38","3800"
"Doug McDermott","SF","SF","CHI","ORL","14.5","8.26","3800"
"Nick Collison","FC","C","OKC","DEN","16.1","11.82","3500"
"Amar'e Stoudemire","FC","C","MIA","HOU","7.6","6.87","3900"
"James Young","SG","SG","BOS","SA","12.3","6.84","3500"
"Roy Devyn Marble","GF","SF","ORL","CHI","13.2","6.92","3500"
"Jeremy Evans","F","SF","DAL","LAL","8.9","6.88","3500"
"Jabari Brown","SG","SG","LAL","DAL","7.4","4.15","0"
"Mike Muscala","FC","PF","ATL","CHA","5","3.96","3800"
"C.J. Watson","PG","PG","ORL","CHI","4.9","3.03","3700"
"Brian Roberts","G","PG","CHA","ATL","4","2.68","3500"
"Robert Sacre","C","C","LAL","DAL","5","3.29","3500"
"Darrell Arthur","FC","PF","DEN","OKC","4.5","3.04","3500"
"Marcus Thornton","SG","SG","HOU","MIA","3.2","2.63","3700"
"Raymond Felton","G","PG","DAL","LAL","3.7","2.58","4100"
"Matt Bonner","FC","C","SA","BOS","3.5","2.05","3500"
"Jimmer Fredette","G","PG","SA","BOS","2.6","1.89","0"
"Gary Harris","SG","SG","DEN","OKC","3.1","1.88","4100"
"Dwight Powell","PF","PF","DAL","LAL","2.3","1.87","3600"
"John Jenkins","GF","SG","DAL","LAL","2.2","1.39","3800"
"Jonas Jerebko","F","PF","BOS","SA","2.4","1.83","3500"
"P.J. Hairston","GF","SF","CHA","ATL","2.3","1.51","3500"
"Salah Mejri","C","C","DAL","LAL","2.1","1.41","3500"
"Anthony Brown","SF","SF","LAL","DAL","1.9","1.53","3500"
"Larry Nance Jr.","PF","PF","LAL","DAL","1.9","1.53","3500"
"Justin Anderson","SF","SF","DAL","LAL","2.3","1.65","3500"
"Nick Johnson","SG","PG","DEN","OKC","2.9","1.78","0"
"Andrew Nicholson","PF","PF","ORL","CHI","2.2","1.53","3500"
"Johnny O'Bryant III","PF","PF","MIL","TOR","2.8","1.67","0"
"Jason Terry","G","PG","HOU","MIA","2.8","1.56","3500"
"Troy Daniels","PG","SG","CHA","ATL","2.7","1.09","3500"
"Justin Holiday","GF","SG","ATL","CHA","2.9","1.56","3500"
"Joey Dorsey","FC","C","DEN","OKC","2.9","2.13","0"
"Tony Snell","GF","SF","CHI","ORL","2.4","1.19","3800"
"James Ennis","GF","SF","MIA","HOU","2.4","1.43","3500"
"Cady Lalanne","PF","PF","SA","BOS","2.1","1.43","0"
"Dakari Johnson","C","C","OKC","DEN","1.7","1.01","0"
"Cameron Payne","PG","PG","OKC","DEN","1.7","1.01","3500"
"Steve Novak","F","PF","OKC","DEN","1.7","1.01","3500"
"Tyler Harvey","SG","SF","ORL","CHI","1.8","1.01","0"
"Bobby Portis","PF","PF","CHI","ORL","1.5","1.21","3800"
"E'Twaun Moore","G","SG","CHI","ORL","2.1","1.19","3500"
"Anthony Bennett","F","PF","TOR","MIL","1.9","1.53","3500"
"Clint Capela","FC","C","HOU","MIA","2.6","1.93","4500"
"Josh McRoberts","FC","PF","MIA","HOU","2.1","1.65","3900"
"Kyle Anderson","SF","SF","SA","BOS","2","1.21","3500"
"Perry Jones III","F","SF","BOS","SA","2.4","1.01","0"
"Shelvin Mack","PG","PG","ATL","CHA","1.7","1.27","3500"
"Norman Powell","SG","SG","TOR","MIL","1.3","1.01","3500"
"Delon Wright","PG","PG","TOR","MIL","1.3","1.01","3500"
"Rashad Vaughn","SG","SG","MIL","TOR","1.7","0.91","3700"
"Damien Inglis","SF","SF","MIL","TOR","1.7","0.91","3500"
"Jorge Gutierrez","PG","PG","MIL","TOR","2","1.41","0"
"Jordan Mickey","PF","PF","BOS","SA","1.3","1.01","3500"
"R.J. Hunter","SG","SG","BOS","SA","1.3","1.01","3800"
"Terry Rozier","PG","PG","BOS","SA","1.3","1.01","3500"
"Andre Roberson","GF","SG","OKC","DEN","1.5","0.81","3500"
"Josh Richardson","SG","SG","MIA","HOU","1.4","1.01","3500"
"Montrezl Harrell","PF","PF","HOU","MIA","1.3","1.01","3600"
"Reggie Williams","GF","SG","SA","BOS","1.1","0.42","0"
"Tyler Hansbrough","FC","PF","CHA","ATL","1.1","0.66","3500"
"Cameron Bairstow","FC","C","CHI","ORL","0.8","0.44","3500"
"JaVale McGee","C","C","DAL","LAL","0","0","3700"
"Wesley Matthews","GF","SF","DAL","LAL","0","0","6000"
"Jusuf Nurkic","C","C","DEN","OKC","0","0","4000"
"Mike Miller","GF","SF","DEN","OKC","5","0","3500"
"Wilson Chandler","GF","SF","DEN","OKC","0","0","6200"
"Mike Dunleavy","GF","SF","CHI","ORL","0","0","4200"
"Bruno Caboclo","SF","SF","TOR","MIL","0.1","0","3500"
"Tyler Ennis","PG","PG","MIL","TOR","0","0","3500"
"Lucas Nogueira","C","C","TOR","MIL","0.1","0","3500"
"Sam Dekker","SF","SF","HOU","MIA","0.1","0","3500"
"Andre Dawkins","SG","SG","MIA","HOU","0.1","0","0"
"K.J. McDaniels","SF","SG","HOU","MIA","0.1","0","3500"
"Dimitrios Agravanis","PF","","ATL","CHA","0","0","0"
"Michael Kidd-Gilchrist","SF","SG","CHA","ATL","0","0","0"
"Thabo Sefolosha","GF","SG","ATL","CHA","0","0","4200"
