name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Quincy Acy","SAC","TOR","0.815718","5.3","3.78","3500"
"C","Steven Adams","OKC","BOS","0.963802","24.6","19.84","4300"
"SG","Jordan Adams","MEM","MIN","0.793472","2.7","1.86","3500"
"SG","Tony Allen","MEM","MIN","0.793472","22.9","18.25","4300"
"SF","Al-Farouq Aminu","POR","CHA","0.732755","31.4","27.22","5900"
"C","Joel Anthony","DET","LAL","1.11049","6.6","5.28","3500"
"PG","D.J. Augustin","OKC","BOS","0.683828","20","14.77","3500"
"SF","Matt Barnes","MEM","MIN","0.738724","23.2","15.42","3500"
"PF","Brandon Bass","LAL","DET","1.00883","18.4","14.68","3800"
"SF","Nicolas Batum","CHA","POR","0.631813","34.4","23.36","6900"
"C","Aron Baynes","DET","LAL","1.11049","13.6","10.9","3500"
"SG","Marco Belinelli","SAC","TOR","0.799271","28.8","22.05","3900"
"PF","Anthony Bennett","TOR","SAC","0.964562","2.7","2.17","3500"
"C","Bismack Biyombo","TOR","SAC","1.06148","18.1","15.43","4000"
"SF","Nemanja Bjelica","MIN","MEM","0.842292","28.7","19.25","4700"
"C","Tarik Black","LAL","DET","0.785069","14.6","10.28","3600"
"PG","Steve Blake","DET","LAL","0.87544","16.6","10.62","3500"
"PF","Trevor Booker","UTAH","ATL","0.896174","19.1","14.34","3800"
"SG","Avery Bradley","BOS","OKC","0.88412","0","0","5500"
"SG","Kobe Bryant","LAL","DET","0.809815","32.6","28.64","7200"
"SF","Reggie Bullock","DET","LAL","0.81713","3","1.63","3500"
"PG","Trey Burke","UTAH","ATL","0.834735","17.9","14.72","5200"
"SG","Alec Burks","UTAH","ATL","0.839417","31.5","22.12","5400"
"SF","Caron Butler","SAC","TOR","0.741292","11.2","6.34","3500"
"SF","Bruno Caboclo","TOR","SAC","0.813896","0.1","0","3500"
"SG","Kentavious Caldwell-Pope","DET","LAL","0.740718","35.1","22.18","5100"
"SF","DeMarre Carroll","TOR","SAC","0.813896","33.2","25.84","5900"
"SF","Vince Carter","MEM","MIN","0.738724","15.3","9.07","3500"
"SF","Omri Casspi","SAC","TOR","0.741292","21.7","20.6","4100"
"C","Willie Cauley-Stein","SAC","TOR","1.02244","23.8","17.71","4500"
"PG","Mario Chalmers","MEM","MIN","0.806667","23.3","17.58","4000"
"PG","Jordan Clarkson","LAL","DET","0.780718","32.5","25.77","6000"
"PF","Nick Collison","OKC","BOS","0.860807","12","8.53","3600"
"PG","Darren Collison","SAC","TOR","0.746875","0","0","5500"
"PG","Mike Conley","MEM","MIN","0.806667","32","28.84","6300"
"SG","Pat Connaughton","POR","CHA","0.760231","1","0.54","3500"
"C","Jack Cooley","UTAH","ATL","1.09061","0.7","0.44","0"
"C","DeMarcus Cousins","SAC","TOR","1.02244","34.9","41.65","10500"
