name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Quincy Acy","SAC","CHA","1.05076","3.1","1.97","3500"
"SG","Arron Afflalo","NY","MIA","0.670076","28.6","16.7","4600"
"PF","Louis Amundson","NY","MIA","0.835972","3.4","2.51","3500"
"SG","James Anderson","SAC","CHA","0.750382","4.3","3.09","3500"
"SG","Giannis Antetokounmpo","MIL","DET","0.772049","36","30.27","7000"
"SF","Carmelo Anthony","NY","MIA","0.815243","36.1","31.75","9000"
"C","Joel Anthony","DET","MIL","0.927276","4","2.33","3500"
"SF","Nicolas Batum","CHA","SAC","0.79","32.3","25.78","6800"
"PG","Jerryd Bayless","MIL","DET","0.806597","31.4","22.52","4100"
"C","Aron Baynes","DET","MIL","0.927276","11.7","8.33","3500"
"SG","Marco Belinelli","SAC","CHA","0.750382","27.9","17.69","3800"
"SF","Nemanja Bjelica","MIN","PHI","0.956131","27.9","20.4","4000"
"PG","Steve Blake","DET","MIL","0.798455","17.8","11.07","3500"
"PF","Trevor Booker","UTAH","OKC","0.894132","18.2","13.49","3600"
"PG","Trey Burke","UTAH","OKC","0.851233","26.5","20.25","4900"
"SG","Alec Burks","UTAH","OKC","0.839358","28.8","20.35","5400"
"SF","Caron Butler","SAC","CHA","0.733385","2.4","1.41","3500"
"PG","Jose Calderon","NY","MIA","0.753524","26.3","18.36","4700"
"SG","Kentavious Caldwell-Pope","DET","MIL","0.719455","33.7","21.22","4900"
"PG","Isaiah Canaan","PHI","MIN","0.854647","26.1","19.27","4000"
"PG","Michael Carter-Williams","MIL","DET","0.806597","33.4","31.38","6100"
"SF","Omri Casspi","SAC","CHA","0.733385","29.3","20.74","4200"
"C","Willie Cauley-Stein","SAC","CHA","0.94066","20.3","14.99","4000"
"PG","Darren Collison","SAC","CHA","0.80217","32.9","28.65","5200"
"C","Jack Cooley","UTAH","OKC","0.84408","0.8","0.54","0"
"SF","Chris Copeland","MIL","DET","0.649722","2.9","1.88","3500"
"C","DeMarcus Cousins","SAC","CHA","0.94066","33.9","40.03","10600"
"SF","Robert Covington","PHI","MIN","0.734948","28.6","24.08","5600"
"SG","Jared Cunningham","CLE","ORL","0.700641","1.9","1.02","3500"
"SG","Seth Curry","SAC","CHA","0.750382","0.1","0","3500"
"SG","Troy Daniels","CHA","SAC","0.836154","0.1","0","3500"
"C","Dewayne Dedmon","ORL","CLE","0.840401","18.4","14.34","3700"
"PG","Matthew Dellavedova","CLE","ORL","0.952997","24.3","16.33","4200"
"C","Gorgui Dieng","MIN","PHI","1.07269","20.6","18.79","4000"
"PG","Spencer Dinwiddie","DET","MIL","0.798455","4.4","2.98","3500"
"C","Andre Drummond","DET","MIL","0.927276","34.4","36.6","9700"
"SF","Cleanthony Early","NY","MIA","0.815243","0.8","0.32","3500"
"PG","Tyler Ennis","MIL","DET","0.806597","17.1","10.84","3500"
"PF","Derrick Favors","UTAH","OKC","0.894132","32.1","32.43","8100"
"SG","Evan Fournier","ORL","CLE","0.756234","36.3","26.1","5900"
"PF","Channing Frye","ORL","CLE","0.813045","16.6","10.49","3500"
"SG","Langston Galloway","NY","MIA","0.670076","26.1","17.38","4700"
"PF","Kevin Garnett","MIN","PHI","1.03961","16.7","13.05","3600"
"SF","Rudy Gay","SAC","CHA","0.733385","36.9","36.55","7500"
"C","Rudy Gobert","UTAH","OKC","0.84408","30.1","27.79","7300"
"PF","Aaron Gordon","ORL","CLE","0.813045","20.5","12.72","4000"
"SG","Danny Granger","DET","MIL","0.719455","2.9","1.53","0"
"PG","Jerian Grant","NY","MIA","0.753524","22.2","16.11","3500"
"PF","Jerami Grant","PHI","MIN","0.86742","28.1","23.89","4500"
"SF","P.J. Hairston","CHA","SAC","0.79","19.8","12.86","3500"
"PF","Tyler Hansbrough","CHA","SAC","1.01415","1.7","1.4","3500"
"SF","Tobias Harris","ORL","CLE","0.766266","32.1","25.76","6800"
"SG","Joe Harris","CLE","ORL","0.700641","0.1","0","3500"
"PG","Aaron Harrison","CHA","SAC","0.856555","0.1","0","3500"
"C","Spencer Hawes","CHA","SAC","1.04784","17","13.89","3600"
