name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"C","Steven Adams","OKC","DAL","0.8975","23.5","17.87","4100"
"C","Cole Aldrich","LAC","TOR","0.988269","13.2","10.55","3500"
"PF","Cliff Alexander","POR","LAL","0.983333","1.6","1.11","3500"
"SF","Al-Farouq Aminu","POR","LAL","0.834924","30.4","25.46","6000"
"SF","Justin Anderson","DAL","OKC","0.749392","6.5","4.59","3500"
"PG","D.J. Augustin","OKC","DAL","0.837837","19.5","14.57","3500"
"SG","Chris Babb","GS","DEN","0.907436","0.1","0","0"
"SG","Leandro Barbosa","GS","DEN","0.907436","14.5","11.78","3500"
"C","Andrea Bargnani","BKN","BOS","0.950246","21.1","17.05","3500"
"SF","Harrison Barnes","GS","DEN","0.693038","31","23.74","5400"
"PF","Brandon Bass","LAL","POR","0.876587","20.8","15.01","3700"
"PF","Anthony Bennett","TOR","LAC","0.910417","1.2","0.56","3500"
"C","Bismack Biyombo","TOR","LAC","0.987205","15.8","12.37","3500"
"C","Tarik Black","LAL","POR","1.06949","10.6","8.4","3500"
"SF","Bojan Bogdanovic","BKN","BOS","0.792083","25.6","16.02","3700"
"C","Andrew Bogut","GS","DEN","0.995513","24","22.06","4800"
"SG","Avery Bradley","BOS","BKN","0.827388","27.5","19.71","5800"
"SG","Markel Brown","BKN","BOS","0.788354","13.8","8.46","3500"
"SG","Kobe Bryant","LAL","POR","0.825978","32.7","29.46","7200"
"SF","Bruno Caboclo","TOR","LAC","0.73","0.1","0","3500"
"SF","DeMarre Carroll","TOR","LAC","0.73","32.8","23.23","5900"
"PG","Jordan Clarkson","LAL","POR","0.890497","33.4","26.66","5900"
"PF","Nick Collison","OKC","DAL","1.01832","2.1","1.65","3600"
"SG","Pat Connaughton","POR","LAL","0.751629","1.2","0.74","3500"
"SG","Allen Crabbe","POR","LAL","0.751629","22.6","13.23","3500"
"SG","Jamal Crawford","LAC","TOR","0.78766","30.4","24.18","4800"
"SF","Jae Crowder","BOS","BKN","0.829375","31","23.45","5400"
"PF","Ed Davis","POR","LAL","0.983333","24.7","21.73","4500"
"PF","Branden Dawson","LAC","TOR","0.843958","1.4","0.91","3500"
"SG","DeMar DeRozan","TOR","LAC","0.807847","37.6","36.84","7600"
"SF","Kevin Durant","OKC","DAL","0.659028","0","0","10300"
"SG","Wayne Ellington","BKN","BOS","0.788354","3.5","2.2","3500"
"PF","Jeremy Evans","DAL","OKC","0.894132","9.6","7.06","3500"
"C","Festus Ezeli","GS","DEN","0.995513","20.2","17.88","4400"
"PG","Raymond Felton","DAL","OKC","0.851233","23.4","17.18","3500"
"PG","Tim Frazier","POR","LAL","0.955568","1","0.82","3500"
"PF","Draymond Green","GS","DEN","0.888237","31.3","32","7800"
"PF","Blake Griffin","LAC","TOR","0.843958","36.7","42.21","9600"
"SF","Maurice Harkless","POR","LAL","0.834924","20.8","13.44","3500"
"SG","Devin Harris","DAL","OKC","0.839358","26.2","20.96","3900"
"SG","Gerald Henderson","POR","LAL","0.751629","16.6","10.01","3700"
"C","Roy Hibbert","LAL","POR","1.06949","29.4","24.93","5400"
"SF","Rondae Hollis-Jefferson","BKN","BOS","0.792083","22","16.42","3800"
"PG","Marcelo Huertas","LAL","POR","0.890497","3.7","2.37","3500"
"PF","Serge Ibaka","OKC","DAL","1.01832","31.1","26.25","6600"
"SF","Andre Iguodala","GS","DEN","0.693038","29.3","22.56","4700"
"PG","Jarrett Jack","BKN","BOS","0.697595","31.4","25.56","6300"
"SG","John Jenkins","DAL","OKC","0.839358","6.1","4.7","3600"
"PF","Jonas Jerebko","BOS","BKN","0.842604","3.5","2.79","3500"
"SG","Joe Johnson","BKN","BOS","0.788354","34.5","23.56","6000"
"C","Amir Johnson","BOS","BKN","1.04697","25.4","21.25","5000"
"SF","Wesley Johnson","LAC","TOR","0.708814","13.3","7.51","3500"
"SF","James Johnson","TOR","LAC","0.73","15.8","14.15","3500"
"C","DeAndre Jordan","LAC","TOR","0.988269","30","26.06","7400"
"PG","Cory Joseph","TOR","LAC","0.886997","25.8","17.69","4400"
"C","Chris Kaman","POR","LAL","1.03625","17.9","15.36","3700"
"C","Enes Kanter","OKC","DAL","0.8975","22","21.48","6300"
"SF","Sergey Karasev","BKN","BOS","0.792083","0.2","0.1","3500"
"SF","Ryan Kelly","LAL","POR","0.675112","4.3","2.42","3700"
"PG","Shane Larkin","BKN","BOS","0.697595","17.1","11.39","4300"
"PF","David Lee","BOS","BKN","0.842604","20.3","18.51","4200"
"C","Meyers Leonard","POR","LAL","1.03625","0","0","4400"
"PG","Damian Lillard","POR","LAL","0.955568","36.8","38.36","9000"
"PG","Shaun Livingston","GS","DEN","0.951218","22","16.14","3500"
"C","Brook Lopez","BKN","BOS","0.950246","32.9","35.05","8000"
"PG","Kyle Lowry","TOR","LAC","0.886997","36.5","35.97","8700"
"SG","Wesley Matthews","DAL","OKC","0.839358","32.3","22.4","4700"
"PF","James Michael McAdoo","GS","DEN","0.888237","1.9","1.75","3500"
"SG","C.J. McCollum","POR","LAL","0.751629","35.3","29.69","6400"
"PF","Mitch McGary","OKC","DAL","1.01832","1.6","1.25","3500"
"C","JaVale McGee","DAL","OKC","0.84408","0","0","3700"
"C","Salah Mejri","DAL","OKC","0.84408","1.1","0.71","3500"
"PF","Jordan Mickey","BOS","BKN","0.842604","1.4","0.81","3500"
