name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SF","Luis Montero","POR","LAL","0.834924","4.7","2.88","3500"
"SG","Anthony Morrow","OKC","DAL","0.723413","14.6","8.78","3500"
"PF","Larry Nance Jr.","LAL","POR","0.876587","20.3","13.42","3500"
"C","Lucas Nogueira","TOR","LAC","0.987205","0.1","0","3500"
"SF","Steve Novak","OKC","DAL","0.659028","0.1","0","3500"
"PF","Dirk Nowitzki","DAL","OKC","0.894132","32.2","29.58","6700"
"C","Kelly Olynyk","BOS","BKN","1.04697","21.9","20.1","3800"
"C","Zaza Pachulia","DAL","OKC","0.84408","29.1","27.03","6000"
"SF","Chandler Parsons","DAL","OKC","0.749392","19.3","14.21","4900"
"PF","Patrick Patterson","TOR","LAC","0.910417","24.8","16.23","3600"
"PG","Chris Paul","LAC","TOR","0.780465","36","37.92","8900"
"SF","Paul Pierce","LAC","TOR","0.708814","24.9","17.16","3600"
"C","Mason Plumlee","POR","LAL","1.03625","27.6","26.12","5700"
"PF","Dwight Powell","DAL","OKC","0.894132","22.9","19.91","4600"
"SG","Norman Powell","TOR","LAC","0.807847","2.4","1.51","3500"
"PG","Pablo Prigioni","LAC","TOR","0.780465","1.8","1.31","3600"
"PF","Julius Randle","LAL","POR","0.876587","30","24.13","5700"
"SG","J.J. Redick","LAC","TOR","0.78766","29.9","21.5","4500"
"PG","Austin Rivers","LAC","TOR","0.780465","23","14.44","3800"
"SG","Andre Roberson","OKC","DAL","0.723413","21.5","14.63","3500"
"PF","Thomas Robinson","BKN","BOS","0.880455","12.6","10.69","3500"
"SG","Terrence Ross","TOR","LAC","0.807847","21.7","13.71","3500"
"PG","Terry Rozier","BOS","BKN","0.909038","2.5","1.63","3500"
"SG","Brandon Rush","GS","DEN","0.907436","1.6","0.91","3500"
"PG","D'Angelo Russell","LAL","POR","0.890497","27.4","20.03","5100"
"C","Robert Sacre","LAL","POR","1.06949","2.8","1.97","3500"
"PF","Luis Scola","TOR","LAC","0.910417","28.2","26.51","4400"
"SF","Kyle Singler","OKC","DAL","0.659028","13.6","6.94","3500"
"PG","Donald Sloan","BKN","BOS","0.697595","3.3","1.81","3500"
"PG","Marcus Smart","BOS","BKN","0.909038","30.9","21.96","5300"
"PF","Josh Smith","LAC","TOR","0.843958","15.2","11.3","3900"
"PF","Marreese Speights","GS","DEN","0.888237","2.8","2.51","3500"
"SG","Lance Stephenson","LAC","TOR","0.78766","3.5","2.45","3500"
"PF","Jared Sullinger","BOS","BKN","0.842604","27.4","26.37","6000"
"PG","Isaiah Thomas","BOS","BKN","0.909038","33.3","32.36","7500"
"PF","Jason Thompson","GS","DEN","0.888237","1.3","1.08","3700"
"SG","Klay Thompson","GS","DEN","0.907436","32.6","32.76","6300"
"SF","Evan Turner","BOS","BKN","0.829375","25.1","18.78","5300"
"C","Jonas Valanciunas","TOR","LAC","0.987205","28.4","24.65","5700"
"PF","Charlie Villanueva","DAL","OKC","0.894132","3.7","3.25","3500"
"PF","Noah Vonleh","POR","LAL","0.983333","13.9","10.31","3500"
"SG","Dion Waiters","OKC","DAL","0.723413","27.2","18.77","4600"
"PG","Russell Westbrook","OKC","DAL","0.837837","37.9","45.97","11900"
"SG","C.J. Wilcox","LAC","TOR","0.78766","0.6","0.47","3500"
"PG","Deron Williams","DAL","OKC","0.851233","33","29.55","6600"
"SG","Louis Williams","LAL","POR","0.825978","30","25.25","4700"
"SF","Metta World Peace","LAL","POR","0.675112","23.9","16.6","3500"
"PG","Delon Wright","TOR","LAC","0.886997","1.4","0.79","3500"
"PF","Thaddeus Young","BKN","BOS","0.880455","31.9","25.97","6400"
"SF","James Young","BOS","BKN","0.829375","0.1","0","3500"
"SG","Nick Young","LAL","POR","0.825978","26","19.48","3500"
"C","Tyler Zeller","BOS","BKN","1.04697","1.6","1.45","3700"
