name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SF","Caron Butler","SAC","DET","0.649613","10.3","5.66","3500"
"PG","Jose Calderon","NY","CHA","0.803264","26.4","17.89","4400"
"SG","Kentavious Caldwell-Pope","DET","SAC","0.875104","34.7","23.55","5200"
"PG","Isaiah Canaan","PHI","TOR","0.746637","29","21.01","4800"
"C","Clint Capela","HOU","BKN","0.929702","19.4","18.23","4700"
"SF","DeMarre Carroll","TOR","PHI","0.958542","28.2","21.9","6000"
"PG","Michael Carter-Williams","MIL","DEN","1.03455","29.8","27.56","7000"
"SF","Omri Casspi","SAC","DET","0.649613","27.4","19.79","4200"
"C","Willie Cauley-Stein","SAC","DET","0.742768","26.5","20.21","4700"
"PG","Jordan Clarkson","LAL","ORL","0.993828","27.8","22.5","6300"
"PG","Darren Collison","SAC","DET","0.808482","31.1","26.76","5500"
"SF","Chris Copeland","MIL","DEN","0.699167","12.3","7.65","3500"
"C","DeMarcus Cousins","SAC","DET","0.742768","34","39.72","10200"
"SG","Jamal Crawford","LAC","DAL","0.742674","24.2","20.18","4400"
"SF","Jae Crowder","BOS","IND","0.712318","26.2","17.54","4700"
"PF","Dante Cunningham","NO","ATL","0.922107","21.2","10.68","3900"
"PG","Stephen Curry","GS","MEM","0.896224","38.1","39.16","10700"
"PF","Anthony Davis","NO","ATL","0.922107","37.7","40.47","10800"
"C","Dewayne Dedmon","ORL","LAL","1.03267","24.6","22.12","4100"
"SG","DeMar DeRozan","TOR","PHI","0.637619","35.6","33.51","7600"
"PF","Boris Diaw","SA","POR","0.864974","21.5","14.61","3900"
"C","Andre Drummond","DET","SAC","1.13578","32.2","33.25","9900"
"C","Tim Duncan","SA","POR","1.07841","34.7","37.25","6800"
"SG","Wayne Ellington","BKN","HOU","0.760089","18.6","12.03","3500"
"SG","Monta Ellis","IND","BOS","0.925469","37.8","34.21","6300"
"PG","Tyler Ennis","MIL","DEN","1.03455","23.3","18.57","3500"
"PF","Jeremy Evans","DAL","LAC","0.800792","13.8","9.72","3500"
"C","Festus Ezeli","GS","MEM","0.856094","24.1","20.34","4300"
"PF","Kenneth Faried","DEN","MIL","0.983631","31.5","27.31","6800"
"PG","Raymond Felton","DAL","LAC","0.830833","24.7","17.27","3600"
"SG","Evan Fournier","ORL","LAL","0.738715","35.4","25.87","5500"
"SG","Randy Foye","DEN","MIL","0.765298","19.1","11.74","3500"
"PF","Channing Frye","ORL","LAL","1.07149","24.4","16.48","3700"
"SF","Danilo Gallinari","DEN","MIL","0.701637","33.3","29.29","6400"
"SG","Langston Galloway","NY","CHA","0.778958","27.8","19.88","4800"
"SF","Rudy Gay","SAC","DET","0.649613","36","31.49","7400"
"SF","Alonzo Gee","NO","ATL","0.730648","3.8","2.08","3500"
"SF","Paul George","IND","BOS","0.802333","36.7","34.07","8900"
"SG","Manu Ginobili","SA","POR","0.823542","23.8","21.37","4700"
"PF","Aaron Gordon","ORL","LAL","1.07149","20.8","16.14","3900"
"SG","Eric Gordon","NO","ATL","0.810787","34.5","25.04","5500"
"PG","Jerian Grant","NY","CHA","0.803264","21.4","13.86","4100"
"PF","Jerami Grant","PHI","TOR","0.884097","26.9","21.18","4200"
"PF","Draymond Green","GS","MEM","1.03523","31.5","24.31","7800"
"SG","Danny Green","SA","POR","0.823542","31","26.11","4200"
"SG","James Harden","HOU","BKN","0.795714","36.4","41.32","10100"
"PF","Montrezl Harrell","HOU","BKN","0.843056","12.9","10.27","3500"
"SF","Tobias Harris","ORL","LAL","0.836771","33.7","30.31","6500"
"SG","Devin Harris","DAL","LAC","0.824941","25.8","17.9","4100"
"SG","Gary Harris","DEN","MIL","0.765298","27.6","18.31","3800"
"PF","John Henson","MIL","DEN","0.872381","21.2","20.38","4500"
"SF","Mario Hezonja","ORL","LAL","0.836771","18.8","13.43","3500"
"C","Roy Hibbert","LAL","ORL","0.936875","24.4","19.83","5400"
"PF","J.J. Hickson","DEN","MIL","0.983631","25.1","18.9","4400"
"C","Jordan Hill","IND","BOS","0.93275","28.2","24.73","4800"
"PG","George Hill","IND","BOS","0.767292","34.7","31.23","6700"
"PG","Jrue Holiday","NO","ATL","0.813449","23.7","21.39","5900"
"SF","Rondae Hollis-Jefferson","BKN","HOU","0.901577","24.3","19.72","3600"
"PF","Richaun Holmes","PHI","TOR","0.884097","21","15.27","3700"
"C","Dwight Howard","HOU","BKN","0.929702","33.5","37.05","8100"
"SF","Andre Iguodala","GS","MEM","0.823932","30.8","21.58","4700"
"PF","Ersan Ilyasova","DET","SAC","0.98237","29.6","23.74","4400"
"PG","Jarrett Jack","BKN","HOU","0.912679","34.1","30.18","6200"
"PG","Reggie Jackson","DET","SAC","0.816641","33.4","29.38","8200"
"SG","John Jenkins","DAL","LAC","0.824941","14","8.96","3600"
"PF","Jonas Jerebko","BOS","IND","0.869635","3.7","2.32","3500"
"SG","Joe Johnson","BKN","HOU","0.760089","34.7","24.33","6200"
"C","Amir Johnson","BOS","IND","1.01898","24.1","18.02","4900"
"SF","Wesley Johnson","LAC","DAL","0.598542","11.3","7.29","3600"
"SF","James Johnson","TOR","PHI","0.958542","12.1","10.52","3600"
"SF","Stanley Johnson","DET","SAC","0.818594","19.3","14.84","3900"
"C","Nikola Jokic","DEN","MIL","0.898155","20.9","14.7","3500"
"C","DeAndre Jordan","LAC","DAL","0.935243","30.5","26.99","8000"
"PG","Cory Joseph","TOR","PHI","0.928125","25.7","19.33","3700"
"SF","Ryan Kelly","LAL","ORL","0.730547","25.1","15.93","4000"
"C","Kosta Koufos","SAC","DET","0.742768","23.6","19.01","4300"
"PG","Shane Larkin","BKN","HOU","0.912679","18.9","12.25","3900"
"PF","Joffrey Lauvergne","DEN","MIL","0.983631","13.4","11.14","4000"
"PG","Ty Lawson","HOU","BKN","0.872113","35","30.53","6600"
"PF","David Lee","BOS","IND","0.869635","24.3","21.61","5000"
"SF","Kawhi Leonard","SA","POR","0.571771","36.6","40.13","8300"
"PG","Shaun Livingston","GS","MEM","0.896224","13.5","8.94","3500"
"C","Brook Lopez","BKN","HOU","0.994167","29.9","30.92","7900"
"C","Robin Lopez","NY","CHA","0.905278","27.7","21.7","4600"
"PG","Kyle Lowry","TOR","PHI","0.928125","34.8","37.07","8000"
"C","Ian Mahinmi","IND","BOS","0.93275","24.8","15.14","4500"
"SG","Roy Devyn Marble","ORL","LAL","0.738715","13.7","7.01","3500"
"C","Boban Marjanovic","SA","POR","1.07841","5.8","4.17","3500"
"SG","Wesley Matthews","DAL","LAC","0.824941","28.4","20.96","5300"
"SG","O.J. Mayo","MIL","DEN","0.901875","20.4","16.49","3800"
"PG","Ray McCallum","SA","POR","1.01656","17.8","11.35","3500"
"PG","T.J. McConnell","PHI","TOR","0.746637","26.7","19.12","4900"
"SG","Ben McLemore","SAC","DET","0.821726","18.6","11.72","3500"
"SF","Khris Middleton","MIL","DEN","0.699167","34.5","27.19","5800"
"SF","C.J. Miles","IND","BOS","0.802333","29.7","22.06","4600"
"PG","Patrick Mills","SA","POR","1.01656","23.2","16.85","3900"
"C","Greg Monroe","MIL","DEN","1.02616","34.7","38.9","8200"
"SF","Marcus Morris","DET","SAC","0.818594","33.8","26.29","5900"
"PF","Donatas Motiejunas","HOU","BKN","0.843056","25.5","21.17","6400"
"PG","Emmanuel Mudiay","DEN","MIL","0.859821","26.1","19.65","5800"
"PG","Shabazz Napier","ORL","LAL","0.980625","11.9","8.37","3500"
"PG","Jameer Nelson","DEN","MIL","0.859821","27.7","21.41","4500"
"PF","Andrew Nicholson","ORL","LAL","1.07149","2.7","1.98","3500"
"PF","Nerlens Noel","PHI","TOR","0.884097","31.4","25.22","7400"
"PF","Dirk Nowitzki","DAL","LAC","0.800792","29.6","29.45","6500"
"C","Jahlil Okafor","PHI","TOR","0.999316","31.7","25.81","6400"
"SG","Victor Oladipo","ORL","LAL","0.738715","36.3","33.2","7900"
"C","Kelly Olynyk","BOS","IND","1.01898","24.3","20.26","3700"
"C","Kyle O'Quinn","NY","CHA","0.905278","20.1","14.57","4400"
"C","Zaza Pachulia","DAL","LAC","1.06345","27","25.44","5400"
"PF","Jabari Parker","MIL","DEN","0.872381","19.9","14.39","5600"
"PG","Tony Parker","SA","POR","1.01656","28.4","24.74","4800"
"SF","Chandler Parsons","DAL","LAC","0.741637","19.4","15.93","5700"
"PF","Patrick Patterson","TOR","PHI","1.00821","23.7","15.99","3800"
"PG","Chris Paul","LAC","DAL","0.806562","37.2","42.5","9100"
"PG","Elfrid Payton","ORL","LAL","0.980625","31.7","26.66","6500"
"C","Kendrick Perkins","NO","ATL","1.09146","14.5","9.63","3500"
"SF","Paul Pierce","LAC","DAL","0.598542","28.4","18.84","3700"
"C","Miles Plumlee","MIL","DEN","1.02616","6.7","5.26","3500"
"PF","Kristaps Porzingis","NY","CHA","1.03462","35.4","24.89","5400"
"PF","Dwight Powell","DAL","LAC","0.800792","3.6","3.27","4600"
"PF","Julius Randle","LAL","ORL","0.811696","35.2","31.19","5900"
"SG","J.J. Redick","LAC","DAL","0.742674","34.7","22.92","4800"
"PG","Austin Rivers","LAC","DAL","0.806562","21.7","13","3500"
"PF","Thomas Robinson","BKN","HOU","1.14635","13","11.43","4000"
"SF","Glenn Robinson III","IND","BOS","0.802333","4.5","2.74","3500"
"PG","Rajon Rondo","SAC","DET","0.808482","31.1","26.6","6400"
"SG","Terrence Ross","TOR","PHI","0.637619","18","10.99","3500"
"PG","D'Angelo Russell","LAL","ORL","0.993828","27.3","19.93","5100"
"SF","JaKarr Sampson","PHI","TOR","0.711071","18.5","11.25","3500"
"PF","Luis Scola","TOR","PHI","1.00821","23.2","22.01","4300"
"PF","Kevin Seraphin","NY","CHA","1.03462","15.8","11.24","3500"
"PF","Josh Smith","LAC","DAL","1.10063","16.9","13.05","4200"
"PF","Jason Smith","ORL","LAL","1.07149","12.6","8.99","3500"
"PF","Marreese Speights","GS","MEM","1.03523","12.6","11.61","3500"
"SG","Nik Stauskas","PHI","TOR","0.805089","30.3","19.56","4400"
"SG","Lance Stephenson","LAC","DAL","0.742674","24.6","15.32","3500"
"SG","Rodney Stuckey","IND","BOS","0.925469","25.9","20.51","4700"
"PF","Jared Sullinger","BOS","IND","0.869635","24.3","22.97","5200"
"PG","Jason Terry","HOU","BKN","0.872113","3","2.03","3500"
"PG","Isaiah Thomas","BOS","IND","0.721615","32.8","29.55","7300"
"SF","Lance Thomas","NY","CHA","0.71934","4.5","2.25","3500"
"PF","Jason Thompson","GS","MEM","1.03523","20","12.99","4300"
"SG","Klay Thompson","GS","MEM","0.705677","35.8","31.52","6800"
"SF","Hollis Thompson","PHI","TOR","0.711071","26.2","15.87","3600"
"SG","Marcus Thornton","HOU","BKN","0.795714","34.7","26.7","4500"
"PF","Anthony Tolliver","DET","SAC","0.98237","21.6","12.19","3500"
"SF","Evan Turner","BOS","IND","0.712318","26.9","20.5","5700"
"PF","Myles Turner","IND","BOS","0.884542","21.4","15.99","3500"
"C","Jonas Valanciunas","TOR","PHI","1.03819","27","25.21","6300"
"PG","Greivis Vasquez","MIL","DEN","1.03455","25.3","18.5","4200"
"PF","Charlie Villanueva","DAL","LAC","0.800792","8.9","7.96","3500"
"C","Nikola Vucevic","ORL","LAL","1.03267","29.8","30.04","7800"
"SG","Sasha Vujacic","NY","CHA","0.778958","24.1","14.73","3500"
"PG","C.J. Watson","ORL","LAL","0.980625","5.4","4.02","3600"
"PF","David West","SA","POR","0.864974","18","13.95","4200"
"PF","Derrick Williams","NY","CHA","1.03462","15.2","9.13","4000"
"PG","Deron Williams","DAL","LAC","0.830833","29.3","23","6700"
"SG","Louis Williams","LAL","ORL","0.719375","32.8","27.88","5200"
"SF","Metta World Peace","LAL","ORL","0.730547","11.5","8.63","3600"
"PF","Thaddeus Young","BKN","HOU","1.14635","31.7","24.34","5700"
"SF","James Young","BOS","IND","0.712318","7.3","3.97","3500"
"SG","Nick Young","LAL","ORL","0.719375","19.2","14.45","3600"
"C","Tyler Zeller","BOS","IND","1.01898","8.8","6.25","4000"
