pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"C","Jonas Valanciunas","2015-11-17","TOR","GSW","6100","28.44","39","19","23.37","33.51","28.44"
"PG","Jose Calderon","2015-11-17","NYK","CHA","4400","14.42","27.5","6.7","8.2","20.64","14.42"
"PF","Josh McRoberts","2015-11-17","MIA","MIN","3500","8.59","18.1","0.4","2.98","14.2","8.59"
"SG","Josh Richardson","2015-11-17","MIA","MIN","3500","5.53","11.6","-1","0.38","10.69","5.535"
"PG","Jrue Holiday","2015-11-17","NOP","DEN","5600","20.36","29.4","12.2","14.41","26.3","20.355"
"SG","Justin Holiday","2015-11-17","ATL","BKN","3500","7.94","19.2","1.2","2","13.87","7.935"
"SF","Justise Winslow","2015-11-17","MIA","MIN","3700","15.43","24.1","5.8","10.12","20.75","15.435"
"C","Karl-Anthony Towns","2015-11-17","MIN","MIA","6800","32.59","54.8","18.3","21.21","43.97","32.59"
"SF","Kelly Oubre","2015-11-17","WAS","MIL","3500","10.07","13.6","5.2","6.51","13.62","10.065"
"PG","Kemba Walker","2015-11-17","CHA","NYK","7000","29.44","42.3","17.9","21.77","37.12","29.445"
"C","Kendrick Perkins","2015-11-17","NOP","DEN","3500","9.53","16.3","3.5","4.28","14.78","9.53"
"PF","Kenneth Faried","2015-11-17","DEN","NOP","7000","28.14","43.5","10.4","18.27","38.01","28.14"
"SG","Kent Bazemore","2015-11-17","ATL","BKN","5100","23.25","38.3","5.9","13.96","32.55","23.255"
"SG","Kentavious Caldwell-Pope","2015-11-17","DET","CLE","5100","22.52","27.8","15.2","17.96","27.09","22.525"
"PF","Kevin Garnett","2015-11-17","MIN","MIA","3700","12.12","26","2.4","5.07","19.17","12.12"
"PF","Kevin Love","2015-11-17","CLE","DET","7800","35.82","51.8","22.2","26.07","45.57","35.82"
"SG","Kevin Martin","2015-11-17","MIN","MIA","4700","19.14","28.8","3.7","11.94","26.35","19.145"
"PF","Kevin Seraphin","2015-11-17","NYK","CHA","3600","6.14","18.6","1.2","0.52","11.77","6.145"
"SF","Khris Middleton","2015-11-17","MIL","WAS","5700","23.47","36.3","8.4","15.04","31.9","23.47"
"SG","Klay Thompson","2015-11-17","GSW","TOR","6500","24.64","33.5","13.4","18.19","31.09","24.64"
"SF","Kostas Papanikolaou","2015-11-17","DEN","NOP","3500","6.56","13.7","0.2","1.05","12.07","6.56"
"PF","Kris Humphries","2015-11-17","WAS","MIL","4000","17","32","7.6","9.98","24.02","17"
"PF","Kristaps Porzingis","2015-11-17","NYK","CHA","5400","24.72","39.3","13.7","17.37","32.06","24.715"
"SG","Kyle Korver","2015-11-17","ATL","BKN","4800","19.07","45.9","8.9","8.25","29.89","19.07"
"PG","Kyle Lowry","2015-11-17","TOR","GSW","8600","38.37","54","22.3","29.05","47.69","38.37"
"C","Kyle O'Quinn","2015-11-17","NYK","CHA","3800","15.28","30.7","-1","6.31","24.25","15.28"
"SG","Lamar Patterson","2015-11-17","ATL","BKN","3500","7.98","12.9","3.2","4.27","11.69","7.98"
"SF","Lance Thomas","2015-11-17","NYK","CHA","3500","8.74","20.6","0.2","2.44","15.04","8.74"
"SG","Langston Galloway","2015-11-17","NYK","CHA","4700","20.83","31.4","4","13.96","27.7","20.83"
"SG","Leandro Barbosa","2015-11-17","GSW","TOR","3600","11.69","18.5","8","8.31","15.06","11.685"
"SF","LeBron James","2015-11-17","CLE","DET","10200","46.86","59.9","30.9","37.77","55.95","46.86"
"PF","Lou Amundson","2015-11-17","NYK","CHA","3500","9.48","19.3","2","2.92","16.03","9.475"
"C","Lucas Nogueira","2015-11-17","TOR","GSW","3500","3.5","5","2","2","5","3.5"
"PF","Luis Scola","2015-11-17","TOR","GSW","4300","20","38.9","7.6","10.88","29.12","20"
"SF","Luke Babbitt","2015-11-17","NOP","DEN","3500","12.33","21.1","6.4","7.56","17.09","12.325"
"SF","Luol Deng","2015-11-17","MIA","MIN","5100","18","30.8","9.4","11.6","24.4","18"
"C","Marcin Gortat","2015-11-17","WAS","MIL","6000","23.46","34.1","14.5","17.89","29.03","23.46"
"SF","Marcus Morris","2015-11-17","DET","CLE","6100","27.89","38.3","11.4","19.61","36.17","27.89"
"SG","Markel Brown","2015-11-17","BKN","ATL","3500","8.06","14.4","3","3.76","12.36","8.06"
"PF","Marreese Speights","2015-11-17","GSW","TOR","3500","11.1","22.3","3","5.05","17.15","11.1"
"PF","Marvin Williams","2015-11-17","CHA","NYK","5200","25.17","35.4","15.8","19.49","30.84","25.165"
"PG","Matthew Dellavedova","2015-11-17","CLE","DET","4200","19.13","28.5","12.9","13.66","24.6","19.13"
"PG","Michael Carter-Williams","2015-11-17","MIL","WAS","7000","30.82","39.7","23.9","25.34","36.3","30.82"
"SF","Mike Miller","2015-11-17","DEN","NOP","3500","5.28","11.4","1.4","1.59","8.97","5.28"
"PF","Mike Muscala","2015-11-17","ATL","BKN","3500","6.95","11.4","0.2","2.82","11.08","6.95"
"SF","Mike Scott","2015-11-17","ATL","BKN","3500","8.03","13.8","4.7","5.25","10.81","8.03"
"C","Miles Plumlee","2015-11-17","MIL","WAS","3500","5.63","20.6","0.2","-0.97","12.22","5.625"
"PG","Mo Williams","2015-11-17","CLE","DET","6100","26.61","44.2","11.5","16.46","36.76","26.61"
"SF","Nemanja Bjelica","2015-11-17","MIN","MIA","4400","20.53","39.7","5.2","11.72","29.34","20.53"
"PF","Nene Hilario","2015-11-17","WAS","MIL","4100","16.43","31.5","5.9","7.71","25.15","16.43"
"SF","Nicolas Batum","2015-11-17","CHA","NYK","7200","30","42.6","17.7","22.72","37.28","30"
"C","Nikola Jokic","2015-11-17","DEN","NOP","3500","13.34","22","1","7.12","19.56","13.34"
"SG","Norman Powell","2015-11-17","TOR","GSW","3500","6.33","15.3","1.2","0.91","11.74","6.325"
"C","Omer Asik","2015-11-17","NOP","DEN","3500","7.68","13.4","1.2","3.02","12.34","7.68"
"SF","Otto Porter","2015-11-17","WAS","MIL","5500","25.49","36","15.7","18.91","32.07","25.49"
"SF","P.J. Hairston","2015-11-17","CHA","NYK","3500","9.11","16","5.5","5.56","12.67","9.115"
"PF","Patrick Patterson","2015-11-17","TOR","GSW","3700","12.64","20.9","7.2","7.47","17.81","12.64"
"PF","Paul Millsap","2015-11-17","ATL","BKN","8300","37.35","45.4","20.6","30.69","44.02","37.355"
"PG","Ramon Sessions","2015-11-17","WAS","MIL","4100","16.64","26.9","10.9","11.07","22.21","16.64"
"SG","Randy Foye","2015-11-17","DEN","NOP","3600","10.38","18.7","-1","4.36","16.4","10.38"
"SG","Rashad Vaughn","2015-11-17","MIL","WAS","3500","4.36","13.4","-1","-0.63","9.35","4.36"
"SF","Reggie Bullock","2015-11-17","DET","CLE","3500","0.7","2.4","-1","-1","2.4","0.7"
"PG","Reggie Jackson","2015-11-17","DET","CLE","7600","33.61","55.5","23.3","23.99","43.23","33.61"
"SF","Richard Jefferson","2015-11-17","CLE","DET","3500","12.42","19.2","3.2","6.93","17.91","12.42"
"PG","Ricky Rubio","2015-11-17","MIN","MIA","7400","34.37","52.4","20.7","24.12","44.62","34.37"
"C","Robin Lopez","2015-11-17","NYK","CHA","4500","19.91","35.6","10.5","11.59","28.22","19.905"
"SF","Rondae Hollis-Jefferson","2015-11-17","BKN","ATL","3500","16.49","30.6","5.1","8.63","24.35","16.49"
"PF","Ryan Anderson","2015-11-17","NOP","DEN","5900","26.31","39.2","14.2","18.8","33.82","26.31"
"C","Sasha Kaun","2015-11-17","CLE","DET","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Sasha Vujacic","2015-11-17","NYK","CHA","3500","13.11","30.7","1.2","5.41","20.81","13.11"
"SF","Sergey Karasev","2015-11-17","BKN","ATL","3500","2.1","3.2","1","1","3.2","2.1"
"SF","Shabazz Muhammad","2015-11-17","MIN","MIA","3500","11.31","23.7","2.2","4.46","18.16","11.31"
"PG","Shane Larkin","2015-11-17","BKN","ATL","4100","13.49","26.6","1.7","5.69","21.29","13.49"
"PG","Shaun Livingston","2015-11-17","GSW","TOR","3500","10.82","15.8","5.2","8.21","13.43","10.82"
"PG","Shelvin Mack","2015-11-17","ATL","BKN","3500","0.4","0.4","0.4","0.4","0.4","0.4"
"PG","Spencer Dinwiddie","2015-11-17","DET","CLE","3700","1.2","1.2","1.2","1.2","1.2","1.2"
"C","Spencer Hawes","2015-11-17","CHA","NYK","3500","11.72","20.8","4.4","6.84","16.61","11.725"
"SF","Stanley Johnson","2015-11-17","DET","CLE","3900","14.54","28.4","2","7.33","21.76","14.545"
"PG","Stephen Curry","2015-11-17","GSW","TOR","11000","50.29","77.3","33.7","38.07","62.51","50.29"
"PG","Steve Blake","2015-11-17","DET","CLE","3500","9.18","16.3","0.5","4.79","13.56","9.175"
"SF","Tayshaun Prince","2015-11-17","MIN","MIA","3500","8.31","15.2","3.2","4.38","12.24","8.31"
"SG","Terrence Ross","2015-11-17","TOR","GSW","3500","10.44","23.8","2","2.36","18.53","10.445"
"SF","Thabo Sefolosha","2015-11-17","ATL","BKN","3900","17.44","22.9","10.8","14.28","20.6","17.44"
"PF","Thaddeus Young","2015-11-17","BKN","ATL","5800","28.41","47.5","16.4","19.74","37.08","28.41"
"PF","Thomas Robinson","2015-11-17","BKN","ATL","3800","11.9","22.4","2.9","5.99","17.81","11.9"
"C","Tiago Splitter","2015-11-17","ATL","BKN","3500","13.67","19.9","6.6","9.7","17.64","13.67"
"C","Timofey Mozgov","2015-11-17","CLE","DET","4200","16.43","21.9","6.4","12.11","20.75","16.43"
"PG","Toney Douglas","2015-11-17","NOP","DEN","3500","16.11","25.6","2","8.29","23.93","16.11"
"PF","Tristan Thompson","2015-11-17","CLE","DET","5300","21.12","31.1","10.8","14.68","27.56","21.12"
"SG","Troy Daniels","2015-11-17","CHA","NYK","3500","2.78","4","1.5","1.85","3.7","2.775"
"PG","Tyler Ennis","2015-11-17","MIL","WAS","3500","8.58","12.7","4.9","5.19","11.97","8.58"
"PF","Tyler Hansbrough","2015-11-17","CHA","NYK","3500","8.6","8.6","8.6","8.6","8.6","8.6"
"PG","Tyler Johnson","2015-11-17","MIA","MIN","4000","18.9","29.3","11.2","12.07","25.73","18.9"
"PG","Tyus Jones","2015-11-17","MIN","MIA","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"PF","Udonis Haslem","2015-11-17","MIA","MIN","3500","5.23","13.3","1.2","-0.47","10.94","5.235"
"C","Walter Tavares","2015-11-17","ATL","BKN","3500","2.2","2.2","2.2","2.2","2.2","2.2"
"SG","Wayne Ellington","2015-11-17","BKN","ATL","3500","8.57","20.8","2.7","3.33","13.81","8.57"
"SG","Will Barton","2015-11-17","DEN","NOP","5000","25.38","44.4","8.9","14.77","35.99","25.38"
"SG","Zach LaVine","2015-11-17","MIN","MIA","5900","22.44","39.2","6.9","12.4","32.48","22.44"
