name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PG","Goran Dragic","MIA","LAL","1.00454","33.2","30.76","5800"
"SF","Jared Dudley","WSH","OKC","0.846667","26.9","16.91","3600"
"SF","Cleanthony Early","NY","TOR","0.771736","4.6","3.29","3500"
"SF","James Ennis","MIA","LAL","0.994583","2.2","1.23","3500"
"PG","Tyler Ennis","MIL","BOS","0.777458","23.4","16.87","3500"
"PF","Derrick Favors","UTAH","CLE","0.750208","32.3","32.91","7700"
"SG","Langston Galloway","NY","TOR","0.755167","31.3","23.43","4800"
"PF","Kevin Garnett","MIN","CHA","0.945625","20.3","15.54","3700"
"SF","Alonzo Gee","NO","DAL","0.711979","5.6","3.81","3500"
"C","Rudy Gobert","UTAH","CLE","0.902639","31","25.67","7800"
"PF","Drew Gooden","WSH","OKC","0.904861","1.5","1.03","3600"
"SG","Eric Gordon","NO","DAL","0.724792","33.7","24.56","5500"
"C","Marcin Gortat","WSH","OKC","0.922208","29.5","25.63","6100"
"PG","Jerian Grant","NY","TOR","0.813681","26.8","20.13","4100"
"SG","Gerald Green","MIA","LAL","0.639375","0","0","3600"
"SF","P.J. Hairston","CHA","MIN","0.602569","25.2","15.96","3500"
"PF","Tyler Hansbrough","CHA","MIN","0.774792","3.6","2.61","3500"
"PF","Udonis Haslem","MIA","LAL","0.995542","17.9","12.93","3500"
"C","Spencer Hawes","CHA","MIN","0.99526","17.9","13.91","3500"
"SF","Gordon Hayward","UTAH","CLE","0.681389","33.4","30.04","6600"
"PF","John Henson","MIL","BOS","0.889896","18.8","17.22","4500"
"C","Roy Hibbert","LAL","MIA","0.858333","25.3","21.34","5400"
"PF","Nene Hilario","WSH","OKC","0.904861","21.3","16.97","4100"
"PG","Jrue Holiday","NO","DAL","0.779042","31.4","27.13","5900"
"SG","Rodney Hood","UTAH","CLE","0.748792","29","16.32","4400"
"PG","Marcelo Huertas","LAL","MIA","0.72","2.3","1.61","3500"
"PF","Kris Humphries","WSH","OKC","0.904861","25.3","19.41","3900"
"SF","Joe Ingles","UTAH","CLE","0.681389","23.2","14.56","3500"
"SF","Damien Inglis","MIL","BOS","0.841","1.1","0.59","3500"
"C","Al Jefferson","CHA","MIN","0.99526","29","30.41","7300"
"PF","Jonas Jerebko","BOS","MIL","0.975139","2.6","1.6","3500"
"C","Amir Johnson","BOS","MIL","0.915069","23.5","16.77","4900"
"SG","Chris Johnson","UTAH","CLE","0.748792","2.9","1.53","3500"
"PG","Tyler Johnson","MIA","LAL","1.00454","22.6","16.05","3800"
"PG","Tyus Jones","MIN","CHA","0.734417","1.5","1.11","3500"
"PF","Frank Kaminsky","CHA","MIN","0.774792","13.8","9.47","3500"
"SF","Ryan Kelly","LAL","MIA","0.8185","28.7","17.35","4000"
"SG","Sean Kilpatrick","NO","DAL","0.724792","2.5","1.56","0"
"SG","Jeremy Lamb","CHA","MIN","0.814375","22.5","18.75","4100"
"SG","Zach LaVine","MIN","CHA","0.772375","18.6","12.05","5300"
"PF","David Lee","BOS","MIL","0.975139","22.6","19.78","5000"
"PG","Jeremy Lin","CHA","MIN","0.765781","28.6","26.61","4700"
"C","Robin Lopez","NY","TOR","0.925","26.2","20.53","4600"
"PF","Trey Lyles","UTAH","CLE","0.750208","5.4","3.23","3500"
"SG","Kevin Martin","MIN","CHA","0.772375","31.5","23.87","5000"
"SG","O.J. Mayo","MIL","BOS","0.85","23.1","17.19","3800"
"PF","Josh McRoberts","MIA","LAL","0.995542","1.4","0.81","3600"
"PF","Jordan Mickey","BOS","MIL","0.975139","0.9","0.66","3500"
"SF","Khris Middleton","MIL","BOS","0.841","34","26.41","5800"
"PG","Andre Miller","MIN","CHA","0.734417","15.6","10.67","3500"
"SF","Elijah Millsap","UTAH","CLE","0.681389","1.8","1.16","3500"
"C","Greg Monroe","MIL","BOS","0.924635","32.6","33.75","8200"
"SF","Shabazz Muhammad","MIN","CHA","0.65","24.8","19.37","3900"
"PF","Larry Nance Jr.","LAL","MIA","0.898681","2.2","1.43","3500"
"SG","Gary Neal","WSH","OKC","0.868854","20.6","13.69","3500"
"PG","Raul Neto","UTAH","CLE","0.727604","26.3","14.91","3500"
"C","Kelly Olynyk","BOS","MIL","0.915069","21.9","17.01","3700"
"C","Kyle O'Quinn","NY","TOR","0.925","20.2","15.77","4400"
"SF","Kelly Oubre","WSH","OKC","0.846667","1.3","0.81","3500"
"PF","Jabari Parker","MIL","BOS","0.889896","28.8","18.41","5600"
"PF","Adreian Payne","MIN","CHA","0.945625","2.8","1.59","3500"
"C","Nikola Pekovic","MIN","CHA","0.944708","24.7","20.49","4800"
"C","Kendrick Perkins","NO","DAL","0.958458","15","10.83","3500"
"C","Tibor Pleiss","UTAH","CLE","0.902639","4","2.56","3500"
"C","Miles Plumlee","MIL","BOS","0.924635","6.5","4.73","3500"
"SF","Quincy Pondexter","NO","DAL","0.711979","0","0","3900"
"SF","Otto Porter","WSH","OKC","0.846667","31.1","20.48","5500"
"PF","Kristaps Porzingis","NY","TOR","0.79059","26.7","19.93","5400"
"SF","Tayshaun Prince","MIN","CHA","0.65","23.2","13.97","3500"
"PF","Julius Randle","LAL","MIA","0.898681","29.9","23.45","5900"
"SG","Josh Richardson","MIA","LAL","0.639375","2.8","1.98","3500"
"PG","Brian Roberts","CHA","MIN","0.765781","2.8","1.79","3500"
"PG","Nate Robinson","NO","DAL","0.779042","0","0","0"
"PG","Terry Rozier","BOS","MIL","0.87375","1.1","0.69","3500"
"PG","Ricky Rubio","MIN","CHA","0.734417","31.9","25.1","7500"
"SF","Damjan Rudez","MIN","CHA","0.65","0.1","0","3500"
"PG","D'Angelo Russell","LAL","MIA","0.72","27.6","19.38","5100"
"C","Robert Sacre","LAL","MIA","0.858333","2.7","2.09","3500"
"PF","Kevin Seraphin","NY","TOR","0.79059","14.6","11.22","3500"
"PG","Ramon Sessions","WSH","OKC","0.807257","19.5","14.34","3900"
"PG","Marcus Smart","BOS","MIL","0.87375","26.2","17.75","5800"
"PF","Amar'e Stoudemire","MIA","LAL","0.995542","3.1","2.81","3900"
"PF","Jared Sullinger","BOS","MIL","0.975139","24.6","24.86","5200"
"PG","Garrett Temple","WSH","OKC","0.807257","2.6","1.46","3500"
"PG","Isaiah Thomas","BOS","MIL","0.87375","35.1","32.11","7300"
"SF","Lance Thomas","NY","TOR","0.771736","7","3.95","3500"
"C","Karl-Anthony Towns","MIN","CHA","0.944708","32.2","26.21","6700"
"SF","Evan Turner","BOS","MIL","0.747833","26.9","21.08","5700"
"PG","Greivis Vasquez","MIL","BOS","0.777458","27.3","22.11","4200"
"SG","Rashad Vaughn","MIL","BOS","0.85","1.2","0.69","3500"
"SG","Sasha Vujacic","NY","TOR","0.755167","28.1","20","3500"
"SG","Dwyane Wade","MIA","LAL","0.639375","31.5","32.13","7000"
"PG","Kemba Walker","CHA","MIN","0.765781","34","34.18","7200"
"PG","John Wall","WSH","OKC","0.807257","37.3","37.96","9500"
"SF","Martell Webster","WSH","OKC","0.846667","0","0","3500"
"C","Hassan Whiteside","MIA","LAL","1.1675","30.9","31.43","8000"
"SF","Andrew Wiggins","MIN","CHA","0.65","33.2","22.85","6900"
"PF","Derrick Williams","NY","TOR","0.79059","16.1","10.68","4000"
"PF","Marvin Williams","CHA","MIN","0.774792","31.2","20.5","5000"
"SG","Louis Williams","LAL","MIA","0.657569","33.8","29.45","5200"
"SF","Justise Winslow","MIA","LAL","0.994583","26.9","17.9","3600"
"C","Jeff Withey","UTAH","CLE","0.902639","8.1","5.23","3500"
"SF","James Young","BOS","MIL","0.747833","10","5.59","3500"
"SG","Nick Young","LAL","MIA","0.657569","23.9","16.83","3600"
"C","Tyler Zeller","BOS","MIL","0.915069","10.5","8.41","4000"
"PF","Cody Zeller","CHA","MIN","0.774792","21.4","17.74","3900"
