name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"C","Cole Aldrich","LAC","DET","0.769479","15.7","12.1","3500"
"PF","LaMarcus Aldridge","SA","PHI","1.04829","34.2","37.78","8000"
"SF","Justin Anderson","DAL","HOU","0.905764","8.7","6.55","3500"
"SF","Kyle Anderson","SA","PHI","0.941296","2.1","1.35","3500"
"SG","Alan Anderson","WSH","ORL","0.701937","0","0","3500"
"SG","Giannis Antetokounmpo","MIL","CLE","0.777477","32.2","27.04","7000"
"C","Joel Anthony","DET","LAC","0.998681","7.4","5.56","3500"
"SF","Trevor Ariza","HOU","DAL","0.624115","33.3","23.17","5700"
"SG","Chris Babb","GS","BKN","0.855602","0.1","0","0"
"SG","Leandro Barbosa","GS","BKN","0.855602","0","0","3600"
"SF","Harrison Barnes","GS","BKN","0.783472","32.6","24.51","5300"
"PG","Jerryd Bayless","MIL","CLE","0.758148","28.9","22.62","4300"
"C","Aron Baynes","DET","LAC","0.998681","13","10.71","3500"
"PG","Patrick Beverley","HOU","DAL","0.899259","14.5","9.76","3500"
"C","DeJuan Blair","WSH","ORL","0.928729","0.1","0","3500"
"PG","Steve Blake","DET","LAC","0.824491","8.8","4.83","3500"
"SG","Eric Bledsoe","PHX","DEN","0.919838","36.1","39.22","8500"
"C","Andrew Bogut","GS","BKN","1.03644","23.9","21.48","5200"
"C","Matt Bonner","SA","PHI","1.06445","0","0","3500"
"SG","Devin Booker","PHX","DEN","0.919838","12.9","9.7","3500"
"SF","Corey Brewer","HOU","DAL","0.624115","24.6","18.08","3700"
"SF","Reggie Bullock","DET","LAC","0.747708","4.3","1.98","3500"
"SG","Kentavious Caldwell-Pope","DET","LAC","0.879514","33.5","21.89","5100"
"C","Clint Capela","HOU","DAL","0.908148","18.8","17.33","4600"
"PG","Michael Carter-Williams","MIL","CLE","0.758148","30.8","27.27","7000"
"C","Tyson Chandler","PHX","DEN","0.986898","28.8","25.56","5600"
"SF","Chris Copeland","MIL","CLE","0.797407","10.1","6.16","3500"
"SG","Jamal Crawford","LAC","DET","0.759479","27.2","22.37","4400"
"SG","Jared Cunningham","CLE","MIL","0.725116","2.6","1.83","3500"
"PG","Stephen Curry","GS","BKN","0.898866","34.5","41.35","11000"
"PF","Branden Dawson","LAC","DET","0.964107","0","0","3500"
"SF","Sam Dekker","HOU","DAL","0.624115","0.1","0","3500"
"PG","Matthew Dellavedova","CLE","MIL","0.861481","26.6","15.48","4300"
"PF","Boris Diaw","SA","PHI","1.04829","21.3","16.12","3900"
"PG","Spencer Dinwiddie","DET","LAC","0.824491","2.8","1.74","3500"
"C","Andre Drummond","DET","LAC","0.998681","34.4","37.8","9700"
"SF","Jared Dudley","WSH","ORL","0.752792","24.3","14.54","3500"
"C","Tim Duncan","SA","PHI","1.06445","29.1","34.3","6800"
"PG","Tyler Ennis","MIL","CLE","0.758148","25.9","18.4","3500"
"PF","Jeremy Evans","DAL","HOU","1.11154","10.9","6.42","3500"
"C","Festus Ezeli","GS","BKN","1.03644","23.8","21.47","4100"
"PG","Raymond Felton","DAL","HOU","0.904838","20.9","14.42","3500"
"SG","Manu Ginobili","SA","PHI","0.654028","24.3","23.99","4800"
"PF","Drew Gooden","WSH","ORL","0.857269","4.6","3.64","3500"
"PG","Archie Goodwin","PHX","DEN","0.932245","2.6","1.88","3500"
"C","Marcin Gortat","WSH","ORL","0.928729","31","29.34","6000"
"SG","Danny Granger","DET","LAC","0.879514","0.9","0.32","0"
"PF","Draymond Green","GS","BKN","0.796589","31.1","30.15","8000"
"SG","Danny Green","SA","PHI","0.654028","27.7","21.65","4200"
"PF","Blake Griffin","LAC","DET","0.964107","37.1","40.61","9700"
"PF","Montrezl Harrell","HOU","DAL","1.08192","11.2","8.74","3500"
"SG","Joe Harris","CLE","MIL","0.725116","0.1","0","3500"
"SG","Devin Harris","DAL","HOU","0.796412","23","16.25","4000"
"PF","John Henson","MIL","CLE","0.812523","15.1","11.41","4000"
"PF","Nene Hilario","WSH","ORL","0.857269","22.6","18.14","4100"
"SG","Darrun Hilliard","DET","LAC","0.879514","0.9","0.69","3500"
"C","Dwight Howard","HOU","DAL","0.908148","31.7","32.37","8400"
"PF","Kris Humphries","WSH","ORL","0.857269","23.1","19.32","4000"
"SF","Andre Iguodala","GS","BKN","0.783472","26.4","19.51","4700"
"PF","Ersan Ilyasova","DET","LAC","0.889137","26.1","20.04","4300"
"SF","Damien Inglis","MIL","CLE","0.797407","3.3","2","3500"
"PG","Reggie Jackson","DET","LAC","0.824491","34.4","32.12","8000"
"SF","LeBron James","CLE","MIL","0.752037","35.6","39.8","10200"
"SF","Richard Jefferson","CLE","MIL","0.752037","24.6","13.95","3500"
"PF","Cory Jefferson","PHX","DEN","0.906389","0","0","3500"
"SG","John Jenkins","DAL","HOU","0.796412","0","0","3600"
"SF","Wesley Johnson","LAC","DET","0.688984","13.3","8.8","3600"
"SF","Stanley Johnson","DET","LAC","0.747708","24.6","18.93","4000"
"SF","James Jones","CLE","MIL","0.752037","1.9","0.89","3500"
"PF","Terrence Jones","HOU","DAL","1.08192","24","20.28","5400"
"C","DeAndre Jordan","LAC","DET","0.769479","30","27.25","7600"
"C","Sasha Kaun","CLE","MIL","0.89213","0.1","0","3500"
"PG","Brandon Knight","PHX","DEN","0.932245","34.9","34.01","7000"
"PG","Ty Lawson","HOU","DAL","0.899259","36.2","32.21","6500"
"C","Alex Len","PHX","DEN","0.986898","13.5","11.76","3900"
"SF","Kawhi Leonard","SA","PHI","0.941296","30.9","33.34","8400"
"PF","Jon Leuer","PHX","DEN","0.906389","2.5","2.19","3700"
"PG","Shaun Livingston","GS","BKN","0.898866","21.1","15.3","3500"
"PF","Kevin Love","CLE","MIL","1.00188","36.5","34.5","8000"
"C","Boban Marjanovic","SA","PHI","1.06445","4.6","3.29","3500"
"SG","Cartier Martin","DET","LAC","0.879514","1.6","0.89","0"
"SG","Wesley Matthews","DAL","HOU","0.796412","30.4","22.14","5200"
"SG","O.J. Mayo","MIL","CLE","0.777477","0","0","3800"
"PF","James Michael McAdoo","GS","BKN","0.796589","1.7","1.65","3500"
"PG","Ray McCallum","SA","PHI","0.979306","7.6","5.61","3500"
"SF","K.J. McDaniels","HOU","DAL","0.624115","0","0","3500"
"C","JaVale McGee","DAL","HOU","1.01076","1.9","1.5","3700"
"SG","Jodie Meeks","DET","LAC","0.879514","0","0","3600"
"C","Salah Mejri","DAL","HOU","1.01076","1.7","1.01","3500"
"SF","Khris Middleton","MIL","CLE","0.797407","35.4","25.06","5700"
"PG","Patrick Mills","SA","PHI","0.979306","22.5","17.75","3700"
"C","Greg Monroe","MIL","CLE","0.776875","34.2","31.93","8200"
"PF","Markieff Morris","PHX","DEN","0.906389","27.8","24.68","5500"
"SF","Marcus Morris","DET","LAC","0.747708","33","25.41","6100"
"PF","Donatas Motiejunas","HOU","DAL","1.08192","0","0","6400"
"C","Timofey Mozgov","CLE","MIL","0.89213","26.3","19.36","4200"
"SG","Gary Neal","WSH","ORL","0.701937","24.1","17.43","3500"
"PF","Dirk Nowitzki","DAL","HOU","1.11154","33.3","31.27","6700"
"SF","Kelly Oubre","WSH","ORL","0.752792","1.9","1.31","3500"
"C","Zaza Pachulia","DAL","HOU","1.01076","29.6","29.49","5500"
"PF","Jabari Parker","MIL","CLE","0.812523","27","18.8","5600"
"PG","Tony Parker","SA","PHI","0.979306","26.8","22.59","4800"
"SF","Chandler Parsons","DAL","HOU","0.905764","19.5","13.6","5400"
"PG","Chris Paul","LAC","DET","0.838958","0","0","8900"
"SF","Paul Pierce","LAC","DET","0.688984","21.7","15.99","3700"
"C","Miles Plumlee","MIL","CLE","0.776875","6.2","3.88","3500"
"SF","Otto Porter","WSH","ORL","0.752792","33","21.58","5500"
"PF","Dwight Powell","DAL","HOU","1.11154","4.2","3.69","4500"
"PG","Ronnie Price","PHX","DEN","0.932245","0","0","3500"
"PG","Pablo Prigioni","LAC","DET","0.838958","0.1","0","3600"
"SG","J.J. Redick","LAC","DET","0.759479","0","0","4600"
"PG","Austin Rivers","LAC","DET","0.838958","24.6","17.75","3800"
"SG","Brandon Rush","GS","BKN","0.855602","1.7","0.81","3500"
"PG","Ramon Sessions","WSH","ORL","0.970125","23.9","16.59","4100"
"SG","J.R. Smith","CLE","MIL","0.725116","28.4","19.55","5200"
"PF","Josh Smith","LAC","DET","0.964107","16.9","13.94","3900"
"PF","Marreese Speights","GS","BKN","0.796589","10.6","9.25","3500"
"SG","Lance Stephenson","LAC","DET","0.759479","26.2","19.77","3600"
"PF","Mirza Teletovic","PHX","DEN","0.906389","9.6","7.08","3500"
"PG","Garrett Temple","WSH","ORL","0.970125","1.9","1.31","3500"
"PG","Jason Terry","HOU","DAL","0.899259","3.8","2.23","3500"
"PF","Tristan Thompson","CLE","MIL","1.00188","27.2","20.94","5400"
"PF","Jason Thompson","GS","BKN","0.796589","4.9","3.56","4000"
"SG","Klay Thompson","GS","BKN","0.855602","32.7","28.53","6500"
"SG","Marcus Thornton","HOU","DAL","0.69875","30.7","23.81","4800"
"PF","Anthony Tolliver","DET","LAC","0.889137","23","12.87","3600"
"SF","P.J. Tucker","PHX","DEN","0.669557","27.3","18.9","4100"
"C","Anderson Varejao","CLE","MIL","0.89213","10.4","7.6","3500"
"PG","Greivis Vasquez","MIL","CLE","0.758148","26.8","18.92","4200"
"SG","Rashad Vaughn","MIL","CLE","0.777477","9.5","6.73","3500"
"PF","Charlie Villanueva","DAL","HOU","1.11154","14.6","14.02","3700"
"PG","John Wall","WSH","ORL","0.970125","34.1","36.03","9200"
"SF","T.J. Warren","PHX","DEN","0.669557","22.6","16.25","3800"
"SF","Martell Webster","WSH","ORL","0.752792","0","0","3500"
"PF","David West","SA","PHI","1.04829","17","13.25","4100"
"SG","C.J. Wilcox","LAC","DET","0.759479","0","0","3500"
"PG","Mo Williams","CLE","MIL","0.861481","31.4","26.47","6100"
"PG","Deron Williams","DAL","HOU","0.904838","29.4","24.47","6400"
