name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SG","Chris Babb","GS","MIN","0.772857","0.1","0","0"
"SG","Leandro Barbosa","GS","MIN","0.772857","14.4","10.13","3700"
"SG","Eric Bledsoe","PHX","LAC","0.835521","36.7","37.16","8300"
"C","Andrew Bogut","GS","MIN","0.79753","24.2","21.08","5400"
"SG","Devin Booker","PHX","LAC","0.835521","6.5","4.35","3500"
"PF","Trevor Booker","UTAH","MIA","0.808568","19.8","14.14","3900"
"PG","Trey Burke","UTAH","MIA","0.738125","24.6","18.71","5300"
"SG","Alec Burks","UTAH","MIA","0.642113","29.1","21.37","5500"
"C","Tyson Chandler","PHX","LAC","1.05318","32.4","28.49","5700"
"C","Jack Cooley","UTAH","MIA","0.916458","1.6","1.2","0"
"PG","Stephen Curry","GS","MIN","0.770714","35","44.09","10700"
"C","Festus Ezeli","GS","MIN","0.79753","25","22.82","4300"
"PF","Derrick Favors","UTAH","MIA","0.808568","34.2","33.17","7800"
"C","Rudy Gobert","UTAH","MIA","0.916458","33.3","28.04","7700"
"PG","Archie Goodwin","PHX","LAC","0.806693","1.5","0.77","3500"
"PF","Draymond Green","GS","MIN","0.901964","34.4","33.87","7800"
"SF","Gordon Hayward","UTAH","MIA","0.780104","35.8","32.09","6600"
"SG","Rodney Hood","UTAH","MIA","0.642113","30.2","20.06","4500"
"SF","Joe Ingles","UTAH","MIA","0.780104","17.3","10.19","3500"
"PF","Cory Jefferson","PHX","LAC","0.864618","0","0","3500"
"SG","Chris Johnson","UTAH","MIA","0.642113","2.3","1.21","3500"
"PG","Brandon Knight","PHX","LAC","0.806693","34.1","31.47","6700"
"C","Alex Len","PHX","LAC","1.05318","16.1","12.84","4100"
"PF","Jon Leuer","PHX","LAC","0.864618","1.6","1.13","3500"
"PG","Shaun Livingston","GS","MIN","0.770714","18.4","13.43","3500"
"PF","Trey Lyles","UTAH","MIA","0.808568","5.6","3.1","3500"
"PF","James Michael McAdoo","GS","MIN","0.901964","2.8","2.61","3500"
"SF","Elijah Millsap","UTAH","MIA","0.780104","1.2","0.67","3500"
"PF","Markieff Morris","PHX","LAC","0.864618","31","27.45","5800"
"PG","Raul Neto","UTAH","MIA","0.738125","25.7","17.59","3500"
"C","Tibor Pleiss","UTAH","MIA","0.916458","3.5","3.06","3500"
"PG","Ronnie Price","PHX","LAC","0.806693","2","1.41","3500"
"SG","Brandon Rush","GS","MIN","0.772857","1.6","0.83","3500"
"PF","Marreese Speights","GS","MIN","0.901964","11","10.78","3500"
"PF","Mirza Teletovic","PHX","LAC","0.864618","5.4","3.72","3500"
"PF","Jason Thompson","GS","MIN","0.901964","5.7","4.15","4300"
"SG","Klay Thompson","GS","MIN","0.772857","33.2","30.95","6800"
"C","Jeff Withey","UTAH","MIA","0.916458","7.5","4.78","3500"
