pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PF","Adreian Payne","2015-11-13","MIN","GSW","3600","12.9","19","2","5.17","20.63","12.9"
"SG","Alec Burks","2015-11-13","UTA","MIA","5500","23.77","31.1","12.2","17.38","30.17","23.775"
"C","Alex Len","2015-11-13","PHO","LAC","4100","13.69","23.9","5.8","7.22","20.15","13.685"
"PF","Amar'e Stoudemire","2015-11-13","MIA","UTA","3900","5.6","5.6","5.6","5.6","5.6","5.6"
"SF","Andre Iguodala","2015-11-13","GSW","MIN","4700","22.56","34.2","13.5","16.94","28.17","22.555"
"PG","Andre Miller","2015-11-13","MIN","GSW","3500","3","3.5","2.5","2.5","3.5","3"
"C","Andrew Bogut","2015-11-13","GSW","MIN","5400","20.07","29.5","9.9","12.05","28.09","20.07"
"SF","Andrew Wiggins","2015-11-13","MIN","GSW","7200","26.43","44","8.2","14.43","38.44","26.435"
"PG","Archie Goodwin","2015-11-13","PHO","LAC","3500","7.28","18.5","1","0.52","14.03","7.275"
"PG","Austin Rivers","2015-11-13","LAC","PHO","3500","13.5","30.7","-2","4.78","22.22","13.5"
"PG","Beno Udrih","2015-11-13","MIA","UTA","3500","11.73","25.4","3","4.33","19.12","11.725"
"PF","Blake Griffin","2015-11-13","LAC","PHO","10200","45.48","57.8","36.3","38.56","52.39","45.475"
"PG","Brandon Knight","2015-11-13","PHO","LAC","6700","30.5","44.5","14.3","21.6","39.4","30.5"
"SG","Brandon Rush","2015-11-13","GSW","MIN","3500","9.3","13.3","4.4","5.61","12.99","9.3"
"C","Chris Andersen","2015-11-13","MIA","UTA","3500","5.8","5.8","5.8","5.8","5.8","5.8"
"PF","Chris Bosh","2015-11-13","MIA","UTA","8000","35.04","41.2","23.6","29.34","40.74","35.04"
"SG","Chris Johnson","2015-11-13","UTA","MIA","3500","3.78","7.1","2","1.81","5.74","3.775"
"PG","Chris Paul","2015-11-13","LAC","PHO","9100","31.71","45.1","22.1","22.67","40.75","31.71"
"C","Cole Aldrich","2015-11-13","LAC","PHO","3600","1","1","1","1","1","1"
"SF","Damjan Rudez","2015-11-13","MIN","GSW","3500","2.63","5.7","-1","-0.13","5.4","2.635"
"C","DeAndre Jordan","2015-11-13","LAC","PHO","8000","32.98","53.1","22.2","24.19","41.76","32.975"
"PF","Derrick Favors","2015-11-13","UTA","MIA","7800","32.87","45.9","8.6","22.1","43.64","32.87"
"SG","Devin Booker","2015-11-13","PHO","LAC","3500","7.03","19.6","-1","-0.94","14.99","7.025"
"PF","Draymond Green","2015-11-13","GSW","MIN","7800","30.98","42.5","20.5","23.71","38.25","30.98"
"SG","Dwyane Wade","2015-11-13","MIA","UTA","6900","29.09","38","19.6","22.56","35.62","29.09"
"SF","Elijah Millsap","2015-11-13","UTA","MIA","3500","2.47","3.2","1","1.43","3.5","2.465"
"SG","Eric Bledsoe","2015-11-13","PHO","LAC","8300","37.87","55.6","21.8","27.59","48.16","37.875"
"C","Festus Ezeli","2015-11-13","GSW","MIN","4300","21.08","30.4","10","14.57","27.58","21.075"
"SG","Gerald Green","2015-11-13","MIA","UTA","3600","10.63","19.7","5.2","4.18","17.09","10.635"
"PG","Goran Dragic","2015-11-13","MIA","UTA","5600","19.6","32","6.9","12.36","26.84","19.6"
"SF","Gordon Hayward","2015-11-13","UTA","MIA","6600","24.21","31.2","14.5","18.28","30.15","24.215"
"C","Gorgui Dieng","2015-11-13","MIN","GSW","4100","13.7","20.2","4.2","8.11","19.29","13.7"
"SF","Harrison Barnes","2015-11-13","GSW","MIN","5100","24.69","34.3","14.4","18.43","30.94","24.685"
"C","Hassan Whiteside","2015-11-13","MIA","UTA","8300","36.21","51.5","13.2","24.05","48.37","36.21"
"SG","Ian Clark","2015-11-13","GSW","MIN","3500","7.25","20.1","-0.8","-0.52","15.02","7.25"
"SG","J.J. Redick","2015-11-13","LAC","PHO","4800","18.49","28","12","13.5","23.47","18.485"
"SG","Jamal Crawford","2015-11-13","LAC","PHO","4400","14.46","20.4","7","10.14","18.79","14.465"
"PF","James Michael McAdoo","2015-11-13","GSW","MIN","3500","6.25","18.9","1.5","0.02","12.48","6.25"
"PF","Jarnell Stokes","2015-11-13","MIA","UTA","3500","2.4","2.4","2.4","2.4","2.4","2.4"
"PF","Jason Thompson","2015-11-13","GSW","MIN","4300","6.24","14.8","1.2","1.36","11.12","6.24"
"SF","Joe Ingles","2015-11-13","UTA","MIA","3500","11.31","18.6","5.2","6.75","15.88","11.315"
"PF","Jon Leuer","2015-11-13","PHO","LAC","3500","14.01","28.9","7.3","7.05","20.98","14.015"
"PF","Josh McRoberts","2015-11-13","MIA","UTA","3600","8.56","18.1","0.4","2.62","14.51","8.565"
"SG","Josh Richardson","2015-11-13","MIA","UTA","3500","2.5","6","-1","-1","6","2.5"
"PF","Josh Smith","2015-11-13","LAC","PHO","4200","13.24","18.5","5.9","8.66","17.82","13.24"
"SF","Justise Winslow","2015-11-13","MIA","UTA","3700","15.55","24.1","5.8","9.93","21.17","15.55"
"C","Karl-Anthony Towns","2015-11-13","MIN","GSW","7100","35.3","54.8","18.3","22.64","47.96","35.3"
"PF","Kevin Garnett","2015-11-13","MIN","GSW","3700","12.12","17.4","4.7","7.24","17","12.12"
"SG","Kevin Martin","2015-11-13","MIN","GSW","5000","20.57","25.1","14.5","16.17","24.97","20.57"
"SG","Klay Thompson","2015-11-13","GSW","MIN","6800","25.11","33.5","13.4","18.47","31.75","25.11"
"SG","Lance Stephenson","2015-11-13","LAC","PHO","3500","11.94","19.1","4.1","7.14","16.73","11.935"
"SG","Leandro Barbosa","2015-11-13","GSW","MIN","3700","11.69","18.5","8","8.31","15.06","11.685"
"SF","Luc Richard Mbah a Moute","2015-11-13","LAC","PHO","3500","2.35","3.2","1.5","1.5","3.2","2.35"
"SF","Luol Deng","2015-11-13","MIA","UTA","5300","18.61","30.8","9.4","12.08","25.15","18.615"
"PF","Markieff Morris","2015-11-13","PHO","LAC","5800","23.37","29.6","7.2","16.2","30.54","23.37"
"PF","Marreese Speights","2015-11-13","GSW","MIN","3500","11.1","22.3","3","5.05","17.15","11.1"
"PF","Mirza Teletovic","2015-11-13","PHO","LAC","3500","6.46","11.5","2","2.69","10.23","6.46"
"SF","Nemanja Bjelica","2015-11-13","MIN","GSW","4600","22.84","39.7","14.1","14.83","30.85","22.84"
"SF","P.J. Tucker","2015-11-13","PHO","LAC","4100","12.23","21","3.2","7.31","17.15","12.23"
"PG","Pablo Prigioni","2015-11-13","LAC","PHO","3500","3.35","5","1.7","1.7","5","3.35"
"SF","Paul Pierce","2015-11-13","LAC","PHO","3700","14.2","24.1","2.9","6.52","21.88","14.2"
"PG","Raulzinho Neto","2015-11-13","UTA","MIA","3500","10.04","17.5","2.4","5.66","14.42","10.04"
"PG","Ricky Rubio","2015-11-13","MIN","GSW","7400","34.37","52.4","20.7","24.12","44.62","34.37"
"SG","Rodney Hood","2015-11-13","UTA","MIA","4500","21.49","29.5","16.2","16.91","26.06","21.485"
"PG","Ronnie Price","2015-11-13","PHO","LAC","3500","9.6","15.4","-2","3.64","15.56","9.6"
"C","Rudy Gobert","2015-11-13","UTA","MIA","7700","31.23","35.2","26.8","27.76","34.7","31.23"
"SF","Shabazz Muhammad","2015-11-13","MIN","GSW","3500","9.6","23.7","2.2","2.48","16.72","9.6"
"PG","Shaun Livingston","2015-11-13","GSW","MIN","3500","10.57","15.8","5.2","7.86","13.27","10.565"
"SF","Sonny Weems","2015-11-13","PHO","LAC","3500","4.1","8.1","1.4","1.35","6.85","4.1"
"PG","Stephen Curry","2015-11-13","GSW","MIN","10700","49.96","77.3","33.7","36.9","63.01","49.955"
"SF","T.J. Warren","2015-11-13","PHO","LAC","3800","15.57","24.7","1.2","8.12","23.02","15.57"
"SF","Tayshaun Prince","2015-11-13","MIN","GSW","3500","8.9","15.2","3.2","4.4","13.4","8.9"
"C","Tibor Pleiss","2015-11-13","UTA","MIA","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"PF","Trevor Booker","2015-11-13","UTA","MIA","3900","12.53","31.3","5.6","3.95","21.12","12.535"
"PG","Trey Burke","2015-11-13","UTA","MIA","5300","19.53","29.1","1.7","11.17","27.89","19.53"
"PF","Trey Lyles","2015-11-13","UTA","MIA","3500","4.23","9.6","1.4","1.37","7.09","4.23"
"PG","Tyler Johnson","2015-11-13","MIA","UTA","3800","17.17","29.1","11.2","11.39","22.95","17.17"
"C","Tyson Chandler","2015-11-13","PHO","LAC","5700","22.46","35.9","10.6","12.96","31.96","22.46"
"PG","Tyus Jones","2015-11-13","MIN","GSW","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"PF","Udonis Haslem","2015-11-13","MIA","UTA","3500","5.23","13.3","1.2","-0.47","10.94","5.235"
"SF","Wesley Johnson","2015-11-13","LAC","PHO","3600","8.8","16.4","1.2","3.9","13.7","8.8"
"SG","Zach LaVine","2015-11-13","MIN","GSW","5600","19.46","34","6.9","10.66","28.25","19.455"
