name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PG","Shelvin Mack","ATL","BKN","0.882375","2.8","2.18","3500"
"SG","Cartier Martin","DET","CLE","0.7785","3.1","1.8","0"
"SG","Kevin Martin","MIN","MIA","0.646693","31","23.76","4700"
"PF","James Michael McAdoo","GS","TOR","0.815718","0.9","0.54","3500"
"PF","Josh McRoberts","MIA","MIN","0.953812","1.7","0.81","3500"
"SG","Jodie Meeks","DET","CLE","0.7785","0","0","3600"
"PG","Andre Miller","MIN","MIA","0.712639","15.8","10.92","3900"
"PF","Paul Millsap","ATL","BKN","0.857731","33.7","37.98","8300"
"SF","Marcus Morris","DET","CLE","0.775","36.4","26.58","6100"
"C","Timofey Mozgov","CLE","DET","0.785069","25.4","21.87","4200"
"SF","Shabazz Muhammad","MIN","MIA","0.801667","23.2","16.81","3500"
"PF","Mike Muscala","ATL","BKN","0.857731","3.1","2.49","3500"
"SG","Gary Neal","WSH","MIL","0.706042","27.2","18.95","3500"
"C","Kyle O'Quinn","NY","CHA","0.976597","17.9","13.91","3800"
"SF","Kelly Oubre","WSH","MIL","0.782625","3.1","2","3500"
"PF","Adreian Payne","MIN","MIA","0.849514","17.4","12.2","3500"
"C","Nikola Pekovic","MIN","MIA","0.916458","0","0","4800"
"C","Kendrick Perkins","NO","DEN","0.963313","14.5","9.93","3500"
"SF","Quincy Pondexter","NO","DEN","0.680347","18.4","10.67","3900"
"SF","Otto Porter","WSH","MIL","0.782625","28.8","18.28","5500"
"PF","Kristaps Porzingis","NY","CHA","1.04234","25.5","17.86","5400"
"SF","Tayshaun Prince","MIN","MIA","0.801667","26.1","14.09","3500"
"SG","Josh Richardson","MIA","MIN","0.776229","2.8","1.78","3500"
"PF","Thomas Robinson","BKN","ATL","0.896174","12","10.23","3800"
"PG","Nate Robinson","NO","DEN","0.896292","0","0","0"
"PG","Ricky Rubio","MIN","MIA","0.712639","30.3","23.04","7400"
"SF","Damjan Rudez","MIN","MIA","0.801667","0.1","0","3500"
"SG","Brandon Rush","GS","TOR","0.799271","1.4","0.81","3500"
"PG","Dennis Schroder","ATL","BKN","0.882375","25.6","23.21","4800"
"SF","Mike Scott","ATL","BKN","0.775063","12.9","9.3","3500"
"SF","Thabo Sefolosha","ATL","BKN","0.775063","19.1","14.16","3900"
"PF","Kevin Seraphin","NY","CHA","1.04234","10.3","6.88","3600"
"PG","Ramon Sessions","WSH","MIL","0.81125","21","16.27","4100"
"PG","Donald Sloan","BKN","ATL","0.834735","3.5","1.71","3500"
"SG","J.R. Smith","CLE","DET","0.809815","30.3","22.87","5000"
"PF","Marreese Speights","GS","TOR","0.815718","5.3","4.55","3500"
"C","Tiago Splitter","ATL","BKN","1.05629","20.4","16.07","3500"
"PF","Jarnell Stokes","MIA","MIN","0.953812","1","0.56","3500"
"PF","Amar'e Stoudemire","MIA","MIN","0.953812","3.2","2.71","3900"
"C","Walter Tavares","ATL","BKN","1.05629","0.9","0.79","3500"
"PG","Jeff Teague","ATL","BKN","0.882375","32.4","32.87","7200"
"PG","Garrett Temple","WSH","MIL","0.81125","4.9","2.75","3500"
"SF","Lance Thomas","NY","CHA","0.732755","4.8","2.65","3500"
"PF","Tristan Thompson","CLE","DET","1.00883","28","23.34","5300"
"PF","Jason Thompson","GS","TOR","0.815718","3.7","2.65","4000"
"SG","Klay Thompson","GS","TOR","0.799271","36.3","32.21","6500"
"PF","Anthony Tolliver","DET","CLE","0.805958","22.5","14.79","3500"
"C","Karl-Anthony Towns","MIN","MIA","0.916458","27.9","20.12","6800"
"PG","Beno Udrih","MIA","MIN","0.832729","17.1","14.31","3500"
"C","Anderson Varejao","CLE","DET","0.785069","7.6","5.93","3500"
"SG","Sasha Vujacic","NY","CHA","0.760231","23.3","14.16","3500"
"SG","Dwyane Wade","MIA","MIN","0.776229","31","31.92","6900"
"PG","John Wall","WSH","MIL","0.81125","35.1","35.33","9200"
"SF","Martell Webster","WSH","MIL","0.782625","1.4","0.69","3500"
"C","Hassan Whiteside","MIA","MIN","0.827896","28.5","27.77","8300"
"SF","Andrew Wiggins","MIN","MIA","0.801667","32.6","23.7","7000"
"PG","Mo Williams","CLE","DET","0.780718","33","28.09","6100"
"PF","Derrick Williams","NY","CHA","1.04234","15.1","10.05","3500"
"SF","Justise Winslow","MIA","MIN","0.726921","27.5","19.48","3700"
"PF","Thaddeus Young","BKN","ATL","0.896174","30.6","23.47","5800"
