pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
PG,Damian Lillard,11/15/2015,POR,CHA,9100,39.9,50.9,27.1,33.12,46.68,39.9
SF,Damjan Rudez,11/15/2015,MIN,MEM,3500,2.28,5.7,-1,-0.2,4.75,2.275
PF,Dante Cunningham,11/15/2015,NOP,NYK,3500,11.01,15.7,5.6,7.79,14.23,11.01
PG,Darren Collison,11/15/2015,SAC,TOR,5500,24.65,36.5,19.2,18.94,30.36,24.65
PF,David Lee,11/15/2015,BOS,OKC,4700,15.81,26.5,6.6,9.16,22.46,15.81
PG,Delon Wright,11/15/2015,TOR,SAC,3500,1.27,2.4,0.2,0.37,2.17,1.27
SG,DeMar DeRozan,11/15/2015,TOR,SAC,7600,32.75,42,15.7,23.61,41.89,32.75
C,DeMarcus Cousins,11/15/2015,SAC,TOR,10500,42.9,58.1,25.3,33.31,52.49,42.9
SF,DeMarre Carroll,11/15/2015,TOR,SAC,5900,21.61,31.6,12.2,13.87,29.35,21.61
PG,Dennis Schroder,11/15/2015,ATL,UTA,4600,20.54,32.6,8.9,14.42,26.65,20.535
PF,Derrick Favors,11/15/2015,UTA,ATL,8300,34.71,61.4,8.6,20.81,48.61,34.71
PF,Derrick Williams,11/15/2015,NYK,NOP,3700,13.75,33.9,2,5.32,22.18,13.75
SG,Dion Waiters,11/15/2015,OKC,BOS,4800,18.71,30,10.5,12.61,24.81,18.71
PF,Ed Davis,11/15/2015,POR,CHA,4700,19.03,27.7,8.9,12.42,25.64,19.03
SF,Elijah Millsap,11/15/2015,UTA,ATL,3500,5.22,16.3,1,-0.38,10.82,5.22
C,Enes Kanter,11/15/2015,OKC,BOS,6200,23.76,34.2,17.2,18.37,29.14,23.755
SG,Eric Gordon,11/15/2015,NOP,NYK,6000,28.49,36.1,18.8,23.22,33.76,28.49
PF,Eric Moreland,11/15/2015,SAC,TOR,3500,2.53,5.2,1.2,0.65,4.42,2.535
PF,Ersan Ilyasova,11/15/2015,DET,LAL,4300,15.2,27.9,6.9,8.71,21.69,15.2
SF,Evan Turner,11/15/2015,BOS,OKC,5800,21.19,35,10.3,11.66,30.71,21.185
PF,Frank Kaminsky,11/15/2015,CHA,POR,3500,8.05,16.1,-1,2.31,13.79,8.05
SG,Gerald Henderson,11/15/2015,POR,CHA,4700,9.3,14.4,4.2,4.2,14.4,9.3
SF,Gordon Hayward,11/15/2015,UTA,ATL,6800,26.28,39.7,14.5,19.15,33.41,26.28
C,Gorgui Dieng,11/15/2015,MIN,MEM,4000,14.01,20.2,4.2,8.75,19.27,14.01
PG,Isaiah Thomas,11/15/2015,BOS,OKC,7200,32.84,46,21.6,23.91,41.76,32.835
PG,Ish Smith,11/15/2015,NOP,NYK,5700,27.48,40.6,7.9,17.02,37.93,27.475
SF,Jae Crowder,11/15/2015,BOS,OKC,5000,25.88,38,17.3,19.36,32.39,25.875
SG,James Anderson,11/15/2015,SAC,TOR,3500,6.56,19,1,0.84,12.27,6.555
SF,James Ennis,11/15/2015,MEM,MIN,3500,1.5,1.5,1.5,1.5,1.5,1.5
SF,James Johnson,11/15/2015,TOR,SAC,3800,12.34,21.1,-1,2.84,21.84,12.34
PF,JaMychal Green,11/15/2015,MEM,MIN,3500,13.13,25.4,5.9,7.1,19.16,13.13
PF,Jared Sullinger,11/15/2015,BOS,OKC,5600,27.51,39.1,14.1,20.67,34.35,27.51
SF,Jeff Green,11/15/2015,MEM,MIN,3800,13.37,27,0.4,5.1,21.64,13.37
PG,Jeff Teague,11/15/2015,ATL,UTA,7200,31.31,45.7,12.3,21.91,40.71,31.31
C,Jeff Withey,11/15/2015,UTA,ATL,3600,22.4,22.4,22.4,22.4,22.4,22.4
SG,Jeremy Lamb,11/15/2015,CHA,POR,4500,21.5,32.3,6.8,14.5,28.5,21.5
PG,Jeremy Lin,11/15/2015,CHA,POR,4700,20.28,28,10.7,14.54,26.01,20.275
PG,Jerian Grant,11/15/2015,NYK,NOP,3900,15.64,24.7,10.2,11.05,20.23,15.64
SG,Jimmer Fredette,11/15/2015,NOP,NYK,3500,4,4,4,4,4,4
SG,Jodie Meeks,11/15/2015,DET,LAL,3600,3.4,3.4,3.4,3.4,3.4,3.4
SF,Joe Ingles,11/15/2015,UTA,ATL,3500,10.29,18.6,4.4,5.7,14.88,10.29
PF,Jonas Jerebko,11/15/2015,BOS,OKC,3500,8.79,15.1,3.4,4.65,12.93,8.79
C,Jonas Valanciunas,11/15/2015,TOR,SAC,6400,28.44,39,19,23.37,33.51,28.44
SG,Jordan Adams,11/15/2015,MEM,MIN,3500,8.95,11.9,6,6,11.9,8.95
PG,Jordan Clarkson,11/15/2015,LAL,DET,6000,22.58,38.6,11.9,13.45,31.71,22.58
PF,Jordan Mickey,11/15/2015,BOS,OKC,3500,6.05,6.2,5.9,5.9,6.2,6.05
PG,Jose Calderon,11/15/2015,NYK,NOP,4500,14.37,27.5,6.7,7.85,20.89,14.37
PG,Jrue Holiday,11/15/2015,NOP,NYK,5800,21.15,29.4,12.2,15.08,27.22,21.15
PF,Julius Randle,11/15/2015,LAL,DET,5800,26.08,54,1.9,13.28,38.87,26.075
SG,Justin Holiday,11/15/2015,ATL,UTA,3500,7.94,19.2,1.2,2,13.87,7.935
C,Karl-Anthony Towns,11/15/2015,MIN,MEM,6900,33.4,54.8,18.3,21.68,45.12,33.4
C,Kelly Olynyk,11/15/2015,BOS,OKC,3700,16.84,40.4,5.4,5.47,28.21,16.84
PG,Kemba Walker,11/15/2015,CHA,POR,7000,29.44,42.3,17.9,21.77,37.12,29.445
C,Kendrick Perkins,11/15/2015,NOP,NYK,3500,9.53,16.3,3.5,4.28,14.78,9.53
SG,Kent Bazemore,11/15/2015,ATL,UTA,5000,23.25,38.3,5.9,13.96,32.55,23.255
SG,Kentavious Caldwell-Pope,11/15/2015,DET,LAL,5100,22.52,27.8,15.2,17.96,27.09,22.525
PF,Kevin Garnett,11/15/2015,MIN,MEM,3500,10.39,17.4,2.4,5.02,15.75,10.385
SG,Kevin Martin,11/15/2015,MIN,MEM,4800,19.49,28.8,3.7,11.91,27.06,19.485
PF,Kevin Seraphin,11/15/2015,NYK,NOP,3500,4.07,8.6,1.2,1.47,6.66,4.065
SG,Kobe Bryant,11/15/2015,LAL,DET,7200,24.67,34.3,19.3,20.24,29.1,24.67
C,Kosta Koufos,11/15/2015,SAC,TOR,4100,19.9,29.4,8.6,13.8,26,19.9
PF,Kristaps Porzingis,11/15/2015,NYK,NOP,5500,25.31,39.3,13.7,17.86,32.76,25.31
SG,Kyle Korver,11/15/2015,ATL,UTA,4900,19.07,45.9,8.9,8.25,29.89,19.07
PG,Kyle Lowry,11/15/2015,TOR,SAC,8600,38.37,54,22.3,29.05,47.69,38.37
C,Kyle O'Quinn,11/15/2015,NYK,NOP,4000,16.24,30.7,-1,7.38,25.1,16.24
SF,Kyle Singler,11/15/2015,OKC,BOS,3500,6.49,12.6,-1,1.75,11.22,6.485
SG,Lamar Patterson,11/15/2015,ATL,UTA,3500,7.98,12.9,3.2,4.27,11.69,7.98
SF,Lance Thomas,11/15/2015,NYK,NOP,3500,8.89,20.6,0.2,2.3,15.48,8.89
SG,Langston Galloway,11/15/2015,NYK,NOP,4600,20.6,31.4,4,13.43,27.77,20.6
PF,Larry Nance,11/15/2015,LAL,DET,3500,10.78,18.1,8,6.97,14.59,10.78
PF,Lou Amundson,11/15/2015,NYK,NOP,3500,10.83,19.3,2,3.77,17.9,10.835
SG,Louis Williams,11/15/2015,LAL,DET,5100,21.77,41,14.7,14.25,29.28,21.765
C,Lucas Nogueira,11/15/2015,TOR,SAC,3500,3.5,5,2,2,5,3.5
SF,Luis Montero,11/15/2015,POR,CHA,3500,1.6,3,0.2,0.2,3,1.6
PF,Luis Scola,11/15/2015,TOR,SAC,4500,20,38.9,7.6,10.88,29.12,20
SF,Luke Babbitt,11/15/2015,NOP,NYK,3500,12.99,21.1,6.4,8.25,17.72,12.985
C,Marc Gasol,11/15/2015,MEM,MIN,7500,28.52,43.3,14.4,19.08,37.96,28.52
PG,Marcelo Huertas,11/15/2015,LAL,DET,3500,9.62,16.1,1.7,5.01,14.22,9.615
SG,Marco Belinelli,11/15/2015,SAC,TOR,3900,18.05,26.6,8,11.63,24.47,18.05
SF,Marcus Morris,11/15/2015,DET,LAL,6100,27.89,38.3,11.4,19.61,36.17,27.89
PG,Marcus Smart,11/15/2015,BOS,OKC,5300,20.04,32.9,10.1,11.23,28.85,20.04
PG,Mario Chalmers,11/15/2015,MEM,MIN,4000,15.64,27.4,6.7,8.7,22.59,15.645
PF,Marvin Williams,11/15/2015,CHA,POR,5200,25.17,35.4,15.8,19.49,30.84,25.165
C,Mason Plumlee,11/15/2015,POR,CHA,5500,24.96,37.2,12.8,17.29,32.63,24.96
SF,Matt Barnes,11/15/2015,MEM,MIN,3500,15.15,23.7,1.9,8.15,22.15,15.15
SF,Metta World Peace,11/15/2015,LAL,DET,3500,14.48,20.5,5.6,9.24,19.72,14.48
C,Meyers Leonard,11/15/2015,POR,CHA,4400,16.94,28.1,4.6,9.25,24.64,16.945
PG,Mike Conley,11/15/2015,MEM,MIN,6300,26,37.4,11.9,19.07,32.93,26
PF,Mike Muscala,11/15/2015,ATL,UTA,3500,6.95,11.4,0.2,2.82,11.08,6.95
SF,Mike Scott,11/15/2015,ATL,UTA,3500,8.03,13.8,4.7,5.25,10.81,8.03
PF,Mitch McGary,11/15/2015,OKC,BOS,3500,3.85,11.3,-2,-0.94,8.64,3.85
SF,Moe Harkless,11/15/2015,POR,CHA,3500,14.27,31,1.5,7,21.54,14.27
SF,Nemanja Bjelica,11/15/2015,MIN,MEM,4700,22.23,39.7,14.1,14.67,29.8,22.235
PF,Nick Collison,11/15/2015,OKC,BOS,3600,6.93,18.6,-1,0.29,13.58,6.935
SG,Nick Young,11/15/2015,LAL,DET,3600,14.66,29.9,7.6,7.16,22.15,14.655
SF,Nicolas Batum,11/15/2015,CHA,POR,6900,30,42.6,17.7,22.72,37.28,30
PF,Noah Vonleh,11/15/2015,POR,CHA,3500,6.14,12.7,1,2.73,9.54,6.135
SG,Norman Powell,11/15/2015,TOR,SAC,3500,6.33,15.3,1.2,0.91,11.74,6.325
C,Omer Asik,11/15/2015,NOP,NYK,3800,9.3,13.4,3.2,5.55,13.05,9.3
SF,Omri Casspi,11/15/2015,SAC,TOR,4100,19.4,30.3,9.1,12.58,26.22,19.4
SF,P.J. Hairston,11/15/2015,CHA,POR,3500,9.11,16,5.5,5.56,12.67,9.115
SG,Pat Connaughton,11/15/2015,POR,CHA,3500,1.73,5,-1,-0.75,4.21,1.73
PF,Patrick Patterson,11/15/2015,TOR,SAC,3700,12.64,20.9,7.2,7.47,17.81,12.64
PF,Paul Millsap,11/15/2015,ATL,UTA,8200,37.35,45.4,20.6,30.69,44.02,37.355
PF,Quincy Acy,11/15/2015,SAC,TOR,3500,5.88,10.6,2.7,2.62,9.13,5.875
PG,Rajon Rondo,11/15/2015,SAC,TOR,7500,35.87,56,18.2,21.94,49.8,35.87
PG,Raulzinho Neto,11/15/2015,UTA,ATL,3600,10.17,18.7,2.4,4.73,15.6,10.165
SF,Reggie Bullock,11/15/2015,DET,LAL,3500,0.7,2.4,-1,-1,2.4,0.7
PG,Reggie Jackson,11/15/2015,DET,LAL,8000,33.61,55.5,23.3,23.99,43.23,33.61
PG,Ricky Rubio,11/15/2015,MIN,MEM,7400,34.37,52.4,20.7,24.12,44.62,34.37
C,Robert Sacre,11/15/2015,LAL,DET,3500,3.4,3.4,3.4,3.4,3.4,3.4
C,Robin Lopez,11/15/2015,NYK,NOP,4600,20.25,35.6,10.5,11.6,28.9,20.25
SG,Rodney Hood,11/15/2015,UTA,ATL,4500,21.14,29.5,16.2,16.76,25.52,21.14
C,Roy Hibbert,11/15/2015,LAL,DET,5400,23.14,37,12.4,14.79,31.49,23.14
SF,Rudy Gay,11/15/2015,SAC,TOR,7500,29.49,36.7,22,24.66,34.32,29.49
C,Rudy Gobert,11/15/2015,UTA,ATL,7700,31.23,35.2,26.8,27.76,34.7,31.23
PG,Russ Smith,11/15/2015,MEM,MIN,3500,4.56,7.2,2,2.37,6.75,4.56
PG,Russell Westbrook,11/15/2015,OKC,BOS,11400,51.27,71.2,39.8,42.74,59.79,51.265
PF,Ryan Anderson,11/15/2015,NOP,NYK,6000,27.12,39.2,14.2,19.64,34.61,27.125
SG,Sasha Vujacic,11/15/2015,NYK,NOP,3500,14.6,30.7,8.3,7.76,21.44,14.6
PF,Serge Ibaka,11/15/2015,OKC,BOS,7100,30.27,41.4,17.5,22.14,38.39,30.265
SG,Seth Curry,11/15/2015,SAC,TOR,3500,6.8,11,4.7,4.33,9.27,6.8
SF,Shabazz Muhammad,11/15/2015,MIN,MEM,3600,11.26,23.7,2.2,4.04,18.47,11.255
PG,Shelvin Mack,11/15/2015,ATL,UTA,3500,0.4,0.4,0.4,0.4,0.4,0.4
PG,Spencer Dinwiddie,11/15/2015,DET,LAL,3500,1.2,1.2,1.2,1.2,1.2,1.2
C,Spencer Hawes,11/15/2015,CHA,POR,3500,11.72,20.8,4.4,6.84,16.61,11.725
SF,Stanley Johnson,11/15/2015,DET,LAL,4000,14.54,28.4,2,7.33,21.76,14.545
PG,Steve Blake,11/15/2015,DET,LAL,3500,9.18,16.3,0.5,4.79,13.56,9.175
SF,Steve Novak,11/15/2015,OKC,BOS,3500,4.2,4.2,4.2,4.2,4.2,4.2
C,Steven Adams,11/15/2015,OKC,BOS,4300,17.99,27.6,9.1,11.99,23.99,17.99
C,Tarik Black,11/15/2015,LAL,DET,3600,10.22,15.6,1.2,5.11,15.32,10.215
SF,Tayshaun Prince,11/15/2015,MIN,MEM,3500,8.62,15.2,3.2,4.6,12.65,8.625
SG,Terrence Ross,11/15/2015,TOR,SAC,3500,10.44,23.8,2,2.36,18.53,10.445
PG,Terry Rozier,11/15/2015,BOS,OKC,3500,5.65,10.7,1.2,2.15,9.15,5.65
SF,Thabo Sefolosha,11/15/2015,ATL,UTA,3900,17.44,22.9,10.8,14.28,20.6,17.44
C,Tiago Splitter,11/15/2015,ATL,UTA,3700,13.67,19.9,6.6,9.7,17.64,13.67
C,Tibor Pleiss,11/15/2015,UTA,ATL,3500,3.1,3.2,3,3,3.2,3.1
PG,Tim Frazier,11/15/2015,POR,CHA,3500,2.45,3.5,1.4,1.4,3.5,2.45
PG,Toney Douglas,11/15/2015,NOP,NYK,3500,17.13,25.6,2,9.28,24.98,17.13
SG,Tony Allen,11/15/2015,MEM,MIN,4300,16.23,24.4,6.9,10.16,22.3,16.23
PF,Trevor Booker,11/15/2015,UTA,ATL,3800,13.21,31.3,5.6,4.53,21.9,13.215
PG,Trey Burke,11/15/2015,UTA,ATL,5200,19.5,29.1,1.7,12.01,26.99,19.5
PF,Trey Lyles,11/15/2015,UTA,ATL,3500,5.56,12.1,1.4,1.95,9.18,5.565
SG,Troy Daniels,11/15/2015,CHA,POR,3500,2.78,4,1.5,1.85,3.7,2.775
PF,Tyler Hansbrough,11/15/2015,CHA,POR,3500,8.6,8.6,8.6,8.6,8.6,8.6
C,Tyler Zeller,11/15/2015,BOS,OKC,3800,6.9,11.5,1.7,3.37,10.43,6.9
PG,Tyus Jones,11/15/2015,MIN,MEM,3500,5.7,5.7,5.7,5.7,5.7,5.7
SF,Vince Carter,11/15/2015,MEM,MIN,3500,5.2,5.2,5.2,5.2,5.2,5.2
C,Walter Tavares,11/15/2015,ATL,UTA,3500,2.2,2.2,2.2,2.2,2.2,2.2
C,Willie Cauley-Stein,11/15/2015,SAC,TOR,4500,17.12,35.3,4.4,7.75,26.49,17.12
SG,Zach LaVine,11/15/2015,MIN,MEM,5800,21.37,39.2,6.9,11.34,31.39,21.365
PF,Zach Randolph,11/15/2015,MEM,MIN,7000,27.12,48.8,7.6,17.27,36.97,27.12
