name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"PF","Quincy Acy","SAC","ATL","0.896174","9.6","6.18","3500"
"C","Alexis Ajinca","NO","OKC","0.843313","12","11.11","3500"
"PF","LaMarcus Aldridge","SA","DEN","0.897729","34.7","39.59","7700"
"PF","Cliff Alexander","POR","HOU","1.09273","1.2","0.91","3500"
"PF","Lavoy Allen","IND","PHI","1.03644","19.5","16.98","3700"
"SF","Al-Farouq Aminu","POR","HOU","0.878333","31","26.18","5600"
"PF","Ryan Anderson","NO","OKC","0.901542","28.3","23.14","5900"
"SF","Justin Anderson","DAL","BOS","0.821875","9.9","7.49","3500"
"SF","Kyle Anderson","SA","DEN","0.680347","1.8","1.36","3500"
"SF","Trevor Ariza","HOU","POR","0.67483","36.1","27.38","5900"
"C","Omer Asik","NO","OKC","0.843313","20.1","14.51","3500"
"SF","Luke Babbitt","NO","OKC","0.756187","26.4","15.17","3500"
"C","Andrea Bargnani","BKN","CHA","0.976597","20.2","16.21","3500"
"SF","Nicolas Batum","CHA","BKN","0.775063","36","27.9","7200"
"SG","Kent Bazemore","ATL","SAC","0.824167","29.5","19.66","5100"
"SG","Marco Belinelli","SAC","ATL","0.839417","31","21.36","3800"
"PG","Patrick Beverley","HOU","POR","0.950303","14.4","10.16","3500"
"SF","Nemanja Bjelica","MIN","ORL","0.762841","29.4","20.64","4400"
"SG","Eric Bledsoe","PHX","CHI","0.752937","33.4","30.22","8400"
"SF","Bojan Bogdanovic","BKN","CHA","0.732755","28","18.49","4200"
"C","Matt Bonner","SA","DEN","0.963313","2.8","2.1","3500"
"SG","Devin Booker","PHX","CHI","0.752937","10.5","6.78","3500"
"PF","Trevor Booker","UTAH","TOR","0.815718","21.2","16.65","3800"
"SG","Avery Bradley","BOS","DAL","0.711231","27.4","19.02","5500"
"SF","Corey Brewer","HOU","POR","0.67483","25.4","19.27","3600"
"SG","Markel Brown","BKN","CHA","0.760231","15.7","9.08","3500"
"SF","Chase Budinger","IND","PHI","0.94678","3.7","2.55","3500"
"PG","Trey Burke","UTAH","TOR","0.746875","26.6","21.83","5100"
"SG","Alec Burks","UTAH","TOR","0.799271","33.2","25.02","5500"
"SF","Caron Butler","SAC","ATL","0.705019","15.9","9.48","3500"
"PG","Isaiah Canaan","PHI","IND","0.744527","29.9","23.55","4300"
"C","Clint Capela","HOU","POR","1.08777","18.4","16.39","4400"
"SF","Omri Casspi","SAC","ATL","0.705019","28.1","19.18","4200"
"C","Willie Cauley-Stein","SAC","ATL","1.09061","26.1","18.36","4200"
"C","Tyson Chandler","PHX","CHI","1.05183","28.1","23.02","5500"
"PG","Darren Collison","SAC","ATL","0.834735","32.7","26.29","5500"
"C","DeMarcus Cousins","SAC","ATL","1.09061","31.5","35.28","10700"
"SF","Robert Covington","PHI","IND","0.715568","28.4","20.61","5600"
"SG","Allen Crabbe","POR","HOU","0.808485","23.6","13.92","3500"
"SF","Jae Crowder","BOS","DAL","0.631417","32","22.83","5100"
"PF","Dante Cunningham","NO","OKC","0.901542","23.3","12.16","3500"
"PF","Ed Davis","POR","HOU","1.09273","22","18.29","4400"
"PF","Anthony Davis","NO","OKC","0.901542","34.4","37.06","10900"
"C","Dewayne Dedmon","ORL","MIN","0.827896","23.5","21.98","4000"
"PF","Boris Diaw","SA","DEN","0.897729","20","15.2","4100"
"C","Gorgui Dieng","MIN","ORL","0.937367","19.9","15.45","3900"
"C","Tim Duncan","SA","DEN","0.963313","32.2","37.63","6800"
"SG","Wayne Ellington","BKN","CHA","0.760231","4","2.3","3500"
"SG","Monta Ellis","IND","PHI","0.650095","35.5","32.1","6700"
"PF","Jeremy Evans","DAL","BOS","0.869236","13.4","10.44","3500"
"PF","Derrick Favors","UTAH","TOR","0.815718","32.1","31.92","8300"
"PG","Raymond Felton","DAL","BOS","0.667269","25.9","16.43","3500"
"SG","Evan Fournier","ORL","MIN","0.776229","36.2","28.98","5700"
"PF","Channing Frye","ORL","MIN","0.953812","17.6","13.47","3800"
"PF","Kevin Garnett","MIN","ORL","0.880188","17","14.3","3700"
"SF","Rudy Gay","SAC","ATL","0.705019","35.8","34.84","7600"
"SF","Alonzo Gee","NO","OKC","0.756187","6.2","4.13","3500"
"SF","Paul George","IND","PHI","0.94678","35.1","34.72","9200"
"SG","Manu Ginobili","SA","DEN","0.943979","24.8","24.36","4900"
"C","Rudy Gobert","UTAH","TOR","1.02244","30.5","24.41","7700"
"PG","Archie Goodwin","PHX","CHI","0.916505","3.4","2.4","3600"
"PF","Aaron Gordon","ORL","MIN","0.953812","22","15.98","4100"
"SG","Eric Gordon","NO","OKC","0.862375","35.1","27.23","6000"
"PF","Jerami Grant","PHI","IND","0.862405","27.2","21.32","4300"
"SG","Danny Green","SA","DEN","0.943979","28.4","24.44","4200"
"SF","P.J. Hairston","CHA","BKN","0.775063","17.4","11.11","3500"
"PF","Tyler Hansbrough","CHA","BKN","0.857731","2","1.5","3500"
"SF","Maurice Harkless","POR","HOU","0.878333","22.9","14.53","3500"
"PF","Montrezl Harrell","HOU","POR","0.882348","10.9","8.17","3500"
"SF","Tobias Harris","ORL","MIN","0.726921","33.3","30","6800"
"SG","Devin Harris","DAL","BOS","0.806667","26.1","18.06","4200"
"C","Spencer Hawes","CHA","BKN","1.05629","17.9","13.65","3500"
"SF","Gordon Hayward","UTAH","TOR","0.741292","36.1","31.64","6500"
"SG","Gerald Henderson","POR","HOU","0.808485","26.4","16.91","4000"
"SF","Mario Hezonja","ORL","MIN","0.726921","20.1","14.91","3500"
"C","Jordan Hill","IND","PHI","1.03119","24.7","23.83","4800"
"PG","George Hill","IND","PHI","0.921553","35.3","32.86","6300"
"PG","Jrue Holiday","NO","OKC","0.841542","23.6","19.82","5600"
"SG","Justin Holiday","ATL","SAC","0.824167","2.8","1.79","3500"
"SF","Rondae Hollis-Jefferson","BKN","CHA","0.732755","19.9","13.97","3500"
"SG","Rodney Hood","UTAH","TOR","0.799271","32.8","23.68","4600"
"C","Al Horford","ATL","SAC","1.06148","33.7","37.38","7800"
"C","Dwight Howard","HOU","POR","1.08777","30.3","30.01","8000"
"SF","Joe Ingles","UTAH","TOR","0.741292","13.1","8.32","3500"
"PG","Jarrett Jack","BKN","CHA","0.792778","33.7","30.71","6400"
"PG","Pierre Jackson","PHI","IND","0.744527","1.8","1.21","0"
"PF","Cory Jefferson","PHX","CHI","0.77225","2","1.62","3500"
"C","Al Jefferson","CHA","BKN","1.05629","29.3","30.33","6800"
"SG","John Jenkins","DAL","BOS","0.806667","4.9","3.49","3600"
"PF","Jonas Jerebko","BOS","DAL","1.03127","2.5","1.9","3500"
"SG","Joe Johnson","BKN","CHA","0.760231","33.8","22.04","6300"
"C","Amir Johnson","BOS","DAL","0.933542","25.6","18.8","5200"
"PF","Terrence Jones","HOU","POR","0.882348","27","21.95","5900"
"PG","Tyus Jones","MIN","ORL","0.970625","2.2","1.56","3500"
"C","Chris Kaman","POR","HOU","1.00547","15.1","12.64","3700"
"PF","Frank Kaminsky","CHA","BKN","0.857731","3","2.1","3500"
"SG","Sean Kilpatrick","NO","OKC","0.862375","3.4","2.08","0"
"PG","Brandon Knight","PHX","CHI","0.916505","34.8","32.22","7600"
"SG","Kyle Korver","ATL","SAC","0.824167","32.8","23.29","4800"
"C","Kosta Koufos","SAC","ATL","1.09061","23.7","18.15","3800"
"SG","Jeremy Lamb","CHA","BKN","0.844229","27","20.83","4600"
"PG","Shane Larkin","BKN","CHA","0.792778","18.8","12.9","4100"
"SG","Zach LaVine","MIN","ORL","0.702254","25.1","18.77","5900"
"PG","Ty Lawson","HOU","POR","0.950303","36.7","31.64","6000"
"PF","David Lee","BOS","DAL","1.03127","20.3","17.29","4200"
"C","Alex Len","PHX","CHI","1.05183","13.2","9.71","4000"
"SF","Kawhi Leonard","SA","DEN","0.680347","34.1","37.55","8500"
"PF","Jon Leuer","PHX","CHI","0.77225","2.4","2.19","3600"
"PG","Damian Lillard","POR","HOU","0.932917","34.4","34.31","9200"
"PG","Jeremy Lin","CHA","BKN","0.882375","27.2","22.2","4600"
"C","Brook Lopez","BKN","CHA","0.976597","33.5","33.39","8000"
"PF","Trey Lyles","UTAH","TOR","0.815718","10.4","6.74","3500"
"PG","Shelvin Mack","ATL","SAC","0.852208","2.3","1.71","3500"
"C","Ian Mahinmi","IND","PHI","1.03119","25","20.75","4700"
"C","Boban Marjanovic","SA","DEN","0.963313","8.3","5.89","3500"
"SG","Kevin Martin","MIN","ORL","0.702254","25.8","20.28","4700"
"SG","Wesley Matthews","DAL","BOS","0.806667","32.3","23.44","4800"
"PG","Ray McCallum","SA","DEN","0.896292","6","4.54","3500"
"SG","C.J. McCollum","POR","HOU","0.808485","36","27.29","6400"
"PG","T.J. McConnell","PHI","IND","0.744527","29.5","21.47","5100"
"SG","Ben McLemore","SAC","ATL","0.839417","18.3","11.96","3600"
"SF","C.J. Miles","IND","PHI","0.94678","27.9","21.51","4600"
"PG","Andre Miller","MIN","ORL","0.970625","19.2","13.71","3900"
"PG","Patrick Mills","SA","DEN","0.896292","19","14.06","3600"
"PF","Paul Millsap","ATL","SAC","0.964562","33.4","34.95","8300"
"SF","Elijah Millsap","UTAH","TOR","0.741292","2.5","1.48","3500"
"SF","Luis Montero","POR","HOU","0.878333","4.6","3.34","3500"
"PF","Markieff Morris","PHX","CHI","0.77225","29.2","23.14","5500"
"PF","Donatas Motiejunas","HOU","POR","0.882348","21.6","15.69","6400"
"SF","Shabazz Muhammad","MIN","ORL","0.762841","24.3","18.65","3500"
"PF","Mike Muscala","ATL","SAC","0.964562","2.4","2.19","3500"
"PG","Shabazz Napier","ORL","MIN","0.832729","14.3","9.71","3500"
"PG","Raul Neto","UTAH","TOR","0.746875","29.4","19.23","3500"
"PF","Andrew Nicholson","ORL","MIN","0.953812","2.6","1.63","3500"
"PF","Nerlens Noel","PHI","IND","0.862405","31","27.36","7200"
"PF","Dirk Nowitzki","DAL","BOS","0.869236","35.7","33.81","6500"
"C","Jahlil Okafor","PHI","IND","0.996174","33","25.23","6700"
"SG","Victor Oladipo","ORL","MIN","0.776229","35.7","32.39","7900"
"C","Kelly Olynyk","BOS","DAL","0.933542","20.6","17.56","3800"
"C","Zaza Pachulia","DAL","BOS","0.962384","28.5","26.96","5600"
"PG","Tony Parker","SA","DEN","0.896292","28.6","25.28","4900"
"SF","Chandler Parsons","DAL","BOS","0.821875","18.3","13.2","5300"
"PF","Adreian Payne","MIN","ORL","0.880188","18.7","13.83","3500"
"PG","Elfrid Payton","ORL","MIN","0.832729","33.9","30","6500"
"C","Kendrick Perkins","NO","OKC","0.843313","12.6","10.17","3500"
"C","Tibor Pleiss","UTAH","TOR","1.02244","6.4","4.24","3500"
"C","Mason Plumlee","POR","HOU","1.00547","29","27.97","5400"
"PF","Dwight Powell","DAL","BOS","0.869236","4.8","4.06","4600"
"PG","Ronnie Price","PHX","CHI","0.916505","3","1.79","3500"
"SF","Tayshaun Prince","MIN","ORL","0.762841","25.9","15.92","3500"
"PG","Brian Roberts","CHA","BKN","0.882375","2.3","1.44","3500"
"PF","Thomas Robinson","BKN","CHA","1.04234","13.3","11.27","3800"
"SF","Glenn Robinson III","IND","PHI","0.94678","3","1.85","3500"
"PG","Rajon Rondo","SAC","ATL","0.834735","31.9","28.69","7600"
"PG","Terry Rozier","BOS","DAL","0.857898","2.3","1.61","3500"
"PG","Ricky Rubio","MIN","ORL","0.970625","29.7","25.69","7400"
"SF","JaKarr Sampson","PHI","IND","0.715568","24.9","18.02","3500"
"PG","Dennis Schroder","ATL","SAC","0.852208","34.3","31.55","4800"
"SF","Mike Scott","ATL","SAC","0.813896","12.6","8.28","3500"
"SF","Thabo Sefolosha","ATL","SAC","0.813896","20.3","16.07","3900"
"PG","Marcus Smart","BOS","DAL","0.857898","31","22.63","5800"
"PF","Jason Smith","ORL","MIN","0.953812","14","10.86","3500"
"C","Tiago Splitter","ATL","SAC","1.06148","20.3","17.67","3500"
"SG","Nik Stauskas","PHI","IND","0.813417","31","19.01","4100"
"SG","Rodney Stuckey","IND","PHI","0.650095","24.2","19.96","4700"
"PF","Jared Sullinger","BOS","DAL","1.03127","28","26.07","5900"
"PG","Jeff Teague","ATL","SAC","0.852208","33.1","33.55","7200"
"PF","Mirza Teletovic","PHX","CHI","0.77225","15.2","11.51","3600"
"PG","Isaiah Thomas","BOS","DAL","0.857898","34.9","35.87","7500"
"SF","Hollis Thompson","PHI","IND","0.715568","27.5","16.04","3700"
"SG","Marcus Thornton","HOU","POR","0.791705","31.3","23.58","4500"
"C","Karl-Anthony Towns","MIN","ORL","0.937367","30.5","25.93","6800"
"SF","P.J. Tucker","PHX","CHI","0.83475","25.1","16.42","4200"
"SF","Evan Turner","BOS","DAL","0.631417","27.6","22.48","5400"
"PF","Charlie Villanueva","DAL","BOS","0.869236","18.3","17.39","3500"
"PF","Noah Vonleh","POR","HOU","1.09273","15.2","11.23","3500"
"C","Nikola Vucevic","ORL","MIN","0.827896","30.3","29.95","7800"
"PG","Kemba Walker","CHA","BKN","0.882375","28.1","23.96","7000"
"SF","T.J. Warren","PHX","CHI","0.83475","22.6","16.64","4000"
"PG","C.J. Watson","ORL","MIN","0.832729","5","3.75","3600"
"PF","David West","SA","DEN","0.897729","18.6","16.78","4000"
"SF","Andrew Wiggins","MIN","ORL","0.762841","30.1","23.38","7000"
"PF","Marvin Williams","CHA","BKN","0.857731","32","22.51","5200"
"PG","Deron Williams","DAL","BOS","0.667269","30.2","26.46","6200"
"C","Jeff Withey","UTAH","TOR","1.02244","6.4","4.38","3500"
"PF","Christian Wood","PHI","IND","0.862405","13.8","10.12","3800"
"PF","Thaddeus Young","BKN","CHA","1.04234","31.3","22.19","5800"
"SG","Joseph Young","IND","PHI","0.650095","8","5.26","3500"
"C","Tyler Zeller","BOS","DAL","0.933542","1.6","1.11","3800"
