name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"C","Steven Adams","OKC","MEM","0.805208","23.2","16.57","4300"
"SG","Jordan Adams","MEM","OKC","0.88412","0","0","3500"
"C","Furkan Aldemir","PHI","DAL","0.913646","3.3","2.35","0"
"PF","LaMarcus Aldridge","SA","POR","0.871271","36.9","38.2","8100"
"PF","Lavoy Allen","IND","CHI","0.77081","22.6","16.79","3600"
"SG","Tony Allen","MEM","OKC","0.88412","24","19.17","4300"
"SF","Justin Anderson","DAL","PHI","0.922604","9.2","7.81","3500"
"SF","Kyle Anderson","SA","POR","0.631813","1.3","0.89","3800"
"SF","Trevor Ariza","HOU","BOS","0.799531","33.2","24.32","5600"
"PG","D.J. Augustin","OKC","MEM","0.899148","19.6","12.22","3500"
"PF","Cameron Bairstow","CHI","IND","0.834167","0.8","0.32","3500"
"SF","Matt Barnes","MEM","OKC","0.744074","22.9","14.04","3500"
"PG","Patrick Beverley","HOU","BOS","0.683828","0","0","3500"
"SG","Eric Bledsoe","PHX","LAL","0.740718","33","34.46","8700"
"C","Matt Bonner","SA","POR","1.0954","0","0","3500"
"SG","Devin Booker","PHX","LAL","0.740718","11.3","8.39","3500"
"SG","Avery Bradley","BOS","HOU","0.794104","27.6","19.28","5500"
"SF","Corey Brewer","HOU","BOS","0.799531","25.8","18.13","3500"
"PG","Aaron Brooks","CHI","IND","0.720271","20.8","18.72","4000"
"SF","Chase Budinger","IND","CHI","0.839259","1.7","1.01","3600"
"SG","Jimmy Butler","CHI","IND","0.820509","38.3","33.85","7900"
"PG","Isaiah Canaan","PHI","DAL","0.8775","29.8","23.46","4400"
"C","Clint Capela","HOU","BOS","0.963802","18.8","15.81","4500"
"SF","Vince Carter","MEM","OKC","0.744074","15.8","10.22","3500"
"PG","Mario Chalmers","MEM","OKC","0.775394","19.3","14.03","4000"
"C","Tyson Chandler","PHX","LAL","1.11049","27.3","23.2","5600"
"PF","Rakeem Christmas","IND","CHI","0.77081","0","0","3500"
"PF","Nick Collison","OKC","MEM","1.02259","10.7","6.85","3600"
"PG","Mike Conley","MEM","OKC","0.775394","33.1","27.47","6300"
"SF","Robert Covington","PHI","DAL","0.623472","27","21.24","5800"
"SF","Jae Crowder","BOS","HOU","0.887583","28","20.44","5000"
"SF","Sam Dekker","HOU","BOS","0.799531","0","0","3500"
"PF","Boris Diaw","SA","POR","0.871271","17.8","12.79","3800"
"C","Tim Duncan","SA","POR","1.0954","33","34.64","6900"
"SF","Mike Dunleavy","CHI","IND","0.709437","0","0","4200"
"SF","Kevin Durant","OKC","MEM","0.78608","0","0","10300"
"SG","Monta Ellis","IND","CHI","0.750718","36.9","33.1","6600"
"SF","James Ennis","MEM","OKC","0.744074","0.9","0.32","3500"
"PF","Jeremy Evans","DAL","PHI","1.0625","17.3","14.03","3500"
"C","Cristiano Felicio","CHI","IND","0.989521","3.4","2.47","3500"
"PG","Raymond Felton","DAL","PHI","0.956146","24.6","17.9","3800"
"PF","Pau Gasol","CHI","IND","0.834167","35.1","37.49","8100"
"C","Marc Gasol","MEM","OKC","0.838356","34.2","35.36","7500"
"SF","Paul George","IND","CHI","0.839259","38.6","34.47","9200"
"PF","Taj Gibson","CHI","IND","0.834167","22.1","15.56","4200"
"SG","Manu Ginobili","SA","POR","0.781042","23.6","21.36","4800"
"PG","Archie Goodwin","PHX","LAL","0.87544","2.7","2.03","3600"
"PF","Jerami Grant","PHI","DAL","1.076","26.1","21.33","4400"
"SG","Danny Green","SA","POR","0.781042","29.4","21.13","4100"
"SF","Jeff Green","MEM","OKC","0.744074","27","17.16","3800"
"PF","JaMychal Green","MEM","OKC","0.933009","1.4","1.08","3500"
"PF","Montrezl Harrell","HOU","BOS","0.860807","11","9.18","3500"
"SG","Devin Harris","DAL","PHI","0.649333","25.3","21.51","4200"
"C","Jordan Hill","IND","CHI","1.06225","28.7","25.73","4700"
"PG","George Hill","IND","CHI","0.916505","35.8","30.9","6300"
"SG","Solomon Hill","IND","CHI","0.750718","0.1","0","3500"
"SG","Kirk Hinrich","CHI","IND","0.820509","1.9","0.67","3500"
"PF","Richaun Holmes","PHI","DAL","1.076","0","0","3700"
"C","Dwight Howard","HOU","BOS","0.963802","0","0","8200"
"PF","Serge Ibaka","OKC","MEM","1.02259","31.9","26.52","7100"
"PG","Pierre Jackson","PHI","DAL","0.8775","1.7","1.43","0"
"PF","Cory Jefferson","PHX","LAL","1.04558","0","0","3500"
"SG","John Jenkins","DAL","PHI","0.649333","0","0","3500"
"PF","Jonas Jerebko","BOS","HOU","1.1185","4.1","3.01","3500"
"C","Amir Johnson","BOS","HOU","0.997083","25.3","19.83","5200"
"PF","Terrence Jones","HOU","BOS","0.860807","26.4","21.77","5900"
"C","Enes Kanter","OKC","MEM","0.805208","23.5","18.81","6200"
"PG","Brandon Knight","PHX","LAL","0.87544","34.3","33.96","6900"
"PG","Ty Lawson","HOU","BOS","0.683828","33.7","26.75","6000"
"PF","David Lee","BOS","HOU","1.1185","22.5","19.51","4700"
"SG","Courtney Lee","MEM","OKC","0.88412","27.5","16.85","4000"
"C","Alex Len","PHX","LAL","1.11049","14.9","12.12","3700"
"SF","Kawhi Leonard","SA","POR","0.631813","37.1","41.32","8400"
"PF","Jon Leuer","PHX","LAL","1.04558","3.5","3.4","3700"
"C","Ian Mahinmi","IND","CHI","1.06225","26.5","19.36","4600"
"C","Boban Marjanovic","SA","POR","1.0954","6.4","4.24","3500"
"PG","Kendall Marshall","PHI","DAL","0.8775","1.4","0.92","3900"
"PF","Jarell Martin","MEM","OKC","0.933009","0","0","3500"
"SG","Wesley Matthews","DAL","PHI","0.649333","29.7","24.34","5000"
"PG","Ray McCallum","SA","POR","0.963875","5.6","3.32","3500"
"PG","T.J. McConnell","PHI","DAL","0.8775","30.1","24.4","4800"
"SF","K.J. McDaniels","HOU","BOS","0.799531","0","0","3500"
"SF","Doug McDermott","CHI","IND","0.709437","21","12.27","3700"
"PF","Mitch McGary","OKC","MEM","1.02259","6.9","4.62","3500"
"C","JaVale McGee","DAL","PHI","1.08759","1.9","1.55","3700"
"C","Salah Mejri","DAL","PHI","1.08759","1.2","1.01","3500"
"PF","Jordan Mickey","BOS","HOU","1.1185","0","0","3500"
"SF","C.J. Miles","IND","CHI","0.839259","27.9","18.72","4500"
"PG","Patrick Mills","SA","POR","0.963875","20.8","14.11","3600"
"SF","Nikola Mirotic","CHI","IND","0.709437","26.8","24.55","5600"
"PG","E'Twaun Moore","CHI","IND","0.720271","3.3","1.56","3500"
"PF","Markieff Morris","PHX","LAL","1.04558","28.1","25.47","5500"
"SG","Anthony Morrow","OKC","MEM","0.752557","13.7","8.53","3500"
"PF","Donatas Motiejunas","HOU","BOS","0.860807","0","0","6400"
"C","Joakim Noah","CHI","IND","0.989521","24.1","19.6","4700"
"PF","Nerlens Noel","PHI","DAL","1.076","26.9","22.91","7000"
"SF","Steve Novak","OKC","MEM","0.78608","0.7","0.42","3500"
"PF","Dirk Nowitzki","DAL","PHI","1.0625","33.1","30.12","6500"
"C","Jahlil Okafor","PHI","DAL","0.913646","32.8","26.31","6700"
"C","Kelly Olynyk","BOS","HOU","0.997083","21.9","19.17","3700"
"C","Zaza Pachulia","DAL","PHI","1.08759","26.7","26","5800"
"PG","Tony Parker","SA","POR","0.963875","30.5","25.78","4800"
"SF","Chandler Parsons","DAL","PHI","0.922604","17.8","15.53","5200"
"PF","Bobby Portis","CHI","IND","0.834167","2.1","1.53","3500"
"PF","Dwight Powell","DAL","PHI","1.0625","3.8","3.52","4900"
"PG","Ronnie Price","PHX","LAL","0.87544","3.3","2.11","3500"
"PF","Zach Randolph","MEM","OKC","0.933009","33.5","30.52","7000"
"SG","Andre Roberson","OKC","MEM","0.752557","22.3","13.54","3500"
"SF","Glenn Robinson III","IND","CHI","0.839259","2.6","1.43","3600"
"PG","Derrick Rose","CHI","IND","0.720271","30.2","25.83","6800"
"PG","Terry Rozier","BOS","HOU","0.905833","2.8","2","3500"
"SF","JaKarr Sampson","PHI","DAL","0.623472","22.6","15.18","3500"
"SF","Kyle Singler","OKC","MEM","0.78608","11.9","6.01","3500"
"PG","Marcus Smart","BOS","HOU","0.905833","29","19.12","5300"
"PG","Russ Smith","MEM","OKC","0.775394","2.2","1.56","3500"
"SG","Tony Snell","CHI","IND","0.820509","22.9","12.59","3500"
"SG","Nik Stauskas","PHI","DAL","0.727063","28.6","18.11","4000"
"SG","Rodney Stuckey","IND","CHI","0.750718","28.8","23.18","4700"
"PF","Jared Sullinger","BOS","HOU","1.1185","27.2","27.96","5600"
"PF","Mirza Teletovic","PHX","LAL","1.04558","8.3","5.76","3700"
"PG","Jason Terry","HOU","BOS","0.683828","2.9","1.76","3600"
"PG","Isaiah Thomas","BOS","HOU","0.905833","35.1","34.18","7200"
"SF","Hollis Thompson","PHI","DAL","0.623472","24.9","16.47","3600"
"SG","Marcus Thornton","HOU","BOS","0.817768","32","25.05","4500"
"SF","P.J. Tucker","PHX","LAL","0.81713","25.9","18.02","4100"
"SF","Evan Turner","BOS","HOU","0.887583","25","20.83","5800"
"PF","Myles Turner","IND","CHI","0.77081","0","0","3500"
"PF","Charlie Villanueva","DAL","PHI","1.0625","18.1","17.28","3900"
"SG","Dion Waiters","OKC","MEM","0.752557","24.1","16.36","4800"
"SF","T.J. Warren","PHX","LAL","0.81713","23.6","18.15","3800"
"PF","David West","SA","POR","0.871271","16.4","11.77","4200"
"PG","Russell Westbrook","OKC","MEM","0.899148","38.5","41.68","11400"
"C","Shayne Whittington","IND","CHI","1.06225","0","0","3500"
"PG","Deron Williams","DAL","PHI","0.956146","32.5","28.23","6200"
"PF","Christian Wood","PHI","DAL","1.076","12.1","8.46","3700"
"C","Brandan Wright","MEM","OKC","0.838356","0","0","3700"
"PG","Tony Wroten","PHI","DAL","0.8775","0","0","0"
"SF","James Young","BOS","HOU","0.887583","0","0","3500"
"SG","Joseph Young","IND","CHI","0.750718","1.7","1.11","3500"
"C","Tyler Zeller","BOS","HOU","0.997083","1.3","0.86","3800"
