pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PF","Cody Zeller","2015-11-12","CHA","NYK","3900","17.09","25.7","9.4","11.43","22.75","17.09"
"C","Cole Aldrich","2015-11-12","LAC","DAL","3600","1","1","1","1","1","1"
"SF","Corey Brewer","2015-11-12","HOU","BKN","3900","15.57","23.9","3","8.66","22.48","15.57"
"PG","Cory Joseph","2015-11-12","TOR","PHI","3700","16.71","32.2","3.9","8.09","25.34","16.715"
"SG","Courtney Lee","2015-11-12","MEM","GSW","4100","18.18","22.4","11.6","14.52","21.83","18.175"
"PG","D'Angelo Russell","2015-11-12","LAL","ORL","5100","17.37","25.8","7.6","12.25","22.49","17.37"
"PG","Damian Lillard","2015-11-12","POR","SAS","9300","41.28","50.9","29.6","35.39","47.16","41.275"
"SF","Damien Inglis","2015-11-12","MIL","DEN","3500","5.4","10.3","1.2","1.85","8.95","5.4"
"SF","Danilo Gallinari","2015-11-12","DEN","MIL","6400","27.11","45.1","12.9","15.94","38.29","27.115"
"SG","Danny Green","2015-11-12","SAS","POR","4200","17.14","23.6","12.5","13.1","21.19","17.145"
"PF","Dante Cunningham","2015-11-12","NOP","ATL","3900","11.31","15.7","5.6","7.79","14.83","11.31"
"PF","Darrell Arthur","2015-11-12","DEN","MIL","3500","12.83","17.8","10.1","10.03","15.62","12.825"
"PG","Darren Collison","2015-11-12","SAC","DET","5500","24.65","36.5","19.2","18.94","30.36","24.65"
"PF","David Lee","2015-11-12","BOS","IND","5000","16.77","26.5","6.6","10.26","23.27","16.765"
"PF","David West","2015-11-12","SAS","POR","4200","11.1","27.8","2.4","2.64","19.56","11.1"
"C","DeAndre Jordan","2015-11-12","LAC","DAL","8000","34.51","53.1","24.8","26.19","42.84","34.515"
"PG","Delon Wright","2015-11-12","TOR","PHI","3500","0.2","0.2","0.2","0.2","0.2","0.2"
"SG","DeMar DeRozan","2015-11-12","TOR","PHI","7600","33.38","42","15.7","24.17","42.58","33.375"
"C","DeMarcus Cousins","2015-11-12","SAC","DET","10200","39","46.1","25.3","30.93","47.07","39"
"SF","DeMarre Carroll","2015-11-12","TOR","PHI","6000","21.8","31.6","12.2","13.45","30.15","21.8"
"PG","Dennis Schroder","2015-11-12","ATL","NOP","4600","20.62","32.6","8.9","13.88","27.37","20.625"
"PG","Deron Williams","2015-11-12","DAL","LAC","6700","23.95","28","13.5","18.82","29.08","23.95"
"PF","Derrick Williams","2015-11-12","NYK","CHA","4000","14.33","33.9","7.7","6.27","22.38","14.325"
"SG","Devin Harris","2015-11-12","DAL","LAC","4100","16.41","22.7","1.7","9.75","23.08","16.415"
"C","Dewayne Dedmon","2015-11-12","ORL","LAL","4100","19","30.8","12.8","13.27","24.73","19"
"PF","Dirk Nowitzki","2015-11-12","DAL","LAC","6500","29.19","38.3","21.2","24.22","34.15","29.185"
"PG","Donald Sloan","2015-11-12","BKN","HOU","3500","3.7","6.4","1","1","6.4","3.7"
"PF","Draymond Green","2015-11-12","GSW","MEM","7800","32.2","42.5","20.5","25.42","38.98","32.2"
"C","Dwight Howard","2015-11-12","HOU","BKN","8100","35.58","45.5","20.4","26.25","44.9","35.575"
"PF","Dwight Powell","2015-11-12","DAL","LAC","4600","24.04","30.5","17.6","19.14","28.95","24.045"
"PF","Ed Davis","2015-11-12","POR","SAS","4600","17.44","27.2","8.9","11.07","23.81","17.44"
"PG","Elfrid Payton","2015-11-12","ORL","LAL","6500","22.71","35.9","3.4","11.92","33.5","22.71"
"PG","Emmanuel Mudiay","2015-11-12","DEN","MIL","5800","25.36","34.7","16.3","19.2","31.51","25.355"
"SG","Eric Gordon","2015-11-12","NOP","ATL","5500","26.6","33","18.8","22.2","31","26.6"
"PF","Eric Moreland","2015-11-12","SAC","DET","3500","2.53","5.2","1.2","0.65","4.42","2.535"
"PF","Ersan Ilyasova","2015-11-12","DET","SAC","4400","14.5","27.9","6.9","7.76","21.24","14.5"
"SG","Evan Fournier","2015-11-12","ORL","LAL","5500","27.65","44","12.3","16.11","39.19","27.65"
"SF","Evan Turner","2015-11-12","BOS","IND","5700","20.23","35","10.3","10.45","30.02","20.235"
"C","Festus Ezeli","2015-11-12","GSW","MEM","4300","22.46","30.4","12.5","16.96","27.97","22.465"
"PF","Frank Kaminsky","2015-11-12","CHA","NYK","3500","6.73","16.1","-1","0.66","12.81","6.735"
"SG","Gary Harris","2015-11-12","DEN","MIL","3800","16.1","25.5","7.7","9.29","22.91","16.1"
"PG","George Hill","2015-11-12","IND","BOS","6700","28.05","40.4","18","20.68","35.42","28.05"
"SG","Giannis Antetokounmpo","2015-11-12","MIL","DEN","7000","30.84","40.8","19.6","23.44","38.24","30.84"
"C","Greg Monroe","2015-11-12","MIL","DEN","8200","37.5","52.8","19.9","28.72","46.28","37.5"
"PG","Greivis Vasquez","2015-11-12","MIL","DEN","4200","15.21","28.9","3.2","7.21","23.22","15.215"
"SF","Harrison Barnes","2015-11-12","GSW","MEM","5100","23.49","32.3","14.4","17.92","29.06","23.49"
"SF","Hollis Thompson","2015-11-12","PHI","TOR","3600","15.91","26.2","7.6","9.83","22","15.915"
"SG","Ian Clark","2015-11-12","GSW","MEM","3500","9.93","20.1","4.7","2.74","17.12","9.93"
"C","Ian Mahinmi","2015-11-12","IND","BOS","4500","18.76","31.1","-1","9.34","28.17","18.755"
"PG","Isaiah Canaan","2015-11-12","PHI","TOR","4800","18.6","35.1","8.7","9.17","28.03","18.6"
"PG","Isaiah Thomas","2015-11-12","BOS","IND","7300","32.52","42.9","22.9","25.02","40.01","32.515"
"PG","Ish Smith","2015-11-12","NOP","ATL","5100","27.36","40.6","7.9","16.81","37.91","27.36"
"PG","J.J. Barea","2015-11-12","DAL","LAC","4300","18.57","24.7","13.3","14.72","22.42","18.57"
"PF","J.J. Hickson","2015-11-12","DEN","MIL","4400","20.16","42.1","4.2","5.33","34.99","20.16"
"SG","J.J. Redick","2015-11-12","LAC","DAL","4800","19.41","28","15","14.77","24.05","19.41"
"PF","Jabari Parker","2015-11-12","MIL","DEN","5600","12.13","23.1","7.7","5.76","18.49","12.125"
"SF","Jae Crowder","2015-11-12","BOS","IND","4700","25.48","38","17.3","19.2","31.77","25.485"
"C","Jahlil Okafor","2015-11-12","PHI","TOR","6400","30.44","43.5","18.7","23.4","37.48","30.44"
"SF","JaKarr Sampson","2015-11-12","PHI","TOR","3500","7.96","16.8","1","2.86","13.05","7.955"
"SG","Jamal Crawford","2015-11-12","LAC","DAL","4400","14.89","20.4","7","10.42","19.35","14.885"
"PG","Jameer Nelson","2015-11-12","DEN","MIL","4500","17.63","24.7","11.2","13.05","22.22","17.635"
"SG","James Anderson","2015-11-12","SAC","DET","3500","7.28","19","1","1.42","13.15","7.285"
"SG","James Harden","2015-11-12","HOU","BKN","10100","45.46","66.7","31.9","33.93","56.98","45.455"
"SF","James Johnson","2015-11-12","TOR","PHI","3600","10.3","21.1","-1","0.71","19.89","10.3"
"PF","James Michael McAdoo","2015-11-12","GSW","MEM","3500","7.2","18.9","1.5","0.79","13.61","7.2"
"PF","JaMychal Green","2015-11-12","MEM","GSW","3500","12.46","25.4","5.9","6.89","18.03","12.46"
"PF","Jared Sullinger","2015-11-12","BOS","IND","5200","27.82","39.1","14.1","19.98","35.65","27.815"
"PG","Jarrett Jack","2015-11-12","BKN","HOU","6200","26.22","44.4","15.2","16.34","36.1","26.22"
"PF","Jason Smith","2015-11-12","ORL","LAL","3500","10.3","19.5","3.6","4.65","15.95","10.3"
"PG","Jason Terry","2015-11-12","HOU","BKN","3500","5.16","8.9","2.2","2.77","7.55","5.16"
"PF","Jason Thompson","2015-11-12","GSW","MEM","4300","7.3","14.8","1.2","2.39","12.21","7.3"
"SF","Jeff Green","2015-11-12","MEM","GSW","3900","13.29","25.3","4.1","6.86","19.71","13.285"
"PG","Jeff Teague","2015-11-12","ATL","NOP","7600","33.12","45.7","20.2","25.14","41.11","33.125"
"PF","Jerami Grant","2015-11-12","PHI","TOR","4200","20.24","28.9","10.9","15.09","25.39","20.24"
"PF","Jeremy Evans","2015-11-12","DAL","LAC","3500","8.16","18.2","1.2","2.57","13.75","8.16"
"SG","Jeremy Lamb","2015-11-12","CHA","NYK","4100","20.4","32.3","6.8","12.82","27.98","20.4"
"PG","Jeremy Lin","2015-11-12","CHA","NYK","4700","20.56","28","13.2","15.99","25.12","20.555"
"PG","Jerian Grant","2015-11-12","NYK","CHA","4100","16.28","24.7","10.2","11.43","21.12","16.275"
"PG","Jerryd Bayless","2015-11-12","MIL","DEN","3700","20.16","41.2","5.2","9.58","30.74","20.16"
"SG","Jimmer Fredette","2015-11-12","NOP","ATL","3500","4","4","4","4","4","4"
"SG","Jodie Meeks","2015-11-12","DET","SAC","3600","3.4","3.4","3.4","3.4","3.4","3.4"
"SG","Joe Johnson","2015-11-12","BKN","HOU","6200","22.64","31.6","6.9","14.68","30.6","22.64"
"PF","Joffrey Lauvergne","2015-11-12","DEN","MIL","4000","21.93","24.9","19","19.52","24.34","21.93"
"PF","John Henson","2015-11-12","MIL","DEN","4500","15.28","36.5","5.6","2.85","27.7","15.275"
"SG","John Jenkins","2015-11-12","DAL","LAC","3600","16.3","26.7","5.9","5.9","26.7","16.3"
"C","Johnny O'Bryant","2015-11-12","MIL","DEN","3500","11.6","18.9","3.6","6.72","16.48","11.6"
"PF","Jonas Jerebko","2015-11-12","BOS","IND","3500","9.97","15.1","3.4","5.88","14.05","9.965"
"C","Jonas Valanciunas","2015-11-12","TOR","PHI","6300","27.94","39","19","22.44","33.43","27.935"
"SG","Jordan Adams","2015-11-12","MEM","GSW","3500","8.95","11.9","6","6","11.9","8.95"
"PG","Jordan Clarkson","2015-11-12","LAL","ORL","6300","22.29","38.6","13.9","14.06","30.51","22.285"
"C","Jordan Hill","2015-11-12","IND","BOS","4800","21.23","30","11.2","15.46","27","21.23"
"PF","Jordan Mickey","2015-11-12","BOS","IND","3500","6.05","6.2","5.9","5.9","6.2","6.05"
"PG","Jose Calderon","2015-11-12","NYK","CHA","4400","12.93","27.5","6.7","6.54","19.31","12.925"
"SG","Joseph Young","2015-11-12","IND","BOS","3500","-1","-1","-1","-1","-1","-1"
"PF","Josh Smith","2015-11-12","LAC","DAL","4200","13.76","18.5","5.9","9.09","18.43","13.76"
"PG","Jrue Holiday","2015-11-12","NOP","ATL","5900","20.28","29.4","12.2","13.98","26.58","20.28"
"PF","Julius Randle","2015-11-12","LAL","ORL","5900","26.3","54","1.9","11.98","40.62","26.3"
"SF","Justin Anderson","2015-11-12","DAL","LAC","3500","7.2","15.7","1.2","0.94","13.46","7.2"
"SG","Justin Holiday","2015-11-12","ATL","NOP","3500","9.27","19.2","2","3.15","15.38","9.265"
"SF","K.J. McDaniels","2015-11-12","HOU","BKN","3500","5.2","5.2","5.2","5.2","5.2","5.2"
"SF","Kawhi Leonard","2015-11-12","SAS","POR","8300","38.09","48.6","31.5","31.76","44.41","38.085"
"C","Kelly Olynyk","2015-11-12","BOS","IND","3700","17.66","40.4","5.4","5.66","29.66","17.66"
"PG","Kemba Walker","2015-11-12","CHA","NYK","7200","29.26","35.8","20","23.5","35.01","29.255"
"C","Kendrick Perkins","2015-11-12","NOP","ATL","3500","9.53","16.3","3.5","4.28","14.78","9.53"
"PF","Kenneth Faried","2015-11-12","DEN","MIL","6800","28.43","43.5","14.9","19.86","37","28.43"
"SG","Kent Bazemore","2015-11-12","ATL","NOP","5300","25.2","38.3","5.9","16","34.4","25.2"
"SG","Kentavious Caldwell-Pope","2015-11-12","DET","SAC","5200","24.13","27.8","15.8","20.34","27.92","24.13"
"PF","Kevin Seraphin","2015-11-12","NYK","CHA","3500","4.44","8.6","1.2","1.75","7.13","4.44"
"SF","Khris Middleton","2015-11-12","MIL","DEN","5800","23.65","36.3","8.4","14.24","33.06","23.65"
"SG","Klay Thompson","2015-11-12","GSW","MEM","6800","25.45","33.5","13.4","18.48","32.42","25.45"
"SG","Kobe Bryant","2015-11-12","LAL","ORL","7400","24.87","34.3","19.3","20.11","29.62","24.865"
"C","Kosta Koufos","2015-11-12","SAC","DET","4300","21.75","29.4","14.4","16.69","26.81","21.75"
"SF","Kostas Papanikolaou","2015-11-12","DEN","MIL","3500","6.65","12.1","1.2","1.2","12.1","6.65"
"PF","Kristaps Porzingis","2015-11-12","NYK","CHA","5400","25.53","39.3","13.7","17.53","33.52","25.525"
"SF","Kyle Anderson","2015-11-12","SAS","POR","3500","6.62","11.4","2.7","4.01","9.22","6.615"
"SG","Kyle Korver","2015-11-12","ATL","NOP","5100","19.86","45.9","8.9","7.76","31.95","19.855"
"PG","Kyle Lowry","2015-11-12","TOR","PHI","8000","37.55","54","22.3","27.31","47.79","37.55"
"C","Kyle O'Quinn","2015-11-12","NYK","CHA","4400","18.34","30.7","4.9","10.82","25.85","18.335"
"SG","Lamar Patterson","2015-11-12","ATL","NOP","3500","7.98","12.9","3.2","4.27","11.69","7.98"
"PF","LaMarcus Aldridge","2015-11-12","SAS","POR","8100","29.26","50.3","20.5","20.07","38.44","29.255"
"SG","Lance Stephenson","2015-11-12","LAC","DAL","3500","12.59","19.1","4.1","7.8","17.38","12.59"
"SF","Lance Thomas","2015-11-12","NYK","CHA","3500","10.75","20.6","2","4.7","16.8","10.75"
"SG","Langston Galloway","2015-11-12","NYK","CHA","4800","22.98","31.4","14.5","18.14","27.81","22.975"
"PF","Larry Nance","2015-11-12","LAL","ORL","3500","9.27","11","8.2","8.03","10.5","9.265"
"PF","Lavoy Allen","2015-11-12","IND","BOS","3600","11.94","20.7","2.7","5.53","18.36","11.945"
"SG","Leandro Barbosa","2015-11-12","GSW","MEM","3700","12.03","18.5","8","8.59","15.46","12.025"
"PF","Lou Amundson","2015-11-12","NYK","CHA","3500","2","2","2","2","2","2"
"SG","Louis Williams","2015-11-12","LAL","ORL","5200","22.97","41","14.7","14.96","30.98","22.97"
"SF","Luc Richard Mbah a Moute","2015-11-12","LAC","DAL","3500","1.5","1.5","1.5","1.5","1.5","1.5"
"C","Lucas Nogueira","2015-11-12","TOR","PHI","3500","5","5","5","5","5","5"
"SF","Luis Montero","2015-11-12","POR","SAS","3500","1.6","3","0.2","0.2","3","1.6"
"PF","Luis Scola","2015-11-12","TOR","PHI","4300","19.49","38.9","7.6","10.52","28.45","19.485"
"SF","Luke Babbitt","2015-11-12","NOP","ATL","3600","14.38","21.1","8.9","9.82","18.94","14.38"
"SG","Manu Ginobili","2015-11-12","SAS","POR","4700","21.81","30.1","9.5","15.43","28.2","21.815"
"C","Marc Gasol","2015-11-12","MEM","GSW","7100","25.13","36.1","14.4","17.82","32.43","25.125"
"PG","Marcelo Huertas","2015-11-12","LAL","ORL","3500","8.32","12.4","1.7","4.4","12.24","8.32"
"SG","Marco Belinelli","2015-11-12","SAC","DET","4000","18.64","26.6","9.2","12.72","24.55","18.635"
"SF","Marcus Morris","2015-11-12","DET","SAC","5900","28.76","36","20.7","23","34.51","28.755"
"PG","Marcus Smart","2015-11-12","BOS","IND","5800","25.63","32.9","16.1","18.59","32.68","25.635"
"SG","Marcus Thornton","2015-11-12","HOU","BKN","4500","26.62","30.3","22.9","23.95","29.29","26.62"
"SF","Mario Hezonja","2015-11-12","ORL","LAL","3500","6.13","13.6","-1","1","11.25","6.125"
"SG","Markel Brown","2015-11-12","BKN","HOU","3500","8.06","14.4","3","3.76","12.36","8.06"
"PF","Marreese Speights","2015-11-12","GSW","MEM","3500","12.11","22.3","4","6.46","17.77","12.115"
"PF","Marvin Williams","2015-11-12","CHA","NYK","5000","25.8","35.4","15.8","19.72","31.88","25.8"
"C","Mason Plumlee","2015-11-12","POR","SAS","5500","24.86","37.2","12.8","16.92","32.8","24.86"
"SF","Matt Barnes","2015-11-12","MEM","GSW","3700","16.29","23.7","1.9","8.91","23.67","16.29"
"SF","Metta World Peace","2015-11-12","LAL","ORL","3600","16.97","20.5","12.1","13.41","20.52","16.965"
"C","Meyers Leonard","2015-11-12","POR","SAS","4500","17.06","28.1","4.6","8.91","25.22","17.065"
"PG","Michael Carter-Williams","2015-11-12","MIL","DEN","7000","30.03","39.7","23.9","24.16","35.89","30.025"
"PG","Mike Conley","2015-11-12","MEM","GSW","6500","26.68","37.4","11.9","19.11","34.24","26.675"
"SF","Mike Miller","2015-11-12","DEN","MIL","3500","5.18","11.4","1.4","1.05","9.3","5.175"
"PF","Mike Muscala","2015-11-12","ATL","NOP","3500","5.8","11.4","0.2","0.2","11.4","5.8"
"SF","Mike Scott","2015-11-12","ATL","NOP","3500","8.18","13.8","4.7","5.28","11.07","8.175"
"C","Miles Plumlee","2015-11-12","MIL","DEN","3500","5.63","20.6","0.2","-0.97","12.22","5.625"
"SF","Moe Harkless","2015-11-12","POR","SAS","3700","15.89","31","9.1","9.33","22.45","15.89"
"SG","Monta Ellis","2015-11-12","IND","BOS","6300","23.18","37.5","11.9","15.4","30.95","23.175"
"PF","Montrezl Harrell","2015-11-12","HOU","BKN","3500","9.38","22.6","1.2","1.56","17.21","9.385"
"PF","Myles Turner","2015-11-12","IND","BOS","3500","13.16","18.8","3.4","8.26","18.05","13.155"
"PF","Nerlens Noel","2015-11-12","PHI","TOR","7400","29.85","46.4","4.8","16.84","42.86","29.85"
"SG","Nick Young","2015-11-12","LAL","ORL","3600","15.93","29.9","7.6","7.95","23.9","15.925"
"SF","Nicolas Batum","2015-11-12","CHA","NYK","6500","27.99","40","17.7","21.58","34.4","27.99"
"SG","Nik Stauskas","2015-11-12","PHI","TOR","4400","22.17","31.1","17.6","17.64","26.69","22.165"
"C","Nikola Jokic","2015-11-12","DEN","MIL","3500","12.15","20.3","1","6.08","18.22","12.15"
"C","Nikola Vucevic","2015-11-12","ORL","LAL","7800","33.2","45.4","13.4","21.03","45.37","33.2"
"PF","Noah Vonleh","2015-11-12","POR","SAS","3500","6.39","12.7","1","2.82","9.96","6.39"
"SG","Norman Powell","2015-11-12","TOR","PHI","3500","2.2","3.2","1.2","1.2","3.2","2.2"
"C","Omer Asik","2015-11-12","NOP","ATL","4200","6.6","10","3.2","3.2","10","6.6"
"SF","Omri Casspi","2015-11-12","SAC","DET","4200","20.15","30.3","12.6","13.67","26.63","20.15"
"SF","P.J. Hairston","2015-11-12","CHA","NYK","3500","8.74","16","5.5","5.18","12.31","8.745"
"PG","Pablo Prigioni","2015-11-12","LAC","DAL","3500","3.35","5","1.7","1.7","5","3.35"
"SG","Pat Connaughton","2015-11-12","POR","SAS","3500","2","5","-1","-1","5","2"
"PG","Patrick Beverley","2015-11-12","HOU","BKN","3600","12.26","20.1","7.4","7.89","16.63","12.26"
"PF","Patrick Patterson","2015-11-12","TOR","PHI","3800","12.16","20.9","7.2","6.91","17.41","12.16"
"PG","Patty Mills","2015-11-12","SAS","POR","3900","16.73","29.2","4.7","8.48","24.98","16.73"
"SF","Paul George","2015-11-12","IND","BOS","8900","41.16","58.9","20.1","30.25","52.07","41.16"
"PF","Paul Millsap","2015-11-12","ATL","NOP","8300","38.34","45.4","31.1","34.43","42.26","38.345"
"SF","Paul Pierce","2015-11-12","LAC","DAL","3700","13.17","24.1","2.9","5.49","20.85","13.17"
"PF","Quincy Acy","2015-11-12","SAC","DET","3500","5.43","10.6","2.7","1.78","9.09","5.435"
"PG","Rajon Rondo","2015-11-12","SAC","DET","6400","31.5","55.9","18.2","19.44","43.56","31.5"
"SG","Randy Foye","2015-11-12","DEN","MIL","3500","8.86","16.7","-1","2.8","14.91","8.855"
"SG","Rashad Vaughn","2015-11-12","MIL","DEN","3500","5.7","13.4","1","0.99","10.41","5.7"
"SF","Rasual Butler","2015-11-12","SAS","POR","3500","9.28","17.4","2.2","3.22","15.34","9.28"
"PG","Ray McCallum","2015-11-12","SAS","POR","3500","2.23","5","0.5","0.26","4.21","2.235"
"PG","Raymond Felton","2015-11-12","DAL","LAC","3600","13","31.8","5.4","4.56","21.44","13"
"SF","Reggie Bullock","2015-11-12","DET","SAC","3500","0.7","2.4","-1","-1","2.4","0.7"
"PG","Reggie Jackson","2015-11-12","DET","SAC","8200","35.21","55.5","23.4","25.16","45.27","35.215"
"PF","Richaun Holmes","2015-11-12","PHI","TOR","3700","10.31","19.1","3","4.52","16.11","10.315"
"SF","Robert Covington","2015-11-12","PHI","TOR","5800","10.4","10.4","10.4","10.4","10.4","10.4"
"C","Robert Sacre","2015-11-12","LAL","ORL","3500","3.4","3.4","3.4","3.4","3.4","3.4"
"C","Robin Lopez","2015-11-12","NYK","CHA","4600","22.03","35.6","10.8","13.31","30.74","22.025"
"SG","Rodney Stuckey","2015-11-12","IND","BOS","4700","18.13","30.8","8.7","10.32","25.94","18.13"
"SF","Rondae Hollis-Jefferson","2015-11-12","BKN","HOU","3600","16.27","23.9","5.1","9.7","22.83","16.265"
"C","Roy Hibbert","2015-11-12","LAL","ORL","5400","21.83","37","12.4","12.84","30.82","21.83"
"SF","Rudy Gay","2015-11-12","SAC","DET","7400","28.59","34.8","22","24.24","32.94","28.59"
"PG","Russ Smith","2015-11-12","MEM","GSW","3500","3.9","6.4","2","1.95","5.85","3.9"
"PF","Ryan Anderson","2015-11-12","NOP","ATL","5800","28.96","39.2","16.7","22.26","35.65","28.955"
"C","Salah Mejri","2015-11-12","DAL","LAC","3500","3.67","7.6","1.2","0.86","6.48","3.67"
"SF","Sam Dekker","2015-11-12","HOU","BKN","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"SG","Sasha Vujacic","2015-11-12","NYK","CHA","3500","14.6","30.7","8.3","7.76","21.44","14.6"
"SF","Sergey Karasev","2015-11-12","BKN","HOU","3500","2.1","3.2","1","1","3.2","2.1"
"SG","Seth Curry","2015-11-12","SAC","DET","3500","6.8","11","4.7","4.33","9.27","6.8"
"PG","Shabazz Napier","2015-11-12","ORL","LAL","3500","7.28","15.4","2.4","2.31","12.25","7.28"
"PG","Shane Larkin","2015-11-12","BKN","HOU","3900","12","24","1.7","4.71","19.29","12"
"PG","Shaun Livingston","2015-11-12","GSW","MEM","3500","10.51","15.8","5.2","7.65","13.37","10.51"
"C","Shayne Whittington","2015-11-12","IND","BOS","3500","-2","-2","-2","-2","-2","-2"
"PG","Shelvin Mack","2015-11-12","ATL","NOP","3500","0.4","0.4","0.4","0.4","0.4","0.4"
"PG","Spencer Dinwiddie","2015-11-12","DET","SAC","3500","1.2","1.2","1.2","1.2","1.2","1.2"
"C","Spencer Hawes","2015-11-12","CHA","NYK","3500","12.13","20.8","4.4","6.76","17.49","12.125"
"SF","Stanley Johnson","2015-11-12","DET","SAC","3900","13.66","28.4","2","5.79","21.52","13.655"
"PG","Stephen Curry","2015-11-12","GSW","MEM","10700","50.01","77.3","33.7","36.17","63.86","50.015"
"PG","Steve Blake","2015-11-12","DET","SAC","3500","8.81","16.3","0.5","4.26","13.37","8.815"
