pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"SF","JaKarr Sampson","2015-11-22","PHI","MIA","3500","9.83","18.2","1","4.79","14.87","9.83"
"SG","James Anderson","2015-11-22","SAC","ORL","3500","6.56","19","1","0.84","12.27","6.555"
"SF","James Ennis","2015-11-22","MEM","SAS","3500","1.35","1.5","1.2","1.2","1.5","1.35"
"SG","James Harden","2015-11-22","HOU","NYK","10300","45.62","78.1","17.7","30.75","60.48","45.615"
"SF","James Jones","2015-11-22","CLE","ATL","3500","5.94","13.2","-1","0.96","10.92","5.94"
"PF","JaMychal Green","2015-11-22","MEM","SAS","3700","13.72","25.4","5.9","7.52","19.91","13.715"
"SG","Jared Cunningham","2015-11-22","CLE","ATL","3500","7.63","15.7","1","2.53","12.73","7.63"
"SF","Jared Dudley","2015-11-22","WAS","DET","3700","13.23","26.4","6.1","6.41","20.04","13.225"
"PF","Jarnell Stokes","2015-11-22","MIA","PHI","3500","2.4","2.4","2.4","2.4","2.4","2.4"
"PF","Jason Smith","2015-11-22","ORL","SAC","3600","11.47","19.5","3.6","5.51","17.44","11.475"
"PG","Jason Terry","2015-11-22","HOU","NYK","3500","8.24","19.5","2.2","3.33","13.15","8.24"
"SF","Jeff Green","2015-11-22","MEM","SAS","4300","16.55","31.5","0.4","7.05","26.06","16.555"
"PG","Jeff Teague","2015-11-22","ATL","CLE","7200","31.31","45.7","12.3","21.91","40.71","31.31"
"PF","Jerami Grant","2015-11-22","PHI","MIA","4400","21.08","31.5","10.9","15.97","26.2","21.085"
"PG","Jerian Grant","2015-11-22","NYK","HOU","3600","14.07","24.7","4","8.86","19.28","14.07"
"PG","Jerryd Bayless","2015-11-22","MIL","IND","4300","21.46","41.2","5.2","11.71","31.21","21.46"
"SG","Jodie Meeks","2015-11-22","DET","WAS","3600","3.4","3.4","3.4","3.4","3.4","3.4"
"SG","Joe Harris","2015-11-22","CLE","ATL","3500","2.4","3.9","1.2","1.3","3.5","2.4"
"PF","John Henson","2015-11-22","MIL","IND","3700","14.18","36.5","2","3.66","24.69","14.175"
"PG","John Wall","2015-11-22","WAS","DET","9100","37.47","49.4","22.9","30.12","44.81","37.465"
"C","Johnny O'Bryant","2015-11-22","MIL","IND","3500","11.75","28.3","2.7","4.46","19.05","11.755"
"SG","Jonathon Simmons","2015-11-22","SAS","MEM","3500","5.3","9.4","1.2","1.2","9.4","5.3"
"SG","Jordan Adams","2015-11-22","MEM","SAS","3500","8.95","11.9","6","6","11.9","8.95"
"C","Jordan Hill","2015-11-22","IND","MIL","4800","21.04","30","11.2","15.33","26.75","21.04"
"PG","Jose Calderon","2015-11-22","NYK","HOU","4400","15.77","29.3","6.7","8.81","22.73","15.77"
"SG","Joseph Young","2015-11-22","IND","MIL","3500","5.63","11.7","-1","0.43","10.83","5.63"
"PF","Josh McRoberts","2015-11-22","MIA","PHI","3500","8.29","18.1","0.4","2.78","13.8","8.29"
"SG","Josh Richardson","2015-11-22","MIA","PHI","3500","5.53","11.6","-1","0.38","10.69","5.535"
"SG","Justin Holiday","2015-11-22","ATL","CLE","3500","8.44","19.2","1.2","3.03","13.85","8.44"
"SF","Justise Winslow","2015-11-22","MIA","PHI","3600","15.21","24.1","5.8","10.01","20.41","15.21"
"SF","K.J. McDaniels","2015-11-22","HOU","NYK","3500","7.3","10","5.2","5.3","9.3","7.3"
"SF","Kawhi Leonard","2015-11-22","SAS","MEM","8600","37.99","48.6","31.5","32.52","43.46","37.99"
"SF","Kelly Oubre","2015-11-22","WAS","DET","3500","9.95","13.6","5.2","6.86","13.04","9.95"
"SG","Kent Bazemore","2015-11-22","ATL","CLE","5100","23.25","38.3","5.9","13.96","32.55","23.255"
"SG","Kentavious Caldwell-Pope","2015-11-22","DET","WAS","5000","21.44","27.8","14.2","16.6","26.27","21.435"
"PF","Kevin Love","2015-11-22","CLE","ATL","7900","36","51.8","22.2","26.9","45.1","36"
"PF","Kevin Seraphin","2015-11-22","NYK","HOU","3800","8","24","1.2","0.47","15.53","8"
"SF","Khris Middleton","2015-11-22","MIL","IND","5600","22.86","36.3","8.4","14.98","30.73","22.855"
"C","Kosta Koufos","2015-11-22","SAC","ORL","3800","19.55","29.4","8.6","13.65","25.45","19.55"
"PF","Kris Humphries","2015-11-22","WAS","DET","4000","16.92","32","7.6","10.3","23.54","16.92"
"PF","Kristaps Porzingis","2015-11-22","NYK","HOU","6000","25.56","43.2","13.7","16.87","34.25","25.56"
"SF","Kyle Anderson","2015-11-22","SAS","MEM","3500","8.71","29.9","2.7","1.25","16.17","8.71"
"SG","Kyle Korver","2015-11-22","ATL","CLE","4800","19.28","45.9","8.9","9.47","29.09","19.28"
"C","Kyle O'Quinn","2015-11-22","NYK","HOU","3800","14.13","30.7","-1","4.74","23.53","14.135"
"SG","Lamar Patterson","2015-11-22","ATL","CLE","3600","9.82","19","3.2","4.5","15.14","9.82"
"PF","LaMarcus Aldridge","2015-11-22","SAS","MEM","7700","30.38","50.3","16.7","21.24","39.52","30.38"
"SF","Lance Thomas","2015-11-22","NYK","HOU","3500","9.43","20.6","0.2","2.97","15.89","9.43"
"SG","Langston Galloway","2015-11-22","NYK","HOU","4700","20.75","31.4","4","14.38","27.12","20.75"
"PF","Lavoy Allen","2015-11-22","IND","MIL","3800","13.86","20.7","2.7","7.72","20.01","13.865"
"SF","LeBron James","2015-11-22","CLE","ATL","10100","45.76","59.9","30.9","37.04","54.47","45.755"
"PF","Lou Amundson","2015-11-22","NYK","HOU","3500","8.12","19.3","2","1.66","14.58","8.12"
"SF","Luol Deng","2015-11-22","MIA","PHI","5300","19.55","30.8","9.4","12.65","26.44","19.545"
"SG","Manu Ginobili","2015-11-22","SAS","MEM","4900","22.83","30.1","9.5","16.82","28.85","22.835"
"C","Marc Gasol","2015-11-22","MEM","SAS","7500","30.65","51.7","14.4","20.35","40.96","30.655"
"C","Marcin Gortat","2015-11-22","WAS","DET","5900","23.44","34.1","14.5","18.19","28.7","23.445"
"SG","Marco Belinelli","2015-11-22","SAC","ORL","3800","17.98","26.6","8","11.62","24.35","17.985"
"SF","Marcus Morris","2015-11-22","DET","WAS","6000","27.86","38.3","11.4","20.02","35.71","27.865"
"SG","Marcus Thornton","2015-11-22","HOU","NYK","4300","20.68","45.1","6.9","9.34","32.02","20.68"
"PG","Mario Chalmers","2015-11-22","MEM","SAS","4400","18.57","33.9","6.7","10.53","26.61","18.57"
"SF","Mario Hezonja","2015-11-22","ORL","SAC","3500","6.98","13.6","-1","2.36","11.59","6.975"
"SF","Matt Barnes","2015-11-22","MEM","SAS","3500","14.58","28.4","1.2","6.25","22.9","14.575"
"C","Matt Bonner","2015-11-22","SAS","MEM","3500","1.1","1.2","1","1","1.2","1.1"
"PG","Matthew Dellavedova","2015-11-22","CLE","ATL","4100","18.71","28.5","8.5","12.65","24.77","18.71"
"PG","Michael Carter-Williams","2015-11-22","MIL","IND","6400","25.57","39.7","9.2","15.91","35.23","25.57"
"PG","Mike Conley","2015-11-22","MEM","SAS","6700","29.15","44.3","11.9","20.5","37.79","29.145"
"PF","Mike Muscala","2015-11-22","ATL","CLE","3500","7.15","11.4","0.2","3.65","10.65","7.15"
"SF","Mike Scott","2015-11-22","ATL","CLE","3500","8.65","14.8","4.7","5.35","11.94","8.645"
"C","Miles Plumlee","2015-11-22","MIL","IND","3500","5.22","20.6","0.2","-1.1","11.55","5.225"
"PG","Mo Williams","2015-11-22","CLE","ATL","6200","26.87","44.2","11.5","17.16","36.59","26.875"
"SG","Monta Ellis","2015-11-22","IND","MIL","6700","26.4","39.1","11.9","18.16","34.64","26.4"
"PF","Montrezl Harrell","2015-11-22","HOU","NYK","3500","7.6","22.6","-0.8","0.47","14.73","7.6"
"PF","Myles Turner","2015-11-22","IND","MIL","3500","13.16","18.8","3.4","8.26","18.05","13.155"
"PF","Nene Hilario","2015-11-22","WAS","DET","4100","16.65","31.5","5.9","8.47","24.83","16.65"
"PF","Nerlens Noel","2015-11-22","PHI","MIA","6700","25.38","46.4","3.6","12.68","38.09","25.385"
"SG","Nik Stauskas","2015-11-22","PHI","MIA","4000","17.13","31.1","-2","8.1","26.15","17.125"
"C","Nikola Vucevic","2015-11-22","ORL","SAC","7500","32.09","45.4","13.4","21.69","42.48","32.085"
"SG","O.J. Mayo","2015-11-22","MIL","IND","3700","9.7","9.7","9.7","9.7","9.7","9.7"
"SF","Omri Casspi","2015-11-22","SAC","ORL","4200","19.25","30.3","9.1","12.73","25.77","19.25"
"SF","Otto Porter","2015-11-22","WAS","DET","5700","26.37","36","15.7","19.68","33.05","26.365"
"PG","Patrick Beverley","2015-11-22","HOU","NYK","3500","10.49","20.1","0.5","4.98","15.99","10.485"
"PG","Patty Mills","2015-11-22","SAS","MEM","3900","16.92","31.7","4.7","8.74","25.09","16.915"
"SF","Paul George","2015-11-22","IND","MIL","9500","42.47","58.9","20.1","32.32","52.61","42.465"
"PF","Paul Millsap","2015-11-22","ATL","CLE","8500","37.95","54.7","20.6","29.73","46.17","37.95"
"PF","Quincy Acy","2015-11-22","SAC","ORL","3500","4.73","10.6","1.2","1.54","7.93","4.735"
"PG","Rajon Rondo","2015-11-22","SAC","ORL","8000","37.16","56","18.2","23.79","50.53","37.16"
"PG","Ramon Sessions","2015-11-22","WAS","DET","3900","15.84","26.9","9.5","10.14","21.55","15.845"
"SG","Rashad Vaughn","2015-11-22","MIL","IND","3500","4.3","13.4","-1","-0.26","8.86","4.3"
"SF","Rasual Butler","2015-11-22","SAS","MEM","3500","8.94","17.4","2.2","3.39","14.49","8.94"
"PG","Ray McCallum","2015-11-22","SAS","MEM","3500","3.94","10.6","0.5","0.27","7.61","3.94"
"SF","Reggie Bullock","2015-11-22","DET","WAS","3500","0.48","2.4","-1","-1.03","1.98","0.475"
"PG","Reggie Jackson","2015-11-22","DET","WAS","7800","34.65","55.5","23.3","25.34","43.97","34.655"
"SF","Richard Jefferson","2015-11-22","CLE","ATL","3500","11.03","19.2","1.7","5.06","17","11.03"
"PF","Richaun Holmes","2015-11-22","PHI","MIA","3700","10.31","19.1","3","4.52","16.11","10.315"
"SF","Robert Covington","2015-11-22","PHI","MIA","5500","14.75","17.5","10.4","11.9","17.6","14.75"
"C","Robin Lopez","2015-11-22","NYK","HOU","4400","19.25","35.6","10.5","11.38","27.13","19.255"
"SG","Rodney Stuckey","2015-11-22","IND","MIL","4700","18.13","30.8","8.7","10.32","25.94","18.13"
"SF","Rudy Gay","2015-11-22","SAC","ORL","7500","29.5","36.7","22","25.06","33.94","29.5"
"PG","Russ Smith","2015-11-22","MEM","SAS","3500","4.56","7.2","2","2.37","6.75","4.56"
"SF","Sam Dekker","2015-11-22","HOU","NYK","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"C","Sasha Kaun","2015-11-22","CLE","ATL","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Sasha Vujacic","2015-11-22","NYK","HOU","3500","10.82","30.7","-1","2.3","19.34","10.82"
"SG","Seth Curry","2015-11-22","SAC","ORL","3500","6.8","11","4.7","4.33","9.27","6.8"
"PG","Shabazz Napier","2015-11-22","ORL","SAC","3500","9.34","26.5","2.4","1.88","16.81","9.345"
"C","Shayne Whittington","2015-11-22","IND","MIL","3500","-2","-2","-2","-2","-2","-2"
"PG","Shelvin Mack","2015-11-22","ATL","CLE","3600","12.37","19.3","0.4","3.87","20.86","12.365"
"SG","Solomon Hill","2015-11-22","IND","MIL","3500","8.35","12.5","4.2","4.2","12.5","8.35"
"PG","Spencer Dinwiddie","2015-11-22","DET","WAS","3500","6.7","12.2","1.2","2.21","11.19","6.7"
"SF","Stanley Johnson","2015-11-22","DET","WAS","3800","14.68","28.4","2","8.05","21.31","14.68"
"PG","Steve Blake","2015-11-22","DET","WAS","3500","9.18","16.3","0.5","4.79","13.56","9.175"
"PG","T.J. McConnell","2015-11-22","PHI","MIA","5100","23.67","34.8","11.4","15.73","31.61","23.67"
"PF","Terrence Jones","2015-11-22","HOU","NYK","5700","22.84","37.7","7.8","11.94","33.74","22.84"
"SF","Thabo Sefolosha","2015-11-22","ATL","CLE","3800","17.1","22.9","10.8","13.87","20.33","17.1"
"C","Tiago Splitter","2015-11-22","ATL","CLE","3500","13.08","19.9","5.6","8.8","17.36","13.08"
"C","Tim Duncan","2015-11-22","SAS","MEM","7100","28.08","46.2","13","19.42","36.73","28.075"
"C","Timofey Mozgov","2015-11-22","CLE","ATL","4000","15.67","22.7","1","9.5","21.84","15.67"
"SF","Tobias Harris","2015-11-22","ORL","SAC","6800","27.69","45.1","14","18.8","36.59","27.695"
"SG","Tony Allen","2015-11-22","MEM","SAS","4200","15.98","24.4","6.9","10.58","21.39","15.985"
"PG","Tony Parker","2015-11-22","SAS","MEM","5200","21.05","37.9","9.3","14.09","28.01","21.05"
"SF","Trevor Ariza","2015-11-22","HOU","NYK","6000","24.88","33.8","14.9","18.67","31.08","24.875"
"PF","Tristan Thompson","2015-11-22","CLE","ATL","5300","21.23","31.1","10.8","15.01","27.44","21.225"
"PG","Ty Lawson","2015-11-22","HOU","NYK","5600","20.33","40.5","3.5","11.82","28.84","20.33"
"PG","Tyler Ennis","2015-11-22","MIL","IND","3500","8.38","12.7","4.9","5.26","11.51","8.385"
"PG","Tyler Johnson","2015-11-22","MIA","PHI","4000","18.48","29.3","5.9","10.46","26.5","18.48"
"PF","Udonis Haslem","2015-11-22","MIA","PHI","3500","5.23","13.3","1.2","-0.47","10.94","5.235"
"SG","Victor Oladipo","2015-11-22","ORL","SAC","7500","29.65","54.6","6.9","16.67","42.63","29.65"
"SF","Vince Carter","2015-11-22","MEM","SAS","3500","10.4","15.6","5.2","5.2","15.6","10.4"
"C","Walter Tavares","2015-11-22","ATL","CLE","3500","2.2","2.2","2.2","2.2","2.2","2.2"
"C","Willie Cauley-Stein","2015-11-22","SAC","ORL","4000","16.27","35.3","4.4","7.17","25.36","16.265"
"PF","Zach Randolph","2015-11-22","MEM","SAS","6900","27.11","48.8","7.6","18.11","36.11","27.11"
