pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"SF","Marcus Morris","2015-11-15","DET","LAC","6100","29.95","38.3","20.7","23.71","36.19","29.95"
"SG","Marcus Thornton","2015-11-15","HOU","DAL","4800","27.21","45.1","12.3","18.11","36.32","27.215"
"SF","Mario Hezonja","2015-11-15","ORL","WAS","3500","6.54","13.6","-1","1.66","11.42","6.54"
"SG","Markel Brown","2015-11-15","BKN","GSW","3500","8.06","14.4","3","3.76","12.36","8.06"
"PF","Markieff Morris","2015-11-15","PHO","DEN","5500","21.63","29.6","7.2","13.48","29.77","21.625"
"PF","Marreese Speights","2015-11-15","GSW","BKN","3500","11.1","22.3","3","5.05","17.15","11.1"
"C","Matt Bonner","2015-11-15","SAS","PHI","3500","1.2","1.2","1.2","1.2","1.2","1.2"
"PG","Matthew Dellavedova","2015-11-15","CLE","MIL","4300","19.82","28.5","13.7","14.49","25.15","19.82"
"PG","Michael Carter-Williams","2015-11-15","MIL","CLE","7000","30.03","39.7","23.9","24.16","35.89","30.025"
"SF","Mike Miller","2015-11-15","DEN","PHO","3500","5.18","11.4","1.4","1.05","9.3","5.175"
"C","Miles Plumlee","2015-11-15","MIL","CLE","3500","5.63","20.6","0.2","-0.97","12.22","5.625"
"PF","Mirza Teletovic","2015-11-15","PHO","DEN","3500","7.67","13.7","2","3.29","12.04","7.665"
"PG","Mo Williams","2015-11-15","CLE","MIL","6100","28.12","44.2","11.5","18.55","37.69","28.12"
"PF","Montrezl Harrell","2015-11-15","HOU","DAL","3500","8.96","22.6","1.2","1.64","16.27","8.955"
"PF","Nene Hilario","2015-11-15","WAS","ORL","4100","15.55","31.5","5.9","6.42","24.68","15.55"
"PF","Nerlens Noel","2015-11-15","PHI","SAS","7400","29.76","46.4","4.8","17.71","41.8","29.755"
"SG","Nik Stauskas","2015-11-15","PHI","SAS","4300","21.13","31.1","12.7","16.06","26.19","21.125"
"C","Nikola Jokic","2015-11-15","DEN","PHO","3600","12.86","22","1","6.43","19.3","12.865"
"C","Nikola Vucevic","2015-11-15","ORL","WAS","7700","32.9","45.4","13.4","22.37","43.43","32.9"
"SF","Otto Porter","2015-11-15","WAS","ORL","5500","23.99","31.3","15.7","18.38","29.59","23.985"
"SF","P.J. Tucker","2015-11-15","PHO","DEN","4100","13.23","21","3.2","7.92","18.53","13.225"
"PG","Pablo Prigioni","2015-11-15","LAC","DET","3600","8.67","19.3","1.7","1.03","16.31","8.67"
"PG","Patrick Beverley","2015-11-15","HOU","DAL","3500","10.49","20.1","0.5","4.98","15.99","10.485"
"PG","Patty Mills","2015-11-15","SAS","PHI","3700","15.73","29.2","4.7","7.57","23.88","15.725"
"SF","Paul Pierce","2015-11-15","LAC","DET","3700","14.09","24.1","2.9","6.84","21.34","14.09"
"PG","Ramon Sessions","2015-11-15","WAS","ORL","4100","16.97","26.9","10.9","11.09","22.85","16.97"
"SG","Randy Foye","2015-11-15","DEN","PHO","3500","9.92","18.7","-1","3.74","16.1","9.92"
"SG","Rashad Vaughn","2015-11-15","MIL","CLE","3500","4.36","13.4","-1","-0.63","9.35","4.36"
"SF","Rasual Butler","2015-11-15","SAS","PHI","3500","10.08","17.4","2.2","4.27","15.9","10.085"
"PG","Ray McCallum","2015-11-15","SAS","PHI","3500","2.23","5","0.5","0.26","4.21","2.235"
"PG","Raymond Felton","2015-11-15","DAL","HOU","3500","13.86","31.8","5.4","6.24","21.47","13.855"
"SF","Reggie Bullock","2015-11-15","DET","LAC","3500","0.7","2.4","-1","-1","2.4","0.7"
"PG","Reggie Jackson","2015-11-15","DET","LAC","8000","33.73","55.5","23.3","23.53","43.92","33.725"
"SF","Richard Jefferson","2015-11-15","CLE","MIL","3500","11.73","19.2","3.2","6.37","17.09","11.73"
"PF","Richaun Holmes","2015-11-15","PHI","SAS","3700","10.31","19.1","3","4.52","16.11","10.315"
"SF","Robert Covington","2015-11-15","PHI","SAS","5800","10.4","10.4","10.4","10.4","10.4","10.4"
"SF","Rondae Hollis-Jefferson","2015-11-15","BKN","GSW","3500","14.73","23.9","5.1","8.29","21.16","14.725"
"PG","Ronnie Price","2015-11-15","PHO","DEN","3500","8.34","15.4","-2","1.84","14.83","8.335"
"C","Salah Mejri","2015-11-15","DAL","HOU","3500","3.67","7.6","1.2","0.86","6.48","3.67"
"SF","Sam Dekker","2015-11-15","HOU","DAL","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"C","Sasha Kaun","2015-11-15","CLE","MIL","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SF","Sergey Karasev","2015-11-15","BKN","GSW","3500","2.1","3.2","1","1","3.2","2.1"
"PG","Shabazz Napier","2015-11-15","ORL","WAS","3700","9.44","26.5","2.4","1.19","17.7","9.445"
"PG","Shane Larkin","2015-11-15","BKN","GSW","4100","14.17","26.6","1.7","6.23","22.11","14.17"
"PG","Shaun Livingston","2015-11-15","GSW","BKN","3500","10.88","15.8","5.2","8.15","13.61","10.88"
"SF","Sonny Weems","2015-11-15","PHO","DEN","3500","3.87","8.1","1.4","1.26","6.48","3.87"
"PG","Spencer Dinwiddie","2015-11-15","DET","LAC","3500","1.2","1.2","1.2","1.2","1.2","1.2"
"SF","Stanley Johnson","2015-11-15","DET","LAC","4000","14.45","28.4","2","6.8","22.1","14.45"
"PG","Stephen Curry","2015-11-15","GSW","BKN","11000","50.86","77.3","33.7","38.18","63.54","50.86"
"PG","Steve Blake","2015-11-15","DET","LAC","3500","9.45","16.3","0.5","4.87","14.03","9.45"
"PG","T.J. McConnell","2015-11-15","PHI","SAS","5000","23.63","34.8","11.4","14.88","32.39","23.635"
"SF","T.J. Warren","2015-11-15","PHO","DEN","3800","16.03","24.7","1.2","8.95","23.1","16.025"
"PF","Terrence Jones","2015-11-15","HOU","DAL","5400","20.43","37.4","7.8","8.94","31.91","20.425"
"PF","Thaddeus Young","2015-11-15","BKN","GSW","5700","26.29","36.6","16.4","20.08","32.5","26.29"
"PF","Thomas Robinson","2015-11-15","BKN","GSW","4000","11.9","22.4","2.9","5.99","17.81","11.9"
"C","Tim Duncan","2015-11-15","SAS","PHI","6800","27.01","42","20.6","20.88","33.14","27.01"
"C","Timofey Mozgov","2015-11-15","CLE","MIL","4200","16.17","21.9","6.4","11.69","20.64","16.165"
"SF","Tobias Harris","2015-11-15","ORL","WAS","6500","29.01","45.1","19","20.38","37.64","29.01"
"PG","Tony Parker","2015-11-15","SAS","PHI","4800","17.73","24.4","9.3","13.27","22.18","17.725"
"SF","Trevor Ariza","2015-11-15","HOU","DAL","5700","23.5","33.4","14.9","17.45","29.55","23.5"
"PF","Tristan Thompson","2015-11-15","CLE","MIL","5400","22.27","31.1","14.1","16.53","28","22.265"
"PG","Ty Lawson","2015-11-15","HOU","DAL","6500","23.07","40.5","13.5","15.2","30.93","23.065"
"PG","Tyler Ennis","2015-11-15","MIL","CLE","3500","8.58","12.7","4.9","5.19","11.97","8.58"
"C","Tyson Chandler","2015-11-15","PHO","DEN","5600","22.29","35.9","10.6","13.39","31.19","22.29"
"SG","Victor Oladipo","2015-11-15","ORL","WAS","7900","31.77","54.6","6.9","19.83","43.7","31.765"
"SG","Wayne Ellington","2015-11-15","BKN","GSW","3500","8.74","20.8","2.7","3.2","14.27","8.735"
"SF","Wesley Johnson","2015-11-15","LAC","DET","3600","10.03","18.6","1.2","4.41","15.64","10.025"
"SG","Wesley Matthews","2015-11-15","DAL","HOU","5200","16","37.7","0.7","6.44","25.56","16"
"SG","Will Barton","2015-11-15","DEN","PHO","4700","23.27","39.1","8.9","14.3","32.23","23.265"
"C","Zaza Pachulia","2015-11-15","DAL","HOU","5500","26.49","38.2","9.4","17.73","35.25","26.49"
