pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"SF","Doug McDermott","2015-11-18","CHI","PHO","3700","13.9","28.3","8.2","8.09","19.71","13.9"
"C","Dwight Howard","2015-11-18","HOU","POR","8000","34.37","50.9","20.4","23.32","45.42","34.37"
"PF","Dwight Powell","2015-11-18","DAL","BOS","4600","23.85","31.3","15.7","18.12","29.57","23.845"
"PG","E'Twaun Moore","2015-11-18","CHI","PHO","3500","10.16","17.3","3.4","5.47","14.85","10.16"
"PF","Ed Davis","2015-11-18","POR","HOU","4400","17.55","27.7","2.8","9.72","25.39","17.555"
"PG","Elfrid Payton","2015-11-18","ORL","MIN","6500","24.25","35.9","3.4","14.7","33.81","24.255"
"SF","Elijah Millsap","2015-11-18","UTA","TOR","3500","5.22","16.3","1","-0.38","10.82","5.22"
"PG","Emmanuel Mudiay","2015-11-18","DEN","SAS","5900","26.18","37.1","16.3","19.59","32.78","26.185"
"C","Enes Kanter","2015-11-18","OKC","NOP","6000","23.87","34.2","17.2","18.75","28.99","23.87"
"SG","Eric Bledsoe","2015-11-18","PHO","CHI","8400","38.37","55.6","21.8","28.19","48.55","38.37"
"SG","Eric Gordon","2015-11-18","NOP","OKC","6000","27.73","36.1","16.4","21.67","33.78","27.725"
"PF","Eric Moreland","2015-11-18","SAC","ATL","3500","2.53","5.2","1.2","0.65","4.42","2.535"
"SG","Evan Fournier","2015-11-18","ORL","MIN","5700","29.04","44","12.3","18.85","39.22","29.035"
"SF","Evan Turner","2015-11-18","BOS","DAL","5400","20.39","35","10.3","11.13","29.65","20.39"
"PF","Frank Kaminsky","2015-11-18","CHA","BKN","3500","8.66","16.1","-1","2.98","14.33","8.655"
"SG","Gary Harris","2015-11-18","DEN","SAS","3700","16.15","27.3","7.7","9.12","23.19","16.155"
"PG","George Hill","2015-11-18","IND","PHI","6300","25.79","40.4","15.2","17.77","33.81","25.79"
"SG","Gerald Henderson","2015-11-18","POR","HOU","4000","7.83","14.4","4.2","3.18","12.49","7.835"
"SF","Gordon Hayward","2015-11-18","UTA","TOR","6500","26.28","39.7","14.5","19.15","33.41","26.28"
"C","Gorgui Dieng","2015-11-18","MIN","ORL","3900","14.07","20.2","4.2","9.21","18.94","14.075"
"SF","Hollis Thompson","2015-11-18","PHI","IND","3700","16.1","26.2","7.6","10.24","21.96","16.1"
"C","Ian Mahinmi","2015-11-18","IND","PHI","4700","20.39","31.1","-1","11.82","28.96","20.39"
"PG","Isaiah Canaan","2015-11-18","PHI","IND","4300","16.37","35.1","6.7","7.89","24.85","16.37"
"PG","Isaiah Thomas","2015-11-18","BOS","DAL","7500","33.48","46","21.6","24.87","42.09","33.48"
"PG","Ish Smith","2015-11-18","NOP","OKC","5400","26.09","40.6","7.9","15.35","36.83","26.09"
"PG","J.J. Barea","2015-11-18","DAL","BOS","3700","16.02","26.6","-0.8","8.56","23.48","16.02"
"PF","J.J. Hickson","2015-11-18","DEN","SAS","4400","16.57","42.1","3.8","3.65","29.48","16.565"
"SF","Jae Crowder","2015-11-18","BOS","DAL","5100","25.51","38","17.3","19.28","31.74","25.51"
"C","Jahlil Okafor","2015-11-18","PHI","IND","6700","31.57","43.5","18.2","23.6","39.54","31.57"
"SF","JaKarr Sampson","2015-11-18","PHI","IND","3500","10.05","18.2","1","4.61","15.5","10.055"
"PG","Jameer Nelson","2015-11-18","DEN","SAS","4600","18.18","28.8","6.5","11.55","24.81","18.18"
"SG","James Anderson","2015-11-18","SAC","ATL","3500","6.56","19","1","0.84","12.27","6.555"
"SG","James Harden","2015-11-18","HOU","POR","9900","43.29","66.7","17.7","30.82","55.76","43.29"
"SF","James Johnson","2015-11-18","TOR","UTA","3700","11.18","21.1","-1","2.14","20.23","11.185"
"PF","Jared Sullinger","2015-11-18","BOS","DAL","5900","26.98","39.1","14.1","20.35","33.6","26.975"
"PG","Jarrett Jack","2015-11-18","BKN","CHA","6400","30.06","48.3","15.2","19.26","40.86","30.06"
"PF","Jason Smith","2015-11-18","ORL","MIN","3500","10.3","19.5","3.6","4.65","15.95","10.3"
"PG","Jason Terry","2015-11-18","HOU","POR","3500","7.63","19.5","2.2","2.62","12.63","7.625"
"PG","Jeff Teague","2015-11-18","ATL","SAC","7200","31.31","45.7","12.3","21.91","40.71","31.31"
"C","Jeff Withey","2015-11-18","UTA","TOR","3500","22.4","22.4","22.4","22.4","22.4","22.4"
"PF","Jerami Grant","2015-11-18","PHI","IND","4300","20.75","31.5","10.9","15.27","26.24","20.755"
"PF","Jeremy Evans","2015-11-18","DAL","BOS","3500","6.69","18.2","-1","0.41","12.96","6.685"
"SG","Jeremy Lamb","2015-11-18","CHA","BKN","4600","21.74","32.3","6.8","15.11","28.38","21.745"
"PG","Jeremy Lin","2015-11-18","CHA","BKN","4600","20.4","28","10.7","14.95","25.85","20.4"
"SG","Jimmer Fredette","2015-11-18","NOP","OKC","3500","4","4","4","4","4","4"
"SG","Jimmy Butler","2015-11-18","CHI","PHO","7800","33.97","41.2","20.7","27.2","40.74","33.97"
"C","Joakim Noah","2015-11-18","CHI","PHO","4800","20.03","37.6","5","10.49","29.57","20.03"
"SF","Joe Ingles","2015-11-18","UTA","TOR","3500","10.29","18.6","4.4","5.7","14.88","10.29"
"SG","Joe Johnson","2015-11-18","BKN","CHA","6300","24.43","39.4","6.9","14.89","33.97","24.43"
"PF","Joffrey Lauvergne","2015-11-18","DEN","SAS","4000","21.93","24.9","19","19.52","24.34","21.93"
"SG","John Jenkins","2015-11-18","DAL","BOS","3600","13","26.7","5.9","3.31","22.69","13"
"PF","Jon Leuer","2015-11-18","PHO","CHI","3600","14.94","28.9","7.3","7.66","22.22","14.94"
"PF","Jonas Jerebko","2015-11-18","BOS","DAL","3500","8.86","15.1","3.4","4.95","12.76","8.855"
"C","Jonas Valanciunas","2015-11-18","TOR","UTA","6100","27.6","39","19","22.09","33.11","27.6"
"SG","Jonathon Simmons","2015-11-18","SAS","DEN","3500","9.4","9.4","9.4","9.4","9.4","9.4"
"C","Jordan Hill","2015-11-18","IND","PHI","4800","21.15","30","11.2","15.17","27.13","21.15"
"PF","Jordan Mickey","2015-11-18","BOS","DAL","3500","6.05","6.2","5.9","5.9","6.2","6.05"
"SG","Joseph Young","2015-11-18","IND","PHI","3500","2.6","6.2","-1","-1","6.2","2.6"
"PG","Jrue Holiday","2015-11-18","NOP","OKC","5600","20.65","29.4","12.2","15.04","26.26","20.65"
"SF","Justin Anderson","2015-11-18","DAL","BOS","3500","6.85","15.7","1.2","0.99","12.71","6.85"
"SG","Justin Holiday","2015-11-18","ATL","SAC","3500","8.14","19.2","1.2","2.52","13.77","8.145"
"SF","K.J. McDaniels","2015-11-18","HOU","POR","3500","5.95","6.7","5.2","5.2","6.7","5.95"
"C","Karl-Anthony Towns","2015-11-18","MIN","ORL","6800","32.61","54.8","18.3","21.76","43.46","32.61"
"SF","Kawhi Leonard","2015-11-18","SAS","DEN","8500","38.09","48.6","31.5","32.17","44.01","38.09"
"C","Kelly Olynyk","2015-11-18","BOS","DAL","3800","17.14","40.4","5.4","6.47","27.8","17.135"
"PG","Kemba Walker","2015-11-18","CHA","BKN","7000","30.93","44.3","17.9","22.39","39.47","30.93"
"C","Kendrick Perkins","2015-11-18","NOP","OKC","3500","9.53","16.3","3.5","4.28","14.78","9.53"
"PF","Kenneth Faried","2015-11-18","DEN","SAS","7000","27.44","43.5","10.4","17.76","37.11","27.435"
"SG","Kent Bazemore","2015-11-18","ATL","SAC","5100","23.25","38.3","5.9","13.96","32.55","23.255"
"SF","Kevin Durant","2015-11-18","OKC","NOP","10300","43.08","64.4","28.2","30.57","55.58","43.075"
"PF","Kevin Garnett","2015-11-18","MIN","ORL","3700","12.45","26","2.4","5.69","19.21","12.45"
"SG","Kevin Martin","2015-11-18","MIN","ORL","4700","18.71","28.8","3.7","11.75","25.67","18.71"
"SG","Kirk Hinrich","2015-11-18","CHI","PHO","3500","7.57","14.7","1.5","2.13","13.01","7.57"
"C","Kosta Koufos","2015-11-18","SAC","ATL","3800","19.9","29.4","8.6","13.8","26","19.9"
"SF","Kostas Papanikolaou","2015-11-18","DEN","SAS","3500","6.9","13.7","0.2","1.81","11.99","6.9"
"SF","Kyle Anderson","2015-11-18","SAS","DEN","3500","9.34","29.9","2.7","1.23","17.44","9.335"
"SG","Kyle Korver","2015-11-18","ATL","SAC","4800","19.31","45.9","8.9","9.02","29.6","19.31"
"PG","Kyle Lowry","2015-11-18","TOR","UTA","8600","38.85","54","22.3","29.84","47.87","38.855"
"SF","Kyle Singler","2015-11-18","OKC","NOP","3500","5.93","12.6","-1","1.25","10.6","5.925"
"SG","Lamar Patterson","2015-11-18","ATL","SAC","3500","7.98","12.9","3.2","4.27","11.69","7.98"
"PF","LaMarcus Aldridge","2015-11-18","SAS","DEN","7700","29.55","50.3","16.7","19.88","39.22","29.55"
"PF","Lavoy Allen","2015-11-18","IND","PHI","3700","13.23","20.7","2.7","7.14","19.32","13.23"
"C","Lucas Nogueira","2015-11-18","TOR","UTA","3500","3.5","5","2","2","5","3.5"
"SF","Luis Montero","2015-11-18","POR","HOU","3500","1.6","3","0.2","0.2","3","1.6"
"PF","Luis Scola","2015-11-18","TOR","UTA","4300","19.27","38.9","7.6","10.28","28.27","19.275"
"SF","Luke Babbitt","2015-11-18","NOP","OKC","3500","13.11","21.1","6.4","8.1","18.12","13.11"
"SG","Manu Ginobili","2015-11-18","SAS","DEN","4900","22.83","30.1","9.5","16.82","28.85","22.835"
"SG","Marco Belinelli","2015-11-18","SAC","ATL","3800","18.05","26.6","8","11.63","24.47","18.05"
"PG","Marcus Smart","2015-11-18","BOS","DAL","5800","21.5","32.9","10.1","12.82","30.18","21.5"
"SG","Marcus Thornton","2015-11-18","HOU","POR","4500","23.33","45.1","8","12.48","34.19","23.335"
"SF","Mario Hezonja","2015-11-18","ORL","MIN","3500","6.94","13.6","-1","2.12","11.75","6.935"
"SG","Markel Brown","2015-11-18","BKN","CHA","3500","8.06","14.4","3","3.76","12.36","8.06"
"PF","Markieff Morris","2015-11-18","PHO","CHI","5500","21.63","29.6","7.2","13.48","29.77","21.625"
"PF","Marvin Williams","2015-11-18","CHA","BKN","5200","23.52","35.4","8.7","16.21","30.83","23.52"
"C","Mason Plumlee","2015-11-18","POR","HOU","5400","24.55","37.2","12.8","17.13","31.98","24.555"
"C","Matt Bonner","2015-11-18","SAS","DEN","3500","1.1","1.2","1","1","1.2","1.1"
"C","Meyers Leonard","2015-11-18","POR","HOU","4400","16.94","28.1","4.6","9.25","24.64","16.945"
"SF","Mike Miller","2015-11-18","DEN","SAS","3500","5.28","11.4","1.4","1.59","8.97","5.28"
"PF","Mike Muscala","2015-11-18","ATL","SAC","3500","7.38","11.4","0.2","3.58","11.18","7.38"
"SF","Mike Scott","2015-11-18","ATL","SAC","3500","8.65","14.8","4.7","5.35","11.94","8.645"
"PF","Mirza Teletovic","2015-11-18","PHO","CHI","3600","11.45","24.3","2","3.84","19.06","11.45"
"PF","Mitch McGary","2015-11-18","OKC","NOP","3500","3.85","11.3","-2","-0.94","8.64","3.85"
"SF","Moe Harkless","2015-11-18","POR","HOU","3500","13.54","31","1.5","6.23","20.85","13.54"
"SG","Monta Ellis","2015-11-18","IND","PHI","6700","26.34","39.1","11.9","17.73","34.94","26.335"
"PF","Montrezl Harrell","2015-11-18","HOU","POR","3500","9.16","22.6","1.2","2.2","16.11","9.155"
"PF","Myles Turner","2015-11-18","IND","PHI","3500","13.16","18.8","3.4","8.26","18.05","13.155"
"SF","Nemanja Bjelica","2015-11-18","MIN","ORL","4400","19.46","39.7","5.2","10.41","28.51","19.46"
"PF","Nerlens Noel","2015-11-18","PHI","IND","7200","27.87","46.4","4.8","16.11","39.63","27.87"
"PF","Nick Collison","2015-11-18","OKC","NOP","3500","7.56","18.6","-1","1.22","13.9","7.56"
"SF","Nicolas Batum","2015-11-18","CHA","BKN","7200","28.02","42.6","10.2","18.91","37.13","28.02"
"SG","Nik Stauskas","2015-11-18","PHI","IND","4100","16.99","31.1","-2","7.5","26.48","16.99"
"C","Nikola Jokic","2015-11-18","DEN","SAS","3500","12.13","22","1","5.2","19.06","12.13"
"SF","Nikola Mirotic","2015-11-18","CHI","PHO","5400","20.39","34.3","6.3","10.34","30.44","20.39"
"C","Nikola Vucevic","2015-11-18","ORL","MIN","7800","33.61","45.4","13.4","23.58","43.65","33.615"
"PF","Noah Vonleh","2015-11-18","POR","HOU","3500","6.76","12.7","1","3.1","10.41","6.755"
"SG","Norman Powell","2015-11-18","TOR","UTA","3500","6.33","15.3","1.2","0.91","11.74","6.325"
"C","Omer Asik","2015-11-18","NOP","OKC","3500","7.68","13.4","1.2","3.02","12.34","7.68"
"SF","Omri Casspi","2015-11-18","SAC","ATL","4200","19.4","30.3","9.1","12.58","26.22","19.4"
"SF","P.J. Hairston","2015-11-18","CHA","BKN","3500","9.11","16","5.5","5.56","12.67","9.115"
"SF","P.J. Tucker","2015-11-18","PHO","CHI","4200","14.49","22.9","3.2","8.91","20.07","14.49"
"SG","Pat Connaughton","2015-11-18","POR","HOU","3500","1.73","5","-1","-0.75","4.21","1.73"
"PG","Patrick Beverley","2015-11-18","HOU","POR","3500","10.49","20.1","0.5","4.98","15.99","10.485"
"PF","Patrick Patterson","2015-11-18","TOR","UTA","3700","11.85","20.9","3.9","6.31","17.38","11.845"
"PG","Patty Mills","2015-11-18","SAS","DEN","3600","15.16","29.2","4.7","7.77","22.55","15.16"
"PF","Pau Gasol","2015-11-18","CHI","PHO","7900","33.01","45.8","18.4","24.83","41.19","33.01"
"SF","Paul George","2015-11-18","IND","PHI","9200","41.14","58.9","20.1","31.59","50.68","41.135"
"PF","Paul Millsap","2015-11-18","ATL","SAC","8300","36.55","45.4","20.6","29.63","43.47","36.55"
"PF","Quincy Acy","2015-11-18","SAC","ATL","3500","5.88","10.6","2.7","2.62","9.13","5.875"
"PG","Rajon Rondo","2015-11-18","SAC","ATL","7600","35.87","56","18.2","21.94","49.8","35.87"
"SG","Randy Foye","2015-11-18","DEN","SAS","3600","10.33","18.7","-1","4.58","16.07","10.325"
"SF","Rasual Butler","2015-11-18","SAS","DEN","3500","8.86","17.4","2.2","3.4","14.33","8.865"
"PG","Raulzinho Neto","2015-11-18","UTA","TOR","3500","10.17","18.7","2.4","4.73","15.6","10.165"
"PG","Ray McCallum","2015-11-18","SAS","DEN","3500","4.33","10.6","0.5","0.32","8.33","4.325"
"PG","Raymond Felton","2015-11-18","DAL","BOS","3500","14.68","31.8","5.4","6.09","23.27","14.68"
"PF","Richaun Holmes","2015-11-18","PHI","IND","3700","10.31","19.1","3","4.52","16.11","10.315"
"PG","Ricky Rubio","2015-11-18","MIN","ORL","7400","32.5","52.4","20.7","21.97","43.03","32.5"
"SF","Robert Covington","2015-11-18","PHI","IND","5600","12.2","14","10.4","10.4","14","12.2"
"SG","Rodney Hood","2015-11-18","UTA","TOR","4600","21.14","29.5","16.2","16.76","25.52","21.14"
"SG","Rodney Stuckey","2015-11-18","IND","PHI","4700","18.13","30.8","8.7","10.32","25.94","18.13"
"SF","Rondae Hollis-Jefferson","2015-11-18","BKN","CHA","3500","16.18","30.6","5.1","8.67","23.69","16.18"
"PG","Ronnie Price","2015-11-18","PHO","CHI","3500","8.34","15.4","-2","1.84","14.83","8.335"
"SF","Rudy Gay","2015-11-18","SAC","ATL","7600","29.49","36.7","22","24.66","34.32","29.49"
"C","Rudy Gobert","2015-11-18","UTA","TOR","7700","31.23","35.2","26.8","27.76","34.7","31.23"
"PG","Russell Westbrook","2015-11-18","OKC","NOP","11500","52.52","71.2","39.8","43.6","61.44","52.52"
"PF","Ryan Anderson","2015-11-18","NOP","OKC","5900","27.03","39.2","14.2","19.52","34.53","27.025"
"C","Salah Mejri","2015-11-18","DAL","BOS","3500","3.67","7.6","1.2","0.86","6.48","3.67"
"SF","Sam Dekker","2015-11-18","HOU","POR","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"PF","Serge Ibaka","2015-11-18","OKC","NOP","7200","30.52","41.4","17.5","22.77","38.27","30.52"
"SF","Sergey Karasev","2015-11-18","BKN","CHA","3500","2.1","3.2","1","1","3.2","2.1"
"SG","Seth Curry","2015-11-18","SAC","ATL","3500","6.8","11","4.7","4.33","9.27","6.8"
"SF","Shabazz Muhammad","2015-11-18","MIN","ORL","3500","12.01","23.7","2.2","5.11","18.9","12.005"
"PG","Shabazz Napier","2015-11-18","ORL","MIN","3500","8.95","26.5","2.4","1.12","16.78","8.95"
"PG","Shane Larkin","2015-11-18","BKN","CHA","4100","14.16","26.6","1.7","6.43","21.9","14.165"
"C","Shayne Whittington","2015-11-18","IND","PHI","3500","-2","-2","-2","-2","-2","-2"
"PG","Shelvin Mack","2015-11-18","ATL","SAC","3500","8.9","17.4","0.4","0.4","17.4","8.9"
"SG","Solomon Hill","2015-11-18","IND","PHI","3500","4.2","4.2","4.2","4.2","4.2","4.2"
"SF","Sonny Weems","2015-11-18","PHO","CHI","3500","3.98","8.1","1.4","1.52","6.43","3.975"
"C","Spencer Hawes","2015-11-18","CHA","BKN","3500","12.8","22.5","4.4","7.15","18.45","12.8"
"SF","Steve Novak","2015-11-18","OKC","NOP","3500","4.2","4.2","4.2","4.2","4.2","4.2"
"C","Steven Adams","2015-11-18","OKC","NOP","4400","18.58","27.6","9.1","12.62","24.54","18.58"
"PG","T.J. McConnell","2015-11-18","PHI","IND","5100","23.78","34.8","11.4","15.16","32.4","23.78"
"SF","T.J. Warren","2015-11-18","PHO","CHI","4000","17.34","27.8","1.2","10.1","24.58","17.34"
"PF","Taj Gibson","2015-11-18","CHI","PHO","4500","17.68","36.7","1.2","8.45","26.91","17.68"
"SF","Tayshaun Prince","2015-11-18","MIN","ORL","3500","8.17","15.2","3.2","4.4","11.95","8.175"
"PF","Terrence Jones","2015-11-18","HOU","POR","5900","25.17","37.7","7.8","13.5","36.83","25.165"
"SG","Terrence Ross","2015-11-18","TOR","UTA","3500","10.44","23.8","2","2.36","18.53","10.445"
"PG","Terry Rozier","2015-11-18","BOS","DAL","3500","5.02","10.7","1.2","1.64","8.4","5.02"
"SF","Thabo Sefolosha","2015-11-18","ATL","SAC","3900","17.6","22.9","10.8","14.59","20.61","17.6"
"PF","Thaddeus Young","2015-11-18","BKN","CHA","5800","29.21","47.5","16.4","20.56","37.85","29.205"
"PF","Thomas Robinson","2015-11-18","BKN","CHA","3800","10.99","22.4","2.8","4.76","17.22","10.99"
"C","Tiago Splitter","2015-11-18","ATL","SAC","3500","12.94","19.9","5.6","8.49","17.38","12.935"
"C","Tibor Pleiss","2015-11-18","UTA","TOR","3500","3.1","3.2","3","3","3.2","3.1"
"C","Tim Duncan","2015-11-18","SAS","DEN","6800","27.77","42","20.6","21.93","33.61","27.77"
"PG","Tim Frazier","2015-11-18","POR","HOU","3500","2.45","3.5","1.4","1.4","3.5","2.45"
"SF","Tobias Harris","2015-11-18","ORL","MIN","6800","27.65","45.1","14","18.36","36.93","27.645"
"PG","Toney Douglas","2015-11-18","NOP","OKC","3500","15.31","25.6","2","7.6","23.02","15.31"
"PG","Tony Parker","2015-11-18","SAS","DEN","4900","18.92","26.5","9.3","14.11","23.73","18.92"
"SG","Tony Snell","2015-11-18","CHI","PHO","3500","13.4","21.2","5.2","8.79","18.01","13.4"
"SF","Trevor Ariza","2015-11-18","HOU","POR","5900","24.05","33.8","14.9","17.64","30.45","24.045"
"PF","Trevor Booker","2015-11-18","UTA","TOR","3800","13.21","31.3","5.6","4.53","21.9","13.215"
