pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PG","Trey Burke","2015-11-18","UTA","TOR","5100","19.5","29.1","1.7","12.01","26.99","19.5"
"PF","Trey Lyles","2015-11-18","UTA","TOR","3500","5.56","12.1","1.4","1.95","9.18","5.565"
"SG","Troy Daniels","2015-11-18","CHA","BKN","3500","2.78","4","1.5","1.85","3.7","2.775"
"PG","Ty Lawson","2015-11-18","HOU","POR","6000","21.87","40.5","13.5","14.29","29.46","21.875"
"PF","Tyler Hansbrough","2015-11-18","CHA","BKN","3500","8.6","8.6","8.6","8.6","8.6","8.6"
"C","Tyler Zeller","2015-11-18","BOS","DAL","3800","8.06","15","1.7","3.73","12.38","8.055"
"C","Tyson Chandler","2015-11-18","PHO","CHI","5500","21.82","35.9","10.6","13.68","29.96","21.82"
"PG","Tyus Jones","2015-11-18","MIN","ORL","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Victor Oladipo","2015-11-18","ORL","MIN","7900","31.77","54.6","6.9","19.83","43.7","31.765"
"C","Walter Tavares","2015-11-18","ATL","SAC","3500","2.2","2.2","2.2","2.2","2.2","2.2"
"SG","Wayne Ellington","2015-11-18","BKN","CHA","3500","8.58","20.8","2.7","3.61","13.55","8.58"
"SG","Wesley Matthews","2015-11-18","DAL","BOS","4800","15.66","37.7","0.7","6.59","24.72","15.655"
"SG","Will Barton","2015-11-18","DEN","SAS","5000","26.11","44.4","8.9","15.74","36.48","26.11"
"C","Willie Cauley-Stein","2015-11-18","SAC","ATL","4200","17.12","35.3","4.4","7.75","26.49","17.12"
"SG","Zach LaVine","2015-11-18","MIN","ORL","5900","22.97","39.2","6.9","13.25","32.7","22.975"
"C","Zaza Pachulia","2015-11-18","DAL","BOS","5600","25.15","38.2","9.4","16.23","34.07","25.15"
