name,pos,team,opp,def_pos_Pts_48,projected_minutes,projected_FD_FP,FD_salary
"SF","Corey Brewer","HOU","BKN","0.848661","24.4","17.64","3900"
"SG","Markel Brown","BKN","HOU","0.760089","16.7","10.35","3500"
"SG","Kobe Bryant","LAL","ORL","0.719375","27.3","24.26","7400"
"SF","Chase Budinger","IND","BOS","0.802333","3.2","2.05","3500"
"SF","Caron Butler","SAC","DET","0.649613","11.9","6.47","3500"
"PG","Jose Calderon","NY","CHA","0.803264","26.6","19.04","4400"
"SG","Kentavious Caldwell-Pope","DET","SAC","0.875104","34.2","22.27","5200"
"PG","Isaiah Canaan","PHI","TOR","0.746637","28.9","21.11","4800"
"C","Clint Capela","HOU","BKN","0.929702","19.8","18.83","4700"
"SF","DeMarre Carroll","TOR","PHI","0.958542","33","25.72","6000"
"SF","Omri Casspi","SAC","DET","0.649613","27.5","20.12","4200"
"C","Willie Cauley-Stein","SAC","DET","0.742768","27.4","20.37","4700"
"PG","Jordan Clarkson","LAL","ORL","0.993828","30.5","24.41","6300"
"PG","Darren Collison","SAC","DET","0.808482","31","26.71","5500"
"SF","Chris Copeland","MIL","DEN","0.699167","10","6.22","3500"
"C","DeMarcus Cousins","SAC","DET","0.742768","35.1","40.7","10200"
"SG","Jamal Crawford","LAC","DAL","0.742674","24.3","19.96","4400"
"SF","Jae Crowder","BOS","IND","0.712318","25.9","17.99","4700"
"PF","Dante Cunningham","NO","ATL","0.922107","21.8","11.42","3900"
"PG","Stephen Curry","GS","MEM","0.896224","36.4","37.68","10700"
"PF","Anthony Davis","NO","ATL","0.922107","37.1","39.76","10800"
"C","Dewayne Dedmon","ORL","LAL","1.03267","25","22.37","4100"
"SG","DeMar DeRozan","TOR","PHI","0.637619","35.5","33.9","7600"
"PF","Boris Diaw","SA","POR","0.864974","21.9","15.69","3900"
"C","Andre Drummond","DET","SAC","1.13578","34.8","35.35","9900"
"C","Tim Duncan","SA","POR","1.07841","29.2","32.26","6800"
"SG","Wayne Ellington","BKN","HOU","0.760089","18.4","11.56","3500"
"SG","Monta Ellis","IND","BOS","0.925469","33.9","29.67","6300"
"PG","Tyler Ennis","MIL","DEN","1.03455","23.9","18.63","3500"
"PF","Jeremy Evans","DAL","LAC","0.800792","14.3","11.18","3500"
"C","Festus Ezeli","GS","MEM","0.856094","24","19.6","4300"
"PF","Kenneth Faried","DEN","MIL","0.983631","30.6","26.17","6800"
"PG","Raymond Felton","DAL","LAC","0.830833","23.4","16.42","3600"
"SG","Evan Fournier","ORL","LAL","0.738715","33.3","24.85","5500"
"SG","Randy Foye","DEN","MIL","0.765298","18.6","11.37","3500"
"PF","Channing Frye","ORL","LAL","1.07149","25.2","18.92","3700"
"SF","Danilo Gallinari","DEN","MIL","0.701637","33.1","27.96","6400"
"SG","Langston Galloway","NY","CHA","0.778958","28.8","20.96","4800"
"SF","Rudy Gay","SAC","DET","0.649613","36.4","32.78","7400"
"SF","Alonzo Gee","NO","ATL","0.730648","3.1","1.93","3500"
"SF","Paul George","IND","BOS","0.802333","36.6","33.57","8900"
"SG","Manu Ginobili","SA","POR","0.823542","22.1","19.26","4700"
"PF","Aaron Gordon","ORL","LAL","1.07149","20.5","16.39","3900"
"SG","Eric Gordon","NO","ATL","0.810787","33.2","24.12","5500"
"PG","Jerian Grant","NY","CHA","0.803264","23.8","15.85","4100"
"PF","Jerami Grant","PHI","TOR","0.884097","28.2","21.53","4200"
"PF","Draymond Green","GS","MEM","1.03523","31.7","25.26","7800"
"SG","Danny Green","SA","POR","0.823542","30.7","26.43","4200"
"SG","James Harden","HOU","BKN","0.795714","36.5","41.39","10100"
"PF","Montrezl Harrell","HOU","BKN","0.843056","12.8","9.92","3500"
"SF","Tobias Harris","ORL","LAL","0.836771","32.3","30.01","6500"
"SG","Devin Harris","DAL","LAC","0.824941","26.1","18.37","4100"
"SG","Gary Harris","DEN","MIL","0.765298","27","16.56","3800"
"PF","John Henson","MIL","DEN","0.872381","20.9","20.36","4500"
"SF","Mario Hezonja","ORL","LAL","0.836771","19.6","13.7","3500"
"C","Roy Hibbert","LAL","ORL","0.936875","25.7","21.3","5400"
"PF","J.J. Hickson","DEN","MIL","0.983631","19.5","15.61","4400"
"C","Jordan Hill","IND","BOS","0.93275","27.3","24.38","4800"
"PG","George Hill","IND","BOS","0.767292","34.6","31.68","6700"
"SF","Rondae Hollis-Jefferson","BKN","HOU","0.901577","24","19.15","3600"
"PF","Richaun Holmes","PHI","TOR","0.884097","22.2","16.56","3700"
"C","Dwight Howard","HOU","BKN","0.929702","33","36.13","8100"
"PG","Marcelo Huertas","LAL","ORL","0.993828","3.1","2.22","3500"
"SF","Andre Iguodala","GS","MEM","0.823932","30.4","21.46","4700"
"PF","Ersan Ilyasova","DET","SAC","0.98237","29","22.86","4400"
"PG","Jarrett Jack","BKN","HOU","0.912679","33.9","29.78","6200"
"PG","Reggie Jackson","DET","SAC","0.816641","34.8","30.15","8200"
"SG","John Jenkins","DAL","LAC","0.824941","13.9","9.29","3600"
"PF","Jonas Jerebko","BOS","IND","0.869635","3.8","2.3","3500"
"SG","Joe Johnson","BKN","HOU","0.760089","34.7","23.93","6200"
"C","Amir Johnson","BOS","IND","1.01898","24.4","18.14","4900"
"SF","Wesley Johnson","LAC","DAL","0.598542","11.4","7.65","3600"
"SF","James Johnson","TOR","PHI","0.958542","16.3","14.05","3600"
"SF","Stanley Johnson","DET","SAC","0.818594","22.4","16.63","3900"
"C","Nikola Jokic","DEN","MIL","0.898155","20.9","15.18","3500"
"PF","Terrence Jones","HOU","BKN","0.843056","25.9","22.95","5700"
"C","DeAndre Jordan","LAC","DAL","0.935243","30.3","26.89","8000"
"PG","Cory Joseph","TOR","PHI","0.928125","26.2","20.57","3700"
"SF","Ryan Kelly","LAL","ORL","0.730547","15.7","10.21","4000"
"C","Kosta Koufos","SAC","DET","0.742768","23.6","19.06","4300"
"PG","Shane Larkin","BKN","HOU","0.912679","19","12.45","3900"
"PG","Ty Lawson","HOU","BKN","0.872113","35.3","30.78","6600"
"PF","David Lee","BOS","IND","0.869635","23.6","20.79","5000"
"SF","Kawhi Leonard","SA","POR","0.571771","36.8","42.1","8300"
"PG","Shaun Livingston","GS","MEM","0.896224","13.2","8.89","3500"
"C","Brook Lopez","BKN","HOU","0.994167","29.9","30.11","7900"
"C","Robin Lopez","NY","CHA","0.905278","27.1","21.6","4600"
"PG","Kyle Lowry","TOR","PHI","0.928125","34.6","37.12","8000"
"C","Ian Mahinmi","IND","BOS","0.93275","25.1","15.98","4500"
"SG","Roy Devyn Marble","ORL","LAL","0.738715","13.7","7.01","3500"
"C","Boban Marjanovic","SA","POR","1.07841","5.6","3.78","3500"
"SG","Wesley Matthews","DAL","LAC","0.824941","28.4","20.96","5300"
"PG","Ray McCallum","SA","POR","1.01656","14.8","9.37","3500"
"PG","T.J. McConnell","PHI","TOR","0.746637","26.6","19.02","4900"
"SG","Ben McLemore","SAC","DET","0.821726","19.1","12","3500"
"SF","Khris Middleton","MIL","DEN","0.699167","34.6","27.59","5800"
"SF","C.J. Miles","IND","BOS","0.802333","30.7","21.64","4600"
"PG","Patrick Mills","SA","POR","1.01656","22.5","16.3","3900"
"C","Greg Monroe","MIL","DEN","1.02616","32.7","36.89","8200"
"SF","Marcus Morris","DET","SAC","0.818594","33.7","25.77","5900"
"PG","Emmanuel Mudiay","DEN","MIL","0.859821","27.2","21.65","5800"
"PF","Larry Nance Jr.","LAL","ORL","0.811696","3.4","2.44","3500"
"PG","Shabazz Napier","ORL","LAL","0.980625","9.6","6.53","3500"
"PG","Jameer Nelson","DEN","MIL","0.859821","27.5","20.74","4500"
"PF","Andrew Nicholson","ORL","LAL","1.07149","2.9","2.32","3500"
"PF","Dirk Nowitzki","DAL","LAC","0.800792","28.4","29.02","6500"
"C","Jahlil Okafor","PHI","TOR","0.999316","33.7","26.71","6400"
"SG","Victor Oladipo","ORL","LAL","0.738715","36.2","32.65","7900"
"C","Kelly Olynyk","BOS","IND","1.01898","22.2","17.81","3700"
"C","Kyle O'Quinn","NY","CHA","0.905278","19.2","13.51","4400"
"C","Zaza Pachulia","DAL","LAC","1.06345","25.5","24","5400"
"PF","Jabari Parker","MIL","DEN","0.872381","27.4","20.02","5600"
"PG","Tony Parker","SA","POR","1.01656","28.8","24.96","4800"
"SF","Chandler Parsons","DAL","LAC","0.741637","23.6","18.26","5700"
"PF","Patrick Patterson","TOR","PHI","1.00821","23.9","15.66","3800"
"PG","Chris Paul","LAC","DAL","0.806562","37","41.93","9100"
"PG","Elfrid Payton","ORL","LAL","0.980625","32.3","27.21","6500"
"SF","Paul Pierce","LAC","DAL","0.598542","28.5","19.24","3700"
"C","Miles Plumlee","MIL","DEN","1.02616","6.4","4.84","3500"
"PF","Kristaps Porzingis","NY","CHA","1.03462","24.8","16.62","5400"
"PF","Dwight Powell","DAL","LAC","0.800792","3.6","3.27","4600"
"PF","Julius Randle","LAL","ORL","0.811696","30.8","26.8","5900"
"SG","J.J. Redick","LAC","DAL","0.742674","33.1","22.67","4800"
"PG","Austin Rivers","LAC","DAL","0.806562","21.3","12.91","3500"
"PF","Thomas Robinson","BKN","HOU","1.14635","13.4","11.87","4000"
"SF","Glenn Robinson III","IND","BOS","0.802333","3.9","2.42","3500"
"PG","Rajon Rondo","SAC","DET","0.808482","31.1","26.75","6400"
"PG","D'Angelo Russell","LAL","ORL","0.993828","25.5","16.8","5100"
"SF","JaKarr Sampson","PHI","TOR","0.711071","17.9","11.39","3500"
"PF","Luis Scola","TOR","PHI","1.00821","28.4","27.71","4300"
"PF","Kevin Seraphin","NY","CHA","1.03462","10.7","7.78","3500"
"PF","Josh Smith","LAC","DAL","1.10063","17.2","12.95","4200"
"PF","Jason Smith","ORL","LAL","1.07149","12.7","9.21","3500"
"PF","Marreese Speights","GS","MEM","1.03523","13","11.72","3500"
"SG","Nik Stauskas","PHI","TOR","0.805089","30.6","20.1","4400"
"SG","Lance Stephenson","LAC","DAL","0.742674","24.6","15.5","3500"
"PF","Jared Sullinger","BOS","IND","0.869635","24","22.77","5200"
"PG","Jason Terry","HOU","BKN","0.872113","3.2","2.13","3500"
"PG","Isaiah Thomas","BOS","IND","0.721615","32.9","29.69","7300"
"SF","Lance Thomas","NY","CHA","0.71934","4.7","2.45","3500"
"PF","Jason Thompson","GS","MEM","1.03523","19.4","13.14","4300"
"SG","Klay Thompson","GS","MEM","0.705677","36.2","31.5","6800"
"SF","Hollis Thompson","PHI","TOR","0.711071","25.7","15.35","3600"
"SG","Marcus Thornton","HOU","BKN","0.795714","31","23.75","4500"
"PF","Anthony Tolliver","DET","SAC","0.98237","21.1","11.85","3500"
"SF","Evan Turner","BOS","IND","0.712318","26.9","21.15","5700"
"PF","Myles Turner","IND","BOS","0.884542","21.6","16.11","3500"
"C","Jonas Valanciunas","TOR","PHI","1.03819","27.2","25.51","6300"
"PG","Greivis Vasquez","MIL","DEN","1.03455","23.7","17.91","4200"
"SG","Rashad Vaughn","MIL","DEN","0.901875","3.2","2.22","3500"
"PF","Charlie Villanueva","DAL","LAC","0.800792","10.2","9.07","3500"
"SG","Sasha Vujacic","NY","CHA","0.778958","23.1","14.01","3500"
"PG","C.J. Watson","ORL","LAL","0.980625","4.8","3.45","3600"
"PF","David West","SA","POR","0.864974","17.6","13.18","4200"
"PF","Derrick Williams","NY","CHA","1.03462","15","9.44","4000"
"PG","Deron Williams","DAL","LAC","0.830833","29","21.92","6700"
"SG","Louis Williams","LAL","ORL","0.719375","32.5","27.64","5200"
"SF","Metta World Peace","LAL","ORL","0.730547","11.5","8.63","3600"
"PF","Thaddeus Young","BKN","HOU","1.14635","31.4","24.3","5700"
"SF","James Young","BOS","IND","0.712318","7.1","4.12","3500"
"SG","Nick Young","LAL","ORL","0.719375","24.5","17.63","3600"
"C","Tyler Zeller","BOS","IND","1.01898","9.7","6.65","4000"
