"SF","Stanley Johnson","2015-11-20","DET","MIN","3800","14.36","28.4","2","7.49","21.23","14.36"
"PG","Stephen Curry","2015-11-20","GSW","CHI","11000","50.87","77.3","33.7","39.43","62.31","50.87"
"PG","Steve Blake","2015-11-20","DET","MIN","3500","9.18","16.3","0.5","4.79","13.56","9.175"
"SF","Steve Novak","2015-11-20","OKC","NYK","3500","4.2","4.2","4.2","4.2","4.2","4.2"
"C","Steven Adams","2015-11-20","OKC","NYK","4100","17.29","27.6","4.4","10.3","24.29","17.295"
"PG","T.J. McConnell","2015-11-20","PHI","CHA","5100","23.69","34.8","11.4","15.43","31.95","23.69"
"SF","T.J. Warren","2015-11-20","PHO","DEN","4000","17.34","27.8","1.2","10.1","24.58","17.34"
"PF","Taj Gibson","2015-11-20","CHI","GSW","4400","17.29","36.7","1.2","8.4","26.18","17.29"
"C","Tarik Black","2015-11-20","LAL","TOR","3500","10.22","15.6","1.2","5.11","15.32","10.215"
"SF","Tayshaun Prince","2015-11-20","MIN","DET","3500","8.25","15.2","3.2","4.63","11.87","8.25"
"PF","Terrence Jones","2015-11-20","HOU","MEM","5700","23.63","37.7","7.8","12.19","35.07","23.63"
"SG","Terrence Ross","2015-11-20","TOR","LAL","3500","10.44","23.8","2","2.36","18.53","10.445"
"PG","Terry Rozier","2015-11-20","BOS","BKN","3500","5.02","10.7","1.2","1.64","8.4","5.02"
"PF","Thaddeus Young","2015-11-20","BKN","BOS","6300","30.12","47.5","16.4","21.31","38.92","30.115"
"PF","Thomas Robinson","2015-11-20","BKN","BOS","3500","10.48","22.4","2.8","4.32","16.64","10.48"
"C","Tibor Pleiss","2015-11-20","UTA","DAL","3500","3.1","3.2","3","3","3.2","3.1"
"C","Tim Duncan","2015-11-20","SAS","NOP","7100","29.45","46.2","20.6","21.76","37.13","29.445"
"PG","Tim Frazier","2015-11-20","POR","LAC","3500","3.87","6.7","1.4","1.69","6.05","3.87"
"PG","Toney Douglas","2015-11-20","NOP","SAS","3500","14.83","25.6","2","7.37","22.29","14.83"
"SG","Tony Allen","2015-11-20","MEM","HOU","4200","15.93","24.4","6.9","10.31","21.56","15.935"
"PG","Tony Parker","2015-11-20","SAS","NOP","5200","20.65","37.9","9.3","13.52","27.77","20.645"
"SG","Tony Snell","2015-11-20","CHI","GSW","3500","12.29","21.2","1.2","6.66","17.92","12.29"
"SF","Trevor Ariza","2015-11-20","HOU","MEM","6000","24.51","33.8","14.9","18.19","30.83","24.51"
"PF","Trevor Booker","2015-11-20","UTA","DAL","3700","13.08","31.3","5.6","4.88","21.27","13.075"
"PG","Trey Burke","2015-11-20","UTA","DAL","5000","19.27","29.1","1.7","12.13","26.41","19.27"
"PF","Trey Lyles","2015-11-20","UTA","DAL","3500","5.56","12.1","1.4","1.95","9.18","5.565"
"SG","Troy Daniels","2015-11-20","CHA","PHI","3500","2.78","4","1.5","1.85","3.7","2.775"
"PG","Ty Lawson","2015-11-20","HOU","MEM","5600","20.34","40.5","3.5","11.48","29.2","20.34"
"PF","Tyler Hansbrough","2015-11-20","CHA","PHI","3500","8.6","8.6","8.6","8.6","8.6","8.6"
"C","Tyler Zeller","2015-11-20","BOS","BKN","3800","8.06","15","1.7","3.73","12.38","8.055"
"C","Tyson Chandler","2015-11-20","PHO","DEN","5400","21.73","35.9","10.6","13.96","29.49","21.725"
"PG","Tyus Jones","2015-11-20","MIN","DET","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SF","Vince Carter","2015-11-20","MEM","HOU","3500","5.2","5.2","5.2","5.2","5.2","5.2"
"SG","Wayne Ellington","2015-11-20","BKN","BOS","3500","8.52","20.8","2.7","3.77","13.26","8.515"
"SF","Wesley Johnson","2015-11-20","LAC","POR","3600","9.95","18.6","1.2","4.72","15.18","9.95"
"SG","Wesley Matthews","2015-11-20","DAL","UTA","4900","16.58","37.7","0.7","7.54","25.62","16.58"
"SG","Will Barton","2015-11-20","DEN","PHO","5200","26.04","44.4","8.9","16.11","35.97","26.04"
"SG","Zach LaVine","2015-11-20","MIN","DET","5800","22.65","39.2","6.9","13.28","32.02","22.65"
"PF","Zach Randolph","2015-11-20","MEM","HOU","6900","27.11","48.8","7.6","18.11","36.11","27.11"
"C","Zaza Pachulia","2015-11-20","DAL","UTA","5700","25.63","38.2","9.4","16.95","34.32","25.635"
