pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PF","Cameron Bairstow","2015-11-13","CHI","CHA","3500","2.8","3.2","2.4","2.4","3.2","2.8"
"PG","Cameron Payne","2015-11-13","OKC","PHI","3500","5","6.5","3.5","3.5","6.5","5"
"SF","Carmelo Anthony","2015-11-13","NYK","CLE","9400","37.08","51.4","25.8","29.43","44.73","37.08"
"SF","Caron Butler","2015-11-13","SAC","BKN","3500","4.8","12.4","1","0.78","8.82","4.8"
"SF","Chandler Parsons","2015-11-13","DAL","LAL","5400","9.26","12.1","5.2","6.7","11.82","9.26"
"PF","Channing Frye","2015-11-13","ORL","UTA","3800","14.53","24","4.9","6.15","22.9","14.525"
"PF","Charlie Villanueva","2015-11-13","DAL","LAL","3700","13.4","29.8","6.4","6.17","20.63","13.4"
"SF","Chase Budinger","2015-11-13","IND","MIN","3600","8.87","18.6","1.2","3.4","14.33","8.865"
"SG","Chris Johnson","2015-11-13","UTA","ORL","3500","3.78","7.1","2","1.81","5.74","3.775"
"PF","Christian Wood","2015-11-13","PHI","OKC","3500","8.12","19.6","2.4","1.89","14.35","8.12"
"SF","Cleanthony Early","2015-11-13","NYK","CLE","3500","4.3","6.7","1.2","2","6.6","4.3"
"C","Clint Capela","2015-11-13","HOU","DEN","4600","20.2","36.4","8.2","12.28","28.12","20.2"
"PF","Cody Zeller","2015-11-13","CHA","CHI","4200","17.86","25.7","9.4","12.18","23.54","17.86"
"SF","Corey Brewer","2015-11-13","HOU","DEN","3700","14.28","23.9","3","6.95","21.6","14.275"
"PG","Cory Joseph","2015-11-13","TOR","NOP","4100","17.62","32.2","3.9","9.09","26.15","17.62"
"SG","Courtney Lee","2015-11-13","MEM","POR","4100","18.34","22.4","11.6","14.87","21.82","18.345"
"PG","D'Angelo Russell","2015-11-13","LAL","DAL","5100","18.54","26.7","7.6","12.84","24.23","18.535"
"PG","D.J. Augustin","2015-11-13","OKC","PHI","3500","14.18","21.9","0.5","7.61","20.74","14.175"
"PG","Damian Lillard","2015-11-13","POR","MEM","9300","41.32","50.9","29.6","35.77","46.88","41.325"
"SF","Damjan Rudez","2015-11-13","MIN","IND","3500","2.63","5.7","-1","-0.13","5.4","2.635"
"SF","Danilo Gallinari","2015-11-13","DEN","HOU","6500","27.96","45.1","12.9","17.27","38.66","27.965"
"PF","Dante Cunningham","2015-11-13","NOP","TOR","3600","11.31","15.7","5.6","8.02","14.6","11.31"
"PF","Darrell Arthur","2015-11-13","DEN","HOU","3500","12.69","17.8","10.1","10.05","15.33","12.69"
"PG","Darren Collison","2015-11-13","SAC","BKN","5500","24.65","36.5","19.2","18.94","30.36","24.65"
"PF","David Lee","2015-11-13","BOS","ATL","5000","17.11","26.5","6.6","11.03","23.19","17.11"
"PG","Delon Wright","2015-11-13","TOR","NOP","3500","1.3","2.4","0.2","0.2","2.4","1.3"
"SG","DeMar DeRozan","2015-11-13","TOR","NOP","7500","32.09","42","15.7","22.68","41.5","32.09"
"C","DeMarcus Cousins","2015-11-13","SAC","BKN","10200","39.86","46.1","25.3","32.44","47.28","39.86"
"SF","DeMarre Carroll","2015-11-13","TOR","NOP","6000","21.8","31.6","12.2","13.45","30.15","21.8"
"PG","Dennis Schroder","2015-11-13","ATL","BOS","4600","20.5","32.6","8.9","14.09","26.91","20.5"
"PG","Deron Williams","2015-11-13","DAL","LAL","6400","24.24","28","13.5","19.44","29.05","24.245"
"PF","Derrick Favors","2015-11-13","UTA","ORL","7800","36.44","61.4","8.6","22.63","50.24","36.435"
"PG","Derrick Rose","2015-11-13","CHI","CHA","6900","23.68","43.5","11.9","14.49","32.86","23.675"
"PF","Derrick Williams","2015-11-13","NYK","CLE","3600","12.96","33.9","2","4.43","21.48","12.955"
"SG","Devin Harris","2015-11-13","DAL","LAL","4000","16.08","22.7","1.7","9.78","22.37","16.075"
"SG","Devyn Marble","2015-11-13","ORL","UTA","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"C","Dewayne Dedmon","2015-11-13","ORL","UTA","4100","18.58","30.8","12.8","13.1","24.05","18.575"
"SG","Dion Waiters","2015-11-13","OKC","PHI","4800","18.48","30","10.5","12.05","24.9","18.475"
"PF","Dirk Nowitzki","2015-11-13","DAL","LAL","6700","31","43.7","21.2","24.32","37.68","31"
"PG","Donald Sloan","2015-11-13","BKN","SAC","3500","3.7","6.4","1","1","6.4","3.7"
"SF","Doug McDermott","2015-11-13","CHI","CHA","3800","14.3","28.3","8.2","7.94","20.66","14.3"
"C","Dwight Howard","2015-11-13","HOU","DEN","8400","38.64","50.9","20.4","28.29","48.99","38.64"
"PF","Dwight Powell","2015-11-13","DAL","LAL","4500","23","30.5","15.7","17.65","28.35","23"
"PG","E'Twaun Moore","2015-11-13","CHI","CHA","3500","9.59","17.3","3.4","5.05","14.13","9.59"
"PF","Ed Davis","2015-11-13","POR","MEM","4700","18.58","27.7","8.9","11.76","25.39","18.575"
"PG","Elfrid Payton","2015-11-13","ORL","UTA","6500","23.19","35.9","3.4","12.93","33.45","23.19"
"SF","Elijah Millsap","2015-11-13","UTA","ORL","3500","2.45","3.2","1","1.55","3.35","2.45"
"PG","Emmanuel Mudiay","2015-11-13","DEN","HOU","6000","26.83","37.1","16.3","19.88","33.77","26.825"
"C","Enes Kanter","2015-11-13","OKC","PHI","6300","23.78","34.2","17.2","18.07","29.48","23.775"
"SG","Eric Gordon","2015-11-13","NOP","TOR","5800","27.79","36.1","18.8","22.61","32.97","27.79"
"PF","Eric Moreland","2015-11-13","SAC","BKN","3500","2.53","5.2","1.2","0.65","4.42","2.535"
"SG","Evan Fournier","2015-11-13","ORL","UTA","5600","28.02","44","12.3","17.09","38.96","28.025"
"SF","Evan Turner","2015-11-13","BOS","ATL","6000","21.93","35","10.3","11.96","31.89","21.925"
"PF","Frank Kaminsky","2015-11-13","CHA","CHI","3500","7.47","16.1","-1","1.56","13.38","7.47"
"SG","Gary Harris","2015-11-13","DEN","HOU","3800","16.43","25.5","7.7","10","22.85","16.425"
"PG","George Hill","2015-11-13","IND","MIN","6500","26.97","40.4","18","19.38","34.56","26.97"
"SG","Gerald Henderson","2015-11-13","POR","MEM","5000","14.4","14.4","14.4","14.4","14.4","14.4"
"SF","Gordon Hayward","2015-11-13","UTA","ORL","6600","26.15","39.7","14.5","18.6","33.7","26.15"
"C","Gorgui Dieng","2015-11-13","MIN","IND","4100","14.34","20.2","4.2","8.84","19.83","14.335"
"SF","Hollis Thompson","2015-11-13","PHI","OKC","3800","16.96","26.2","7.6","10.63","23.3","16.965"
"C","Ian Mahinmi","2015-11-13","IND","MIN","4500","18.71","31.1","-1","9.9","27.52","18.71"
"PG","Isaiah Canaan","2015-11-13","PHI","OKC","4700","18.46","35.1","8.7","9.63","27.29","18.46"
"PG","Isaiah Thomas","2015-11-13","BOS","ATL","6900","30.96","42.9","21.6","23.04","38.88","30.96"
"PG","Ish Smith","2015-11-13","NOP","TOR","5800","28.69","40.6","7.9","18.21","39.16","28.685"
"PG","J.J. Barea","2015-11-13","DAL","LAL","4100","17.46","24.7","9.7","12.82","22.11","17.465"
"PF","J.J. Hickson","2015-11-13","DEN","HOU","4400","19.95","42.1","4.2","6.41","33.49","19.95"
"SG","J.R. Smith","2015-11-13","CLE","NYK","5200","12.5","28.9","-2","1.44","23.56","12.5"
"SF","Jae Crowder","2015-11-13","BOS","ATL","4800","24.7","38","17.3","18.57","30.83","24.7"
"C","Jahlil Okafor","2015-11-13","PHI","OKC","6700","31.63","43.5","18.7","24.33","38.92","31.625"
"SF","JaKarr Sampson","2015-11-13","PHI","OKC","3600","9.24","18.2","1","3.39","15.09","9.24"
"PG","Jameer Nelson","2015-11-13","DEN","HOU","4500","17.63","24.7","11.2","13.05","22.22","17.635"
"SG","James Anderson","2015-11-13","SAC","BKN","3500","6.56","19","1","0.84","12.27","6.555"
"SF","James Ennis","2015-11-13","MEM","POR","3500","1.5","1.5","1.5","1.5","1.5","1.5"
"SG","James Harden","2015-11-13","HOU","DEN","10000","44.88","66.7","31.9","33.98","55.77","44.875"
"SF","James Johnson","2015-11-13","TOR","NOP","3800","12.34","21.1","-1","2.84","21.84","12.34"
"SF","James Jones","2015-11-13","CLE","NYK","3500","4.6","13.2","-1","-0.14","9.34","4.6"
"PF","JaMychal Green","2015-11-13","MEM","POR","3600","13.61","25.4","5.9","7.43","19.79","13.61"
"SG","Jared Cunningham","2015-11-13","CLE","NYK","3500","6.47","15.7","1","1.9","11.04","6.47"
"PF","Jared Sullinger","2015-11-13","BOS","ATL","5500","27.44","39.1","14.1","20.13","34.75","27.44"
"PG","Jarrett Jack","2015-11-13","BKN","SAC","6100","25.93","44.4","15.2","16.75","35.1","25.925"
"PF","Jason Smith","2015-11-13","ORL","UTA","3500","10.3","19.5","3.6","4.65","15.95","10.3"
"PG","Jason Terry","2015-11-13","HOU","DEN","3500","5.16","8.9","2.2","2.77","7.55","5.16"
"SF","Jeff Green","2015-11-13","MEM","POR","3600","11.86","25.3","0.4","4.57","19.14","11.855"
"PG","Jeff Teague","2015-11-13","ATL","BOS","7600","33.21","45.7","20.2","25.63","40.79","33.21"
"PF","Jerami Grant","2015-11-13","PHI","OKC","4400","21.65","31.5","10.9","15.56","27.74","21.65"
"PF","Jeremy Evans","2015-11-13","DAL","LAL","3500","6.83","18.2","0.2","0.93","12.74","6.835"
"SG","Jeremy Lamb","2015-11-13","CHA","CHI","4300","20.6","32.3","6.8","13.57","27.63","20.6"
"PG","Jeremy Lin","2015-11-13","CHA","CHI","4900","21.48","28","13.2","16.56","26.39","21.475"
"PG","Jerian Grant","2015-11-13","NYK","CLE","4000","16.12","24.7","10.2","11.53","20.71","16.12"
"SG","Jimmer Fredette","2015-11-13","NOP","TOR","3500","4","4","4","4","4","4"
"SG","Jimmy Butler","2015-11-13","CHI","CHA","7800","33.76","41.2","20.7","26.51","41.01","33.76"
"C","Joakim Noah","2015-11-13","CHI","CHA","4400","17.07","27.7","5","9.15","24.99","17.07"
"SG","Joe Harris","2015-11-13","CLE","NYK","3500","2.4","3.9","1.2","1.3","3.5","2.4"
"SF","Joe Ingles","2015-11-13","UTA","ORL","3500","10.45","18.6","4.4","5.61","15.29","10.45"
"SG","Joe Johnson","2015-11-13","BKN","SAC","6400","24.74","39.4","6.9","15.46","34.02","24.74"
"PF","Joffrey Lauvergne","2015-11-13","DEN","HOU","4000","21.93","24.9","19","19.52","24.34","21.93"
"SG","John Jenkins","2015-11-13","DAL","LAL","3600","16.3","26.7","5.9","5.9","26.7","16.3"
"PF","Jonas Jerebko","2015-11-13","BOS","ATL","3500","9.1","15.1","3.4","4.76","13.44","9.1"
"C","Jonas Valanciunas","2015-11-13","TOR","NOP","6300","28.04","39","19","22.85","33.24","28.045"
"SG","Jordan Adams","2015-11-13","MEM","POR","3500","8.95","11.9","6","6","11.9","8.95"
"PG","Jordan Clarkson","2015-11-13","LAL","DAL","5800","20.99","38.6","11.9","12.56","29.42","20.99"
"C","Jordan Hill","2015-11-13","IND","MIN","4900","21.84","30","11.2","16.21","27.47","21.84"
"PF","Jordan Mickey","2015-11-13","BOS","ATL","3500","6.05","6.2","5.9","5.9","6.2","6.05"
"PG","Jose Calderon","2015-11-13","NYK","CLE","4500","14.03","27.5","6.7","7.24","20.82","14.03"
"SG","Joseph Young","2015-11-13","IND","MIN","3500","-1","-1","-1","-1","-1","-1"
"PG","Jrue Holiday","2015-11-13","NOP","TOR","5800","20.28","29.4","12.2","13.98","26.58","20.28"
"PF","Julius Randle","2015-11-13","LAL","DAL","5900","26.71","54","1.9","13.27","40.15","26.71"
"SF","Justin Anderson","2015-11-13","DAL","LAL","3500","8.23","15.7","1.2","2.07","14.4","8.235"
"SG","Justin Holiday","2015-11-13","ATL","BOS","3500","8.11","19.2","1.2","1.79","14.44","8.115"
"SF","K.J. McDaniels","2015-11-13","HOU","DEN","3500","5.2","5.2","5.2","5.2","5.2","5.2"
"C","Karl-Anthony Towns","2015-11-13","MIN","IND","7100","34.29","54.8","18.3","22.15","46.43","34.29"
"C","Kelly Olynyk","2015-11-13","BOS","ATL","3500","15.63","40.4","5.4","3.77","27.49","15.63"
"PG","Kemba Walker","2015-11-13","CHA","CHI","6800","27.84","35.8","17.9","21.27","34.4","27.835"
"C","Kendrick Perkins","2015-11-13","NOP","TOR","3500","9.53","16.3","3.5","4.28","14.78","9.53"
"PF","Kenneth Faried","2015-11-13","DEN","HOU","7000","29.79","43.5","14.9","21","38.57","29.785"
"SG","Kent Bazemore","2015-11-13","ATL","BOS","5100","24.04","38.3","5.9","14.65","33.43","24.04"
"PF","Kevin Garnett","2015-11-13","MIN","IND","3700","11.53","17.4","4.7","6.79","16.27","11.53"
"PF","Kevin Love","2015-11-13","CLE","NYK","8000","36.53","51.8","25.6","27.19","45.86","36.525"
"SG","Kevin Martin","2015-11-13","MIN","IND","5000","21.74","28.8","14.5","16.75","26.73","21.74"
"PF","Kevin Seraphin","2015-11-13","NYK","CLE","3500","4.07","8.6","1.2","1.47","6.66","4.065"
"SG","Kirk Hinrich","2015-11-13","CHI","CHA","3500","1.5","1.5","1.5","1.5","1.5","1.5"
"SG","Kobe Bryant","2015-11-13","LAL","DAL","7400","24.87","34.3","19.3","20.11","29.62","24.865"
"C","Kosta Koufos","2015-11-13","SAC","BKN","4100","20.29","29.4","8.6","13.98","26.6","20.29"
"SF","Kostas Papanikolaou","2015-11-13","DEN","HOU","3500","6.3","12.1","1.2","1.82","10.78","6.3"
"PF","Kristaps Porzingis","2015-11-13","NYK","CLE","5600","25.91","39.3","13.7","18.29","33.53","25.91"
"SG","Kyle Korver","2015-11-13","ATL","BOS","5000","19.69","45.9","8.9","8.36","31.01","19.685"
"PG","Kyle Lowry","2015-11-13","TOR","NOP","8500","37.89","54","22.3","28.19","47.59","37.89"
"C","Kyle O'Quinn","2015-11-13","NYK","CLE","4400","18.16","30.7","4.9","11.05","25.26","18.155"
"SF","Kyle Singler","2015-11-13","OKC","PHI","3500","5.73","12.6","-1","1.02","10.45","5.735"
"SG","Lamar Patterson","2015-11-13","ATL","BOS","3500","7.98","12.9","3.2","4.27","11.69","7.98"
"SF","Lance Thomas","2015-11-13","NYK","CLE","3500","9.86","20.6","2","3.62","16.09","9.855"
"SG","Langston Galloway","2015-11-13","NYK","CLE","4600","20.87","31.4","4","13.36","28.37","20.865"
"PF","Larry Nance","2015-11-13","LAL","DAL","3600","11.48","18.1","8.2","7.5","15.45","11.475"
"PF","Lavoy Allen","2015-11-13","IND","MIN","3500","11.8","20.7","2.7","5.79","17.81","11.8"
"SF","LeBron James","2015-11-13","CLE","NYK","10200","45.26","58.3","30.9","36.35","54.17","45.26"
"PF","Lou Amundson","2015-11-13","NYK","CLE","3600","10.65","19.3","2","2","19.3","10.65"
"SG","Louis Williams","2015-11-13","LAL","DAL","5200","22.61","41","14.7","15.06","30.17","22.615"
"C","Lucas Nogueira","2015-11-13","TOR","NOP","3500","3.5","5","2","2","5","3.5"
"SF","Luis Montero","2015-11-13","POR","MEM","3500","1.6","3","0.2","0.2","3","1.6"
"PF","Luis Scola","2015-11-13","TOR","NOP","4600","20.82","38.9","7.6","11.57","30.08","20.825"
"SF","Luke Babbitt","2015-11-13","NOP","TOR","3500","14.08","21.1","8.9","9.87","18.3","14.085"
"C","Marc Gasol","2015-11-13","MEM","POR","7300","26.88","40.9","14.4","18.39","35.36","26.875"
"PG","Marcelo Huertas","2015-11-13","LAL","DAL","3500","9.62","16.1","1.7","5.01","14.22","9.615"
"SG","Marco Belinelli","2015-11-13","SAC","BKN","3800","17.46","26.6","8","10.95","23.96","17.455"
"PG","Marcus Smart","2015-11-13","BOS","ATL","5600","22.53","32.9","13.2","14.39","30.66","22.525"
"SG","Marcus Thornton","2015-11-13","HOU","DEN","4800","29.7","45.1","22.9","22.39","37.01","29.7"
"PG","Mario Chalmers","2015-11-13","MEM","POR","3900","14.55","27.4","6.7","7.63","21.47","14.55"
"SF","Mario Hezonja","2015-11-13","ORL","UTA","3500","6.71","13.6","-1","1.6","11.82","6.71"
"SG","Markel Brown","2015-11-13","BKN","SAC","3500","8.06","14.4","3","3.76","12.36","8.06"
"PF","Marvin Williams","2015-11-13","CHA","CHI","5100","25.06","35.4","15.8","19.05","31.07","25.06"
"C","Mason Plumlee","2015-11-13","POR","MEM","5600","25.63","37.2","12.8","17.84","33.43","25.635"
"SF","Matt Barnes","2015-11-13","MEM","POR","3600","15.54","23.7","1.9","8.28","22.81","15.545"
"PG","Matthew Dellavedova","2015-11-13","CLE","NYK","4300","20.58","28.5","13.7","15.39","25.76","20.575"
"SF","Metta World Peace","2015-11-13","LAL","DAL","3700","16.7","20.5","12.1","13.59","19.81","16.7"
"C","Meyers Leonard","2015-11-13","POR","MEM","4400","16.94","28.1","4.6","9.25","24.64","16.945"
"PG","Mike Conley","2015-11-13","MEM","POR","6400","26.14","37.4","11.9","18.85","33.44","26.145"
"SF","Mike Miller","2015-11-13","DEN","HOU","3500","5.18","11.4","1.4","1.05","9.3","5.175"
"PF","Mike Muscala","2015-11-13","ATL","BOS","3500","6.43","11.4","0.2","1.77","11.09","6.43"
"SF","Mike Scott","2015-11-13","ATL","BOS","3500","8.18","13.8","4.7","5.28","11.07","8.175"
"PF","Mitch McGary","2015-11-13","OKC","PHI","3500","4.3","11.3","-2","-1.15","9.75","4.3"
"PG","Mo Williams","2015-11-13","CLE","NYK","6100","28.65","44.2","11.5","18.62","38.68","28.65"
"SF","Moe Harkless","2015-11-13","POR","MEM","3500","14.29","31","1.5","6.63","21.95","14.29"
"SG","Monta Ellis","2015-11-13","IND","MIN","6400","23.98","37.5","11.9","16.3","31.65","23.975"
"PF","Montrezl Harrell","2015-11-13","HOU","DEN","3500","9.38","22.6","1.2","1.56","17.21","9.385"
"PF","Myles Turner","2015-11-13","IND","MIN","3500","13.16","18.8","3.4","8.26","18.05","13.155"
"SF","Nemanja Bjelica","2015-11-13","MIN","IND","4600","23.15","39.7","14.1","15.61","30.69","23.15"
"PF","Nerlens Noel","2015-11-13","PHI","OKC","7400","29.85","46.4","4.8","16.84","42.86","29.85"
"PF","Nick Collison","2015-11-13","OKC","PHI","3500","4.6","10.3","-1","0.09","9.11","4.6"
"SG","Nick Young","2015-11-13","LAL","DAL","3700","15.49","29.9","7.6","7.94","23.04","15.49"
"SF","Nicolas Batum","2015-11-13","CHA","CHI","6600","28.43","40","17.7","22.32","34.53","28.425"
"SG","Nik Stauskas","2015-11-13","PHI","OKC","4300","20.81","31.1","12.7","15.47","26.16","20.815"
"C","Nikola Jokic","2015-11-13","DEN","HOU","3600","13.56","22","1","6.96","20.15","13.555"
"SF","Nikola Mirotic","2015-11-13","CHI","CHA","5800","21.85","34.3","6.3","11.16","32.54","21.85"
"C","Nikola Vucevic","2015-11-13","ORL","UTA","7700","32.33","45.4","13.4","21.05","43.61","32.33"
"PF","Noah Vonleh","2015-11-13","POR","MEM","3500","6.14","12.7","1","2.73","9.54","6.135"
"SG","Norman Powell","2015-11-13","TOR","NOP","3500","6.57","15.3","1.2","0.34","12.8","6.57"
"C","Omer Asik","2015-11-13","NOP","TOR","3900","7.93","10.6","3.2","4.58","11.29","7.935"
"SF","Omri Casspi","2015-11-13","SAC","BKN","4300","20.54","30.3","12.6","14.34","26.75","20.545"
"SF","P.J. Hairston","2015-11-13","CHA","CHI","3500","9.35","16","5.5","5.65","13.05","9.35"
"SG","Pat Connaughton","2015-11-13","POR","MEM","3500","1.73","5","-1","-0.75","4.21","1.73"
"PG","Patrick Beverley","2015-11-13","HOU","DEN","3500","12.15","20.1","7.4","8.15","16.15","12.15"
"PF","Patrick Patterson","2015-11-13","TOR","NOP","3800","12.91","20.9","7.2","7.53","18.3","12.915"
"PF","Pau Gasol","2015-11-13","CHI","CHA","8000","32.86","45.8","18.4","24.53","41.19","32.86"
"SF","Paul George","2015-11-13","IND","MIN","9100","40.87","58.9","20.1","30.55","51.19","40.87"
"PF","Paul Millsap","2015-11-13","ATL","BOS","8500","39.03","45.4","31.1","34.79","43.27","39.03"
"PF","Quincy Acy","2015-11-13","SAC","BKN","3500","5.43","10.6","2.7","1.78","9.09","5.435"
"PG","Rajon Rondo","2015-11-13","SAC","BKN","6800","33.63","55.9","18.2","20.76","46.51","33.635"
"SG","Randy Foye","2015-11-13","DEN","HOU","3500","8.83","16.7","-1","3.16","14.49","8.825"
"PG","Raulzinho Neto","2015-11-13","UTA","ORL","3500","9.1","17.5","2.4","4.3","13.9","9.1"
"PG","Raymond Felton","2015-11-13","DAL","LAL","3500","13.45","31.8","5.4","5.46","21.44","13.45"
"SF","Richard Jefferson","2015-11-13","CLE","NYK","3500","12.8","19.2","4","8.1","17.5","12.8"
"PF","Richaun Holmes","2015-11-13","PHI","OKC","3700","10.31","19.1","3","4.52","16.11","10.315"
"PG","Ricky Rubio","2015-11-13","MIN","IND","7400","34.37","52.4","20.7","24.12","44.62","34.37"
"SF","Robert Covington","2015-11-13","PHI","OKC","5800","10.4","10.4","10.4","10.4","10.4","10.4"
"C","Robert Sacre","2015-11-13","LAL","DAL","3500","3.4","3.4","3.4","3.4","3.4","3.4"
"C","Robin Lopez","2015-11-13","NYK","CLE","4800","21.33","35.6","10.8","12.89","29.78","21.335"
"SG","Rodney Hood","2015-11-13","UTA","ORL","4500","21.14","29.5","16.2","16.76","25.52","21.14"
"SG","Rodney Stuckey","2015-11-13","IND","MIN","4700","18.13","30.8","8.7","10.32","25.94","18.13"
"SF","Rondae Hollis-Jefferson","2015-11-13","BKN","SAC","3500","14.99","23.9","5.1","8.14","21.83","14.985"
"C","Roy Hibbert","2015-11-13","LAL","DAL","5300","22.81","37","12.4","14.01","31.61","22.81"
"SF","Rudy Gay","2015-11-13","SAC","BKN","7500","29.49","36.7","22","24.66","34.32","29.49"
"C","Rudy Gobert","2015-11-13","UTA","ORL","7700","31.23","35.2","26.8","27.76","34.7","31.23"
"PG","Russ Smith","2015-11-13","MEM","POR","3500","4.56","7.2","2","2.37","6.75","4.56"
"PG","Russell Westbrook","2015-11-13","OKC","PHI","11200","50.44","71.2","39.8","41.75","59.13","50.44"
"PF","Ryan Anderson","2015-11-13","NOP","TOR","6200","28.74","39.2","16.7","22.45","35.02","28.735"
"C","Salah Mejri","2015-11-13","DAL","LAL","3500","3.67","7.6","1.2","0.86","6.48","3.67"
"SF","Sam Dekker","2015-11-13","HOU","DEN","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"C","Sasha Kaun","2015-11-13","CLE","NYK","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Sasha Vujacic","2015-11-13","NYK","CLE","3500","14.6","30.7","8.3","7.76","21.44","14.6"
"PF","Serge Ibaka","2015-11-13","OKC","PHI","6900","29.25","41.4","17.5","21.19","37.31","29.25"
"SF","Sergey Karasev","2015-11-13","BKN","SAC","3500","2.1","3.2","1","1","3.2","2.1"
"SG","Seth Curry","2015-11-13","SAC","BKN","3500","6.8","11","4.7","4.33","9.27","6.8"
"SF","Shabazz Muhammad","2015-11-13","MIN","IND","3500","11","23.7","2.2","3.38","18.62","11"
"PG","Shabazz Napier","2015-11-13","ORL","UTA","3700","10.48","26.5","2.4","2","18.96","10.48"
"PG","Shane Larkin","2015-11-13","BKN","SAC","4100","13.83","26.6","1.7","5.47","22.18","13.825"
"C","Shayne Whittington","2015-11-13","IND","MIN","3500","-2","-2","-2","-2","-2","-2"
"PG","Shelvin Mack","2015-11-13","ATL","BOS","3500","0.4","0.4","0.4","0.4","0.4","0.4"
"C","Spencer Hawes","2015-11-13","CHA","CHI","3500","12.15","20.8","4.4","7.13","17.17","12.15"
"C","Steven Adams","2015-11-13","OKC","PHI","4300","18.19","27.6","9.1","11.85","24.52","18.185"
"PG","T.J. McConnell","2015-11-13","PHI","OKC","5000","24.43","34.8","11.4","15.45","33.4","24.425"
"PF","Taj Gibson","2015-11-13","CHI","CHA","4300","15.53","24.9","1.2","8.02","23.03","15.525"
